uniqid_huc10,NWALT02_11_huc10,NWALT02_12_huc10,NWALT02_21_huc10,NWALT02_22_huc10,NWALT02_23_huc10,NWALT02_24_huc10,NWALT02_25_huc10,NWALT02_26_huc10,NWALT02_27_huc10,NWALT02_31_huc10,NWALT02_32_huc10,NWALT02_33_huc10,NWALT02_41_huc10,NWALT02_43_huc10,NWALT02_44_huc10,NWALT02_45_huc10,NWALT02_46_huc10,NWALT02_50_huc10,NWALT02_60_huc10,NWALT02_9999_huc10
36,0.34,0.00,0.57,0.26,0.01,0.07,0.01,0.61,0.42,0.01,0.35,0.04,0.00,2.92,1.92,0.89,50.82,40.78,0.00,0.00
37,0.06,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.98,0.68,21.56,67.26,9.20,0.00
38,0.95,0.00,0.51,0.15,0.11,0.04,0.08,0.34,0.24,0.00,0.36,0.00,0.00,45.61,0.95,3.20,35.81,11.66,0.00,0.00
39,3.69,0.00,0.64,0.44,0.02,0.29,0.09,2.06,0.54,0.00,5.25,0.01,0.01,1.44,11.03,3.93,35.64,34.94,0.00,0.00
40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,98.69,0.97
41,0.45,0.00,0.51,0.06,0.32,0.00,0.00,0.17,0.55,0.00,0.38,0.01,0.00,37.12,0.94,7.76,35.56,16.18,0.00,0.00
42,0.76,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,35.96,1.01,2.27,31.84,27.88,0.00,0.00
43,0.31,0.10,0.55,0.03,0.03,0.00,0.00,0.00,0.15,0.00,0.01,0.00,0.00,0.01,0.22,0.00,3.77,94.82,0.00,0.00
44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.10,61.49,0.41,0.00
45,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.45,0.01,0.00,0.06,88.49,10.93,0.00
46,1.82,0.14,0.34,0.27,0.02,0.09,0.39,0.12,0.26,0.02,0.07,0.00,0.00,36.83,0.50,0.50,56.09,2.54,0.00,0.00
47,5.08,0.00,1.64,4.10,4.36,3.27,6.82,7.50,2.32,9.44,11.59,0.08,0.19,0.30,2.60,10.16,12.86,17.70,0.00,0.00
48,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.02,0.00,0.57,0.00,0.00,0.09,0.00,0.24,6.16,65.17,27.57,0.00
49,0.07,0.01,0.82,0.58,0.05,0.04,0.04,2.40,1.20,0.00,6.74,0.00,1.12,10.85,33.94,2.03,4.70,35.41,0.00,0.00
50,0.14,0.00,0.19,0.63,1.82,0.20,1.23,1.65,0.39,0.46,3.00,0.20,0.01,0.05,0.00,0.00,0.08,87.48,2.46,0.00
51,0.36,0.18,0.02,0.00,0.30,0.00,0.00,0.00,0.21,0.00,0.00,0.02,0.00,3.82,1.05,0.03,9.65,82.97,1.39,0.00
52,0.44,0.15,0.41,0.06,0.01,0.00,0.00,0.12,0.22,0.00,0.09,0.00,0.00,49.58,0.24,1.51,43.78,3.39,0.00,0.00
53,0.02,0.00,0.05,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.00,1.26,98.59,0.00,0.00
54,0.00,0.00,0.19,0.03,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.82,0.18,0.79,0.94,93.49,3.51,0.00
55,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.08,0.31,1.49,0.13,95.02,2.92,0.00
56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,24.26,75.67,0.00,0.00
57,0.00,0.01,0.10,0.01,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.01,0.10,0.74,0.06,6.35,92.50,0.00,0.00
58,0.13,0.00,0.36,0.02,0.00,0.00,0.00,0.01,0.33,0.00,0.01,0.00,0.00,2.51,0.09,0.11,11.56,84.87,0.00,0.00
59,0.01,0.00,0.75,0.07,0.35,0.05,0.00,0.78,0.47,0.00,2.27,0.03,0.13,30.34,0.23,0.05,35.62,28.83,0.00,0.00
60,0.00,0.00,0.09,0.01,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.02,1.75,0.00
61,0.04,0.00,0.30,0.01,0.00,0.00,0.00,0.00,0.19,0.00,0.01,0.00,0.00,13.72,11.08,3.19,16.51,54.95,0.00,0.00
62,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.07,0.00,0.28,99.61,0.00,0.00
63,0.02,0.00,0.38,0.02,0.00,0.00,0.00,0.04,0.15,0.00,0.12,0.00,0.00,0.52,0.02,0.00,17.76,80.98,0.00,0.00
64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.69,82.16,0.00,0.14
65,2.71,0.79,0.48,0.06,0.15,0.02,0.00,0.07,0.51,0.00,0.08,0.00,0.07,0.47,36.66,1.57,0.24,56.11,0.00,0.00
66,0.01,0.00,0.22,0.02,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,4.72,31.45,0.34,35.53,27.54,0.00,0.00
67,0.01,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.17,0.01,4.87,89.90,4.80,0.00
68,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.04,0.00,0.01,69.58,30.17,0.00,0.00
69,1.23,0.32,0.16,0.00,0.01,0.00,0.00,0.00,0.03,0.00,0.00,0.03,0.01,0.02,0.30,0.00,0.07,79.98,17.84,0.00
70,0.05,0.01,0.26,0.03,0.05,0.02,0.00,0.18,0.23,0.00,0.35,0.00,0.02,18.09,0.17,0.81,66.96,12.77,0.00,0.00
71,0.00,0.00,0.22,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.00,0.00,0.00,11.24,88.41,0.00,0.00
72,0.00,0.00,0.18,0.07,0.02,0.00,0.00,0.29,0.20,0.00,0.27,0.00,0.00,1.61,0.07,0.01,8.39,88.89,0.00,0.00
73,0.01,0.13,0.86,0.71,0.06,0.14,0.66,0.99,0.81,0.03,1.16,0.03,0.06,22.21,32.23,0.78,1.05,38.08,0.00,0.00
74,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.12,65.00,34.55,0.22
75,0.72,0.01,0.12,0.02,0.03,0.00,0.00,0.12,0.30,0.00,0.02,0.00,0.07,58.74,1.03,2.88,28.64,7.32,0.00,0.00
76,0.61,0.00,0.63,0.30,0.01,0.20,0.33,0.61,0.63,0.04,2.51,0.00,0.00,1.83,23.38,0.36,0.36,63.65,4.57,0.00
77,0.03,0.04,1.19,2.54,1.62,1.00,3.20,2.66,1.81,4.46,2.29,0.05,0.22,1.95,1.79,0.29,5.08,69.49,0.30,0.00
78,0.23,0.24,0.61,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,51.57,1.61,0.11,32.88,12.56,0.00,0.00
79,0.00,0.00,0.29,0.03,0.02,0.00,0.00,0.15,0.08,0.00,1.62,0.00,0.01,0.94,0.01,0.00,0.07,89.29,7.50,0.00
80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.82,92.18,0.00,0.00
81,6.70,0.32,0.20,0.06,0.01,0.02,0.00,0.04,0.65,0.00,0.37,0.00,0.00,23.89,5.18,2.99,43.50,16.07,0.00,0.00
82,2.44,0.07,0.67,0.50,0.13,0.17,0.83,1.61,1.08,0.35,1.27,0.00,0.01,51.70,3.91,1.97,20.83,12.46,0.00,0.00
83,0.00,0.00,0.25,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.61,98.12,0.00,0.00
84,0.70,0.20,1.79,5.99,0.81,2.56,10.32,19.67,1.96,11.92,14.73,0.00,0.00,2.50,1.08,0.18,0.35,25.24,0.00,0.00
85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.11,97.89,0.00
86,0.67,0.00,0.39,0.03,0.00,0.00,0.00,0.07,0.40,0.00,0.28,0.00,0.00,22.77,0.38,0.02,6.60,68.37,0.00,0.00
87,0.26,0.00,0.23,0.01,0.00,0.00,0.00,0.01,0.26,0.00,0.00,0.00,0.00,25.93,1.52,6.99,37.78,27.01,0.00,0.00
88,0.32,0.00,0.45,0.02,0.00,0.00,0.00,0.13,0.32,0.00,0.12,0.00,0.00,8.00,0.29,5.67,37.55,47.13,0.00,0.00
89,0.21,0.03,0.22,0.04,0.01,0.00,0.00,0.15,0.21,0.00,1.87,0.01,0.00,2.83,0.10,0.02,4.08,88.15,2.06,0.00
90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,98.96,0.00,0.00
91,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.76,70.20,28.79,0.00
92,0.01,0.00,0.44,0.00,0.01,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.05,6.98,0.23,3.31,81.57,7.25,0.00,0.00
93,0.60,0.01,0.53,1.28,0.02,1.30,2.11,5.80,2.36,0.30,8.31,0.01,0.01,0.83,3.06,0.75,0.00,48.65,24.06,0.00
94,0.31,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.05,32.52,0.19,0.18,40.07,26.42,0.00,0.00
95,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,99.63,0.00,0.00
96,1.65,0.00,0.20,0.07,0.04,0.06,0.00,0.24,0.47,0.00,0.10,0.00,0.05,10.98,8.08,7.14,40.83,30.10,0.00,0.00
97,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.63,96.32,0.00,0.00
98,0.15,0.00,0.22,0.01,0.00,0.00,0.00,0.02,0.15,0.00,0.07,0.00,0.00,3.24,0.12,0.04,0.78,95.19,0.00,0.00
99,3.91,0.09,0.51,0.14,0.01,0.02,0.00,0.52,0.75,0.00,0.52,0.00,0.00,19.98,21.09,14.67,21.81,15.97,0.00,0.00
100,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.11,35.78,63.87,0.00
101,0.18,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,96.35,3.41,0.00
102,0.23,0.00,1.29,7.29,0.29,5.70,14.11,15.51,1.77,2.95,16.45,0.03,0.00,3.69,0.40,0.00,1.27,29.02,0.00,0.00
103,0.01,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,99.46,0.00,0.00
104,0.02,0.00,0.43,0.05,0.01,0.26,0.00,1.57,0.65,0.00,3.48,0.00,0.00,1.39,0.04,0.37,2.11,89.15,0.47,0.00
105,0.04,0.00,0.53,0.04,0.00,0.00,0.00,0.21,0.07,0.00,0.17,0.00,0.00,0.00,0.00,0.01,0.83,98.10,0.00,0.00
106,0.13,0.00,0.44,0.10,0.00,0.02,0.00,0.26,0.14,0.00,0.15,0.00,0.01,32.08,0.09,0.04,22.48,44.06,0.00,0.00
107,0.10,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,3.55,0.07,0.00,23.28,72.92,0.00,0.00
108,0.05,0.00,0.35,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,82.62,16.69,0.00
109,0.05,0.01,0.17,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.03,0.00,0.01,0.00,0.01,0.00,0.76,98.93,0.00,0.00
110,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.28,1.12,0.00,0.00
111,0.09,0.00,0.35,0.06,0.17,0.00,0.00,0.00,0.37,0.00,0.00,0.03,2.57,41.86,2.36,2.23,18.13,31.77,0.00,0.00
112,0.02,0.00,0.55,0.25,0.01,0.12,0.12,0.64,0.15,0.04,7.38,0.00,0.00,0.29,1.08,0.48,2.55,85.31,1.02,0.00
113,0.03,0.01,0.48,0.04,0.00,0.00,0.00,0.21,0.07,0.00,0.66,0.00,0.00,0.18,1.34,0.02,17.01,79.95,0.00,0.00
114,0.02,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,2.09,0.12,0.00,2.40,93.57,1.37,0.00
115,0.24,0.00,0.47,0.01,0.00,0.00,0.00,0.04,0.08,0.00,0.03,0.00,0.00,0.98,0.05,0.04,0.30,97.65,0.11,0.00
116,0.14,0.00,0.02,0.00,0.09,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.01,5.69,0.21,0.02,5.21,88.56,0.00,0.00
117,0.74,0.00,0.21,0.10,0.11,0.14,0.00,0.67,0.40,0.00,5.41,0.00,0.00,3.21,12.16,7.21,25.78,43.86,0.00,0.00
118,0.13,0.00,0.09,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.01,0.00,0.04,0.01,15.15,84.52,0.00,0.00
119,0.36,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.00,0.00,21.17,78.03,0.14,0.00
120,1.37,0.31,0.07,0.01,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,2.74,16.42,1.68,26.86,50.26,0.00,0.00
121,0.41,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.01,0.00,0.00,0.03,0.48,0.48,27.73,70.71,0.00,0.00
122,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.67,14.26,0.00
123,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,3.77,94.67,1.53,0.00
124,0.32,0.00,0.26,0.10,0.06,0.01,0.00,0.24,0.35,0.00,0.08,0.00,0.00,9.35,0.70,0.03,12.28,76.22,0.00,0.00
125,0.00,0.00,0.15,0.00,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.22,0.04,0.00,0.17,99.39,0.00,0.00
126,0.01,0.00,0.76,0.06,0.08,0.02,0.00,0.00,0.10,0.00,0.00,0.00,0.05,0.23,0.15,1.58,20.11,76.84,0.00,0.00
127,0.29,0.00,0.41,0.10,0.08,0.01,0.09,0.17,0.43,0.15,0.16,0.19,0.02,73.64,0.26,0.06,16.70,7.24,0.00,0.00
128,0.67,0.04,0.45,0.19,0.02,0.26,0.16,1.27,0.77,0.02,3.26,0.00,0.00,0.09,0.01,0.04,0.00,85.64,7.10,0.00
129,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.08,0.00,0.00,7.80,92.09,0.00,0.00
130,0.00,0.00,0.30,0.00,0.23,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,99.03,0.00,0.00
131,0.01,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.28,88.58,0.00,0.00
132,0.01,0.00,0.77,0.03,0.01,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.14,0.17,0.01,0.00,15.50,83.26,0.00,0.00
133,0.16,0.00,0.77,0.15,0.13,0.00,0.00,0.05,0.51,0.00,0.01,0.00,1.62,45.00,3.30,1.00,30.13,17.17,0.00,0.00
134,0.07,0.00,0.72,0.56,0.38,0.00,0.00,0.01,0.39,0.00,0.00,0.00,0.00,80.50,2.22,0.79,9.94,4.42,0.00,0.00
135,0.11,0.00,0.61,0.03,0.31,0.00,0.00,0.03,0.08,0.00,0.21,0.07,0.33,0.00,0.00,0.00,10.52,87.71,0.00,0.00
136,0.58,0.01,0.76,0.10,0.01,0.07,0.00,0.35,0.23,0.00,0.23,0.00,0.00,35.65,4.41,4.69,46.76,6.16,0.00,0.00
137,0.67,0.00,0.46,0.12,0.04,0.02,0.02,0.36,0.43,0.04,0.65,0.00,0.00,9.24,0.69,5.21,45.84,36.20,0.00,0.00
138,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.93,99.02,0.00,0.00
139,0.01,0.00,0.60,0.01,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.02,0.00,0.00,8.20,91.13,0.00,0.00
140,0.15,0.00,0.65,0.30,0.50,0.01,0.14,0.31,0.19,0.00,0.90,0.00,8.59,0.00,0.00,0.00,0.00,88.26,0.00,0.00
141,0.33,0.01,0.79,0.72,0.14,0.09,0.74,0.64,0.61,0.05,0.45,0.04,0.00,33.72,35.49,0.48,0.01,25.63,0.00,0.06
142,0.01,0.00,0.52,0.30,0.13,0.27,0.37,0.24,0.13,0.03,1.47,0.01,0.03,0.00,0.00,0.00,0.00,90.22,6.27,0.00
143,0.42,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.85,48.64,0.00,0.00
144,0.04,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,10.04,85.21,4.69,0.00
145,0.72,0.00,0.96,1.71,0.28,0.53,2.84,2.65,0.60,0.11,5.56,0.14,0.00,0.19,0.03,0.00,0.39,82.19,0.00,1.10
146,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,26.87,0.19,0.00,68.82,3.85,0.00,0.00
147,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.12,1.42,0.47,0.00,85.04,12.77,0.00
148,0.03,0.00,0.20,0.00,0.01,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.79,0.02,0.23,0.00,8.58,90.11,0.00,0.00
149,0.06,0.00,0.47,0.12,0.00,0.07,0.00,0.74,0.64,0.00,2.07,0.00,0.03,6.54,1.17,0.00,0.07,78.10,9.92,0.00
150,0.33,0.00,0.38,0.33,0.17,0.08,0.21,0.59,0.26,0.00,1.08,0.00,0.01,48.88,0.70,0.79,24.26,21.94,0.00,0.00
151,6.87,0.00,1.80,1.65,0.39,0.68,1.16,5.25,0.96,3.72,2.24,0.26,0.15,27.28,5.72,3.38,26.48,12.00,0.00,0.00
152,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.01,73.85,25.89,0.00,0.00
153,0.06,0.01,0.46,0.02,0.00,0.00,0.00,0.03,0.22,0.00,0.00,0.00,0.00,0.05,11.82,1.05,6.63,79.64,0.00,0.00
154,0.59,0.00,0.33,0.04,0.02,0.00,0.00,0.21,0.43,0.00,0.16,0.00,0.05,17.57,42.60,4.14,12.43,21.42,0.00,0.00
155,1.24,0.07,0.25,0.06,0.01,0.03,0.01,0.10,0.23,0.00,0.06,0.01,0.00,65.29,0.11,0.38,28.86,3.29,0.00,0.00
156,0.19,0.35,0.14,0.02,0.00,0.00,0.00,0.07,0.18,0.00,0.01,0.00,0.09,8.37,41.78,0.81,1.66,46.33,0.00,0.00
157,0.94,0.01,0.27,0.00,0.03,0.00,0.00,0.01,0.16,0.00,0.01,0.00,0.00,0.13,0.15,0.18,0.56,54.90,42.63,0.00
158,0.55,0.04,0.89,0.47,0.10,0.08,0.18,1.77,0.33,0.03,3.74,0.01,0.06,6.36,1.90,0.04,24.08,53.20,6.17,0.00
159,0.15,0.00,0.56,0.10,0.00,0.05,0.00,0.26,0.09,0.00,0.13,0.00,0.00,0.30,0.18,0.10,0.33,97.75,0.00,0.00
160,0.02,0.00,1.54,0.15,1.00,0.16,0.00,0.23,0.20,0.00,4.75,0.25,0.03,0.00,0.00,0.01,1.42,90.24,0.00,0.00
161,0.14,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.52,0.70,1.46,30.19,66.81,0.00,0.00
162,0.06,0.03,0.22,0.00,0.01,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.01,11.22,0.25,0.10,51.52,36.41,0.00,0.00
163,0.18,0.41,0.28,0.10,0.01,0.02,0.00,0.32,0.18,0.00,0.20,0.00,0.00,67.79,0.57,0.44,26.36,3.14,0.00,0.00
164,0.03,0.00,0.29,0.02,0.02,0.00,0.00,0.04,0.04,0.00,0.16,0.00,0.00,0.23,4.22,0.85,12.34,81.75,0.00,0.00
