uniqid_huc10,NWALT82_11_huc10,NWALT82_12_huc10,NWALT82_21_huc10,NWALT82_22_huc10,NWALT82_23_huc10,NWALT82_24_huc10,NWALT82_25_huc10,NWALT82_26_huc10,NWALT82_27_huc10,NWALT82_31_huc10,NWALT82_32_huc10,NWALT82_33_huc10,NWALT82_41_huc10,NWALT82_43_huc10,NWALT82_44_huc10,NWALT82_45_huc10,NWALT82_46_huc10,NWALT82_50_huc10,NWALT82_60_huc10,NWALT82_9999_huc10
17,0.34,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,2.10,6.61,90.88,0.00
18,0.07,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,44.73,0.45,0.08,51.39,3.07,0.00,0.00
19,0.01,0.09,0.13,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,72.75,0.00,0.00
20,1.50,0.02,0.65,0.70,0.22,0.12,0.00,1.28,1.86,0.00,3.64,0.00,0.11,3.30,20.21,4.08,2.75,59.55,0.00,0.00
21,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.89,0.00,0.00
22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.98,53.02,0.00,0.00
23,0.55,0.03,0.73,0.34,0.01,0.16,0.26,0.55,0.24,0.00,0.51,0.00,0.01,72.78,4.02,0.25,11.28,8.29,0.00,0.00
24,0.32,2.15,0.54,0.24,0.13,0.13,0.00,0.55,1.94,0.00,1.03,0.19,0.00,17.34,1.00,0.07,1.39,72.97,0.00,0.00
25,0.09,0.00,0.52,0.01,0.01,0.00,0.00,0.04,0.03,0.00,0.52,0.00,0.15,0.00,0.00,0.00,0.54,98.10,0.00,0.00
26,0.04,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,1.53,0.79,0.02,77.91,19.66,0.00,0.00
27,0.00,0.07,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.04,99.87,0.00,0.00
28,0.01,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.01,3.69,96.23,0.00,0.00
29,0.04,0.00,0.14,0.01,0.00,0.00,0.00,0.02,0.24,0.00,0.01,0.00,0.00,26.65,0.04,0.00,65.27,7.58,0.00,0.00
30,0.76,0.00,0.21,0.00,0.13,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.01,16.74,0.22,2.09,67.68,12.08,0.00,0.00
31,0.11,0.03,0.98,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.08,92.26,0.00,6.39
32,0.00,0.00,0.04,0.05,0.00,0.08,0.00,0.17,0.72,0.00,0.99,0.00,0.22,1.63,0.88,0.23,18.39,76.61,0.00,0.00
33,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.27,0.00,0.01,4.09,0.28,0.20,41.86,52.50,0.00,0.00
34,0.04,0.00,0.54,0.03,0.31,0.03,0.00,0.00,0.49,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,98.55,0.00,0.00
35,0.09,0.30,0.18,0.02,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.40,0.03,3.12,8.49,87.10,0.00,0.00
36,0.34,0.00,0.53,0.25,0.01,0.07,0.01,0.61,0.42,0.01,0.36,0.04,0.00,2.01,1.34,0.90,51.18,41.93,0.00,0.00
37,0.06,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.58,0.70,21.70,76.79,0.02,0.00
38,0.95,0.00,0.44,0.15,0.11,0.04,0.08,0.33,0.23,0.00,0.38,0.00,0.00,45.06,0.44,3.20,36.07,12.53,0.00,0.00
39,3.69,0.00,0.52,0.39,0.02,0.22,0.09,1.02,1.32,0.00,0.47,0.02,0.01,0.83,4.61,4.06,37.70,45.04,0.00,0.00
40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.83,0.21,0.97
41,0.45,0.00,0.44,0.06,0.30,0.00,0.00,0.15,0.51,0.00,0.40,0.01,0.00,36.51,0.88,7.69,35.74,16.86,0.00,0.00
42,0.76,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,35.17,1.21,2.23,31.98,28.38,0.00,0.00
43,0.31,0.10,0.53,0.03,0.03,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.01,0.09,0.00,3.77,94.98,0.00,0.00
44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.10,61.49,0.41,0.00
45,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.43,0.03,0.00,0.09,89.39,10.01,0.00
46,1.82,0.14,0.27,0.27,0.02,0.08,0.39,0.12,0.26,0.02,0.07,0.00,0.01,35.17,0.45,0.50,56.58,3.82,0.00,0.00
47,5.08,0.00,1.60,3.76,4.19,3.02,4.95,6.89,2.87,9.75,2.33,0.08,0.14,0.63,3.28,10.35,17.73,23.37,0.00,0.00
48,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.00,0.46,0.00,0.00,0.12,0.04,0.24,9.40,88.79,0.85,0.00
49,0.07,0.01,0.72,0.52,0.04,0.03,0.00,1.48,1.80,0.00,1.18,0.00,0.77,10.69,28.34,2.55,5.37,46.41,0.00,0.00
50,0.14,0.00,0.18,0.50,1.71,0.20,0.57,1.89,0.37,0.13,3.56,0.20,0.01,0.02,0.00,0.00,0.08,90.44,0.00,0.00
51,0.36,0.18,0.02,0.00,0.03,0.00,0.00,0.00,0.20,0.00,0.00,0.02,0.00,4.04,1.04,0.03,9.65,84.43,0.00,0.00
52,0.44,0.15,0.38,0.06,0.01,0.00,0.00,0.12,0.22,0.00,0.07,0.00,0.00,51.77,1.26,1.31,41.56,2.64,0.00,0.00
53,0.02,0.00,0.05,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,1.26,98.64,0.00,0.00
54,0.00,0.00,0.17,0.02,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.89,0.19,0.75,0.93,93.49,3.51,0.00
55,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.09,0.30,1.49,0.13,95.03,2.92,0.00
56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,24.26,75.67,0.00,0.00
57,0.00,0.01,0.09,0.01,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.04,0.49,0.08,6.35,92.80,0.00,0.00
58,0.13,0.00,0.32,0.02,0.00,0.00,0.00,0.01,0.33,0.00,0.01,0.00,0.00,2.30,0.07,0.11,11.56,85.14,0.00,0.00
59,0.01,0.00,0.70,0.06,0.23,0.05,0.00,0.63,0.50,0.00,1.73,0.03,0.11,28.52,0.41,0.07,35.85,31.10,0.00,0.00
60,0.00,0.00,0.09,0.01,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.77,0.00,0.00
61,0.04,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.01,0.00,0.00,13.34,9.91,3.31,16.39,56.62,0.00,0.00
62,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.28,99.67,0.00,0.00
63,0.02,0.00,0.35,0.01,0.00,0.00,0.00,0.02,0.14,0.00,0.14,0.00,0.00,0.26,0.01,0.00,17.76,81.29,0.00,0.00
64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.69,82.16,0.00,0.14
65,2.71,0.79,0.46,0.04,0.14,0.02,0.00,0.00,0.52,0.00,0.00,0.00,0.04,0.57,26.63,2.14,0.25,65.69,0.00,0.00
66,0.01,0.00,0.20,0.01,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,5.24,28.01,0.65,35.99,29.72,0.00,0.00
67,0.01,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.01,0.01,0.10,0.01,4.87,94.87,0.00,0.00
68,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.02,0.00,0.01,69.60,30.18,0.00,0.00
69,1.23,0.32,0.15,0.00,0.01,0.00,0.00,0.00,0.03,0.00,0.00,0.03,0.01,0.02,0.11,0.00,0.17,97.92,0.00,0.00
70,0.05,0.01,0.24,0.03,0.05,0.01,0.00,0.17,0.23,0.00,0.36,0.00,0.01,18.59,0.11,0.78,66.51,12.84,0.00,0.00
71,0.00,0.00,0.20,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.00,0.00,0.00,11.25,88.43,0.00,0.00
72,0.00,0.00,0.15,0.06,0.02,0.00,0.00,0.23,0.21,0.00,0.28,0.00,0.02,1.19,0.05,0.01,8.40,89.37,0.00,0.00
73,0.01,0.13,0.81,0.63,0.06,0.13,0.48,1.00,0.82,0.02,1.23,0.03,0.05,23.74,24.51,0.82,1.12,44.41,0.00,0.00
74,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.12,65.04,34.55,0.22
75,0.72,0.01,0.11,0.02,0.03,0.00,0.00,0.11,0.30,0.00,0.02,0.00,0.04,57.84,0.58,2.87,28.95,8.41,0.00,0.00
76,0.61,0.00,0.53,0.28,0.01,0.14,0.16,0.57,0.66,0.01,1.14,0.00,0.00,2.78,21.31,0.47,0.40,66.39,4.57,0.00
77,0.03,0.04,1.12,2.12,1.50,0.86,1.73,2.47,1.96,4.69,0.98,0.05,0.05,2.31,2.04,0.27,5.19,72.28,0.30,0.00
78,0.23,0.24,0.39,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,46.48,0.98,0.12,33.47,17.92,0.00,0.00
79,0.00,0.00,0.27,0.03,0.02,0.00,0.00,0.15,0.08,0.00,1.62,0.00,0.01,0.94,0.00,0.00,0.07,90.75,6.06,0.00
80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.82,92.18,0.00,0.00
81,6.70,0.32,0.17,0.06,0.01,0.01,0.00,0.04,0.63,0.00,0.36,0.00,0.02,23.70,5.09,2.91,43.49,16.46,0.00,0.00
82,2.44,0.07,0.57,0.39,0.12,0.12,0.50,1.39,1.00,0.30,1.52,0.00,0.00,53.04,4.86,1.84,19.71,12.14,0.00,0.00
83,0.00,0.00,0.23,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.02,0.00,1.61,98.11,0.00,0.00
84,0.70,0.20,1.73,5.42,0.63,1.97,7.43,15.61,4.13,14.98,4.34,0.00,0.00,3.50,1.14,0.18,0.99,37.06,0.00,0.00
85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.94,2.06,0.00
86,0.12,0.00,0.33,0.03,0.00,0.00,0.00,0.07,0.39,0.00,0.30,0.00,0.00,22.26,0.96,0.02,6.64,68.87,0.00,0.00
87,0.26,0.00,0.20,0.01,0.00,0.00,0.00,0.01,0.26,0.00,0.00,0.00,0.00,25.29,1.71,6.95,37.81,27.50,0.00,0.00
88,0.32,0.00,0.41,0.02,0.00,0.00,0.00,0.13,0.32,0.00,0.12,0.00,0.00,7.29,0.34,5.59,37.69,47.77,0.00,0.00
89,0.21,0.03,0.20,0.02,0.00,0.00,0.00,0.05,0.19,0.00,0.27,0.02,0.01,2.49,0.09,0.03,4.22,90.11,2.06,0.00
90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,98.96,0.00,0.00
91,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.77,98.99,0.00,0.00
92,0.01,0.00,0.36,0.00,0.01,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.02,7.32,0.74,3.29,81.02,7.07,0.00,0.00
93,0.60,0.01,0.38,0.40,0.01,0.55,0.00,1.81,1.87,0.00,5.86,0.01,0.01,2.83,2.85,0.58,0.00,58.16,24.06,0.00
94,0.31,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.07,33.19,0.90,0.18,38.99,26.12,0.00,0.00
95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,99.64,0.00,0.00
96,1.65,0.00,0.18,0.06,0.04,0.05,0.00,0.22,0.47,0.00,0.12,0.00,0.03,9.64,5.17,7.67,41.74,32.96,0.00,0.00
97,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.63,96.32,0.00,0.00
98,0.15,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.07,3.00,0.08,0.05,0.78,95.51,0.00,0.00
99,0.35,0.09,0.45,0.11,0.01,0.01,0.00,0.40,0.83,0.00,0.20,0.00,0.00,20.69,18.66,15.16,22.86,20.19,0.00,0.00
100,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.32,99.36,0.12,0.00
101,0.18,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,96.35,3.41,0.00
102,0.22,0.00,0.71,4.07,0.23,2.11,4.75,7.68,1.92,11.98,7.94,0.03,0.00,4.43,1.01,0.01,1.48,51.41,0.00,0.00
103,0.01,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.18,99.45,0.00,0.00
104,0.02,0.00,0.32,0.05,0.01,0.26,0.00,0.43,0.71,0.00,2.18,0.00,0.00,1.21,0.36,0.37,2.15,91.53,0.40,0.00
105,0.04,0.00,0.48,0.03,0.00,0.00,0.00,0.18,0.05,0.00,0.21,0.00,0.00,0.00,0.01,0.01,0.83,98.15,0.00,0.00
106,0.13,0.00,0.39,0.09,0.00,0.02,0.14,0.12,0.14,0.02,0.12,0.00,0.01,32.61,0.16,0.04,22.20,43.80,0.00,0.00
107,0.10,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,3.32,0.01,0.00,23.25,73.25,0.00,0.00
108,0.05,0.00,0.31,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,99.34,0.00,0.00
109,0.05,0.01,0.16,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.04,0.00,0.01,0.00,0.01,0.00,0.76,98.94,0.00,0.00
110,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.30,1.14,0.00,0.00
111,0.09,0.00,0.32,0.05,0.13,0.00,0.00,0.00,0.27,0.00,0.00,0.11,2.06,41.71,2.12,2.12,18.19,32.82,0.00,0.00
112,0.02,0.00,0.46,0.24,0.01,0.02,0.00,0.61,0.16,0.00,1.52,0.00,0.00,0.24,0.90,0.50,4.01,90.28,1.02,0.00
113,0.03,0.01,0.42,0.04,0.00,0.00,0.00,0.12,0.10,0.00,0.29,0.00,0.00,0.25,1.13,0.02,17.02,80.56,0.00,0.00
114,0.02,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.01,1.81,0.05,0.00,2.40,93.93,1.37,0.00
115,0.24,0.00,0.44,0.01,0.00,0.00,0.00,0.03,0.08,0.00,0.04,0.00,0.00,0.66,0.02,0.04,0.30,98.03,0.11,0.00
116,0.14,0.00,0.02,0.00,0.09,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.01,4.94,0.08,0.02,5.24,89.41,0.00,0.00
117,0.72,0.00,0.19,0.10,0.11,0.11,0.00,0.56,0.48,0.00,3.41,0.00,0.00,2.38,6.35,8.05,28.21,49.34,0.00,0.00
118,0.13,0.00,0.09,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.04,0.01,15.15,84.53,0.00,0.00
119,0.36,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.00,0.00,21.17,78.12,0.14,0.00
120,1.37,0.31,0.03,0.01,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,2.78,14.77,1.85,27.01,51.59,0.00,0.00
121,0.41,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.01,0.00,0.00,0.05,0.11,0.48,27.89,70.90,0.00,0.00
122,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.95,0.00,0.00
123,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,3.77,96.21,0.00,0.00
124,0.18,0.00,0.24,0.10,0.06,0.01,0.08,0.17,0.35,0.00,0.08,0.00,0.00,9.16,1.28,0.03,12.21,76.07,0.00,0.00
125,0.00,0.00,0.14,0.00,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.17,99.63,0.00,0.00
126,0.01,0.00,0.73,0.06,0.08,0.02,0.00,0.00,0.10,0.00,0.00,0.00,0.05,0.11,0.15,1.58,20.12,76.99,0.00,0.00
127,0.29,0.00,0.34,0.10,0.08,0.01,0.01,0.19,0.45,0.15,0.13,0.19,0.02,74.16,0.30,0.06,16.25,7.27,0.00,0.00
128,0.67,0.04,0.37,0.15,0.02,0.16,0.00,1.03,0.64,0.00,3.51,0.00,0.00,0.06,0.02,0.04,0.00,86.19,7.10,0.00
129,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.81,92.15,0.00,0.00
130,0.00,0.00,0.29,0.00,0.04,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.01,0.00,0.04,0.00,0.39,99.17,0.00,0.00
131,0.01,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.28,88.59,0.00,0.00
132,0.01,0.00,0.73,0.03,0.01,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.22,0.16,0.01,0.00,15.51,83.24,0.00,0.00
133,0.16,0.00,0.70,0.13,0.09,0.00,0.00,0.05,0.43,0.00,0.01,0.00,1.44,44.88,2.96,0.98,30.00,18.16,0.00,0.00
134,0.07,0.00,0.69,0.41,0.35,0.00,0.00,0.01,0.31,0.00,0.00,0.00,0.00,81.11,1.79,0.72,9.83,4.71,0.00,0.00
135,0.11,0.00,0.55,0.02,0.31,0.00,0.00,0.01,0.07,0.00,0.18,0.07,0.21,0.00,0.00,0.00,10.56,87.94,0.00,0.00
136,0.51,0.01,0.49,0.09,0.01,0.06,0.00,0.35,0.22,0.00,0.19,0.00,0.00,37.50,5.22,4.30,45.21,5.84,0.00,0.00
137,0.65,0.00,0.40,0.10,0.04,0.02,0.00,0.36,0.44,0.04,0.66,0.00,0.00,7.99,0.45,5.27,46.13,37.44,0.00,0.00
138,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,99.03,0.00,0.00
139,0.01,0.00,0.57,0.01,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.02,0.00,0.00,8.21,91.16,0.00,0.00
140,0.15,0.00,0.60,0.27,0.49,0.01,0.14,0.31,0.19,0.00,0.91,0.00,8.09,0.00,0.00,0.00,0.00,88.83,0.00,0.00
141,0.33,0.01,0.74,0.64,0.14,0.08,0.50,0.66,0.59,0.01,0.35,0.04,0.00,35.58,33.99,0.45,0.01,25.82,0.00,0.06
142,0.01,0.00,0.35,0.28,0.12,0.15,0.24,0.32,0.14,0.02,0.14,0.01,0.03,0.00,0.00,0.00,0.00,98.19,0.00,0.00
143,0.42,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.85,48.64,0.00,0.00
144,0.04,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,10.62,89.32,0.00,0.00
145,0.72,0.00,0.88,1.52,0.24,0.25,1.18,3.63,0.61,0.21,3.12,0.14,0.00,0.06,0.00,0.00,0.39,85.93,0.00,1.10
146,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,24.73,0.06,0.00,69.29,5.66,0.00,0.00
147,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.23,1.65,0.41,0.00,94.96,2.58,0.00
148,0.03,0.00,0.17,0.00,0.01,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.86,0.03,0.11,0.00,8.58,90.18,0.00,0.00
149,0.06,0.00,0.42,0.10,0.00,0.05,0.00,0.62,0.52,0.00,2.23,0.00,0.02,6.34,1.17,0.00,0.07,88.36,0.03,0.00
150,0.33,0.00,0.35,0.32,0.17,0.06,0.13,0.62,0.27,0.00,1.13,0.00,0.00,48.82,0.48,0.77,24.37,22.18,0.00,0.00
151,6.87,0.00,1.58,1.37,0.37,0.57,0.90,4.01,1.11,4.74,1.80,0.41,0.08,24.61,4.41,3.52,28.05,15.59,0.00,0.00
152,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.01,73.86,25.95,0.00,0.00
153,0.06,0.01,0.45,0.02,0.00,0.00,0.00,0.03,0.21,0.00,0.00,0.00,0.00,0.39,5.37,1.29,7.08,85.07,0.00,0.00
154,0.59,0.00,0.31,0.04,0.00,0.00,0.00,0.18,0.43,0.00,0.19,0.00,0.03,17.10,39.85,4.58,12.60,24.08,0.00,0.00
155,1.24,0.07,0.17,0.03,0.01,0.00,0.01,0.10,0.23,0.00,0.06,0.01,0.00,66.95,0.69,0.35,27.35,2.74,0.00,0.00
156,0.19,0.35,0.13,0.02,0.00,0.00,0.00,0.07,0.18,0.00,0.01,0.00,0.05,8.27,36.05,0.89,1.75,52.04,0.00,0.00
157,0.94,0.01,0.26,0.00,0.03,0.00,0.00,0.01,0.16,0.00,0.01,0.00,0.00,0.16,0.13,0.18,0.56,96.47,1.07,0.00
158,0.55,0.04,0.80,0.40,0.09,0.06,0.03,1.19,0.45,0.00,1.81,0.01,0.05,5.65,2.82,0.04,24.54,55.32,6.17,0.00
159,0.15,0.00,0.53,0.10,0.00,0.04,0.00,0.24,0.08,0.00,0.17,0.00,0.00,0.21,0.26,0.10,0.33,97.79,0.00,0.00
160,0.02,0.00,1.41,0.14,0.93,0.15,0.00,0.22,0.19,0.00,4.81,0.25,0.03,0.01,0.01,0.01,1.42,90.40,0.00,0.00
161,0.14,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.50,0.92,1.46,30.03,66.79,0.00,0.00
162,0.06,0.03,0.19,0.00,0.01,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,11.39,0.31,0.10,51.37,36.35,0.00,0.00
163,0.18,0.41,0.18,0.09,0.01,0.02,0.00,0.32,0.18,0.00,0.17,0.00,0.00,69.82,1.46,0.38,24.69,2.08,0.00,0.00
164,0.03,0.00,0.22,0.01,0.02,0.00,0.00,0.03,0.04,0.00,0.18,0.00,0.00,0.32,4.17,0.84,12.34,81.79,0.00,0.00
