uniqid_huc10,NWALT12_11_huc10,NWALT12_12_huc10,NWALT12_21_huc10,NWALT12_22_huc10,NWALT12_23_huc10,NWALT12_24_huc10,NWALT12_25_huc10,NWALT12_26_huc10,NWALT12_27_huc10,NWALT12_31_huc10,NWALT12_32_huc10,NWALT12_33_huc10,NWALT12_41_huc10,NWALT12_43_huc10,NWALT12_44_huc10,NWALT12_45_huc10,NWALT12_46_huc10,NWALT12_50_huc10,NWALT12_60_huc10,NWALT12_9999_huc10
61,0.04,0.00,0.30,0.01,0.00,0.00,0.00,0.00,0.21,0.00,0.01,0.00,0.00,15.66,10.20,3.16,16.48,53.93,0.00,0.00
62,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.10,0.00,0.28,99.59,0.00,0.00
63,0.02,0.00,0.38,0.02,0.00,0.00,0.00,0.05,0.15,0.00,0.33,0.00,0.00,0.58,0.04,0.00,17.76,80.67,0.00,0.00
64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.69,82.16,0.00,0.14
65,2.71,0.79,0.49,0.07,0.17,0.02,0.00,0.09,0.58,0.00,0.06,0.00,0.08,0.47,36.64,1.57,0.23,56.03,0.00,0.00
66,0.01,0.00,0.22,0.02,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,4.60,31.20,0.38,35.73,27.64,0.00,0.00
67,0.01,0.00,0.07,0.00,0.00,0.00,0.00,0.07,0.10,0.00,1.10,0.00,0.00,0.01,0.96,0.01,4.85,88.02,4.80,0.00
68,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.04,0.00,0.01,69.58,30.16,0.00,0.00
69,1.23,0.32,0.16,0.00,0.01,0.00,0.00,0.00,0.03,0.00,0.00,0.03,0.01,0.00,0.30,0.00,0.07,80.00,17.84,0.00
70,0.05,0.01,0.26,0.03,0.05,0.02,0.00,0.18,0.24,0.00,0.35,0.00,0.02,18.67,0.00,0.80,66.82,12.49,0.00,0.00
71,0.00,0.00,0.22,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.00,0.00,0.00,11.24,88.40,0.00,0.00
72,0.00,0.00,0.18,0.07,0.02,0.00,0.00,0.29,0.20,0.00,0.27,0.00,0.00,1.54,0.06,0.01,8.39,88.97,0.00,0.00
73,0.01,0.13,0.86,0.73,0.07,0.14,0.70,1.01,0.83,0.06,1.13,0.03,0.09,22.58,31.76,0.83,1.02,38.03,0.00,0.00
74,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,65.07,34.55,0.22
75,0.72,0.01,0.12,0.02,0.04,0.00,0.00,0.12,0.32,0.00,0.02,0.00,0.10,59.43,0.15,2.90,28.75,7.29,0.00,0.00
76,0.61,0.00,0.63,0.30,0.01,0.21,0.33,0.62,0.64,0.04,2.30,0.00,0.00,1.91,24.34,0.31,0.35,62.83,4.57,0.00
77,0.03,0.04,1.23,3.13,1.78,1.47,5.13,3.07,1.23,4.64,3.63,0.04,0.08,1.92,1.41,0.23,5.07,65.56,0.30,0.00
78,0.23,0.24,0.61,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,53.70,0.22,0.10,32.64,12.07,0.00,0.00
79,0.00,0.00,0.30,0.03,0.02,0.00,0.00,0.15,0.10,0.00,1.62,0.00,0.01,0.95,0.00,0.00,0.07,89.27,7.50,0.00
80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.82,92.18,0.00,0.00
81,6.70,0.32,0.20,0.07,0.01,0.02,0.00,0.04,0.67,0.00,0.37,0.00,0.01,24.66,4.63,3.00,43.51,15.80,0.00,0.00
82,2.44,0.07,0.67,0.54,0.14,0.37,1.05,2.16,0.74,0.34,4.74,0.00,0.02,52.30,3.25,1.98,18.89,10.32,0.00,0.00
83,0.00,0.00,0.25,0.01,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.61,98.11,0.00,0.00
84,0.91,0.20,1.80,6.29,0.89,2.82,10.92,22.17,1.69,10.53,17.51,0.00,0.00,2.30,0.79,0.17,0.31,20.69,0.00,0.00
85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.11,97.89,0.00
86,0.67,0.00,0.39,0.03,0.00,0.00,0.00,0.07,0.43,0.00,0.28,0.00,0.00,23.10,0.26,0.02,6.58,68.16,0.00,0.00
87,0.26,0.00,0.23,0.01,0.00,0.00,0.00,0.01,0.27,0.00,0.00,0.00,0.00,26.88,0.85,6.99,37.71,26.79,0.00,0.00
88,0.32,0.00,0.45,0.02,0.00,0.00,0.00,0.13,0.33,0.00,0.12,0.00,0.00,8.46,0.02,5.67,37.51,46.97,0.00,0.00
89,0.21,0.03,0.22,0.04,0.02,0.00,0.00,0.15,0.22,0.00,1.88,0.01,0.00,2.30,0.09,0.04,4.07,88.66,2.06,0.00
90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,98.96,0.00,0.00
91,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.76,70.20,28.79,0.00
92,0.01,0.00,0.44,0.00,0.03,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.03,7.39,0.00,3.31,81.42,7.16,0.00,0.00
93,0.60,0.01,0.55,1.68,0.04,1.70,6.93,4.30,1.87,0.48,8.36,0.01,0.00,0.42,2.02,0.68,0.00,46.30,24.06,0.00
94,0.31,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.05,32.71,0.01,0.18,40.05,26.42,0.00,0.00
95,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,99.61,0.00,0.00
96,1.66,0.00,0.20,0.07,0.04,0.06,0.00,0.24,0.48,0.00,0.10,0.00,0.05,11.34,7.66,7.16,40.84,30.10,0.00,0.00
97,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.63,96.32,0.00,0.00
98,0.15,0.00,0.22,0.01,0.00,0.00,0.00,0.02,0.16,0.00,0.06,0.00,0.00,3.29,0.15,0.07,0.78,95.11,0.00,0.00
99,3.91,0.09,0.51,0.14,0.01,0.02,0.00,0.55,0.76,0.00,0.51,0.00,0.00,20.68,20.14,14.81,21.90,15.96,0.00,0.00
100,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.11,35.81,63.87,0.00
101,0.18,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,96.35,3.41,0.00
102,0.23,0.00,1.65,8.50,0.32,6.13,15.56,19.34,0.98,2.55,19.14,0.01,0.00,3.62,0.28,0.00,1.07,20.61,0.00,0.00
103,0.01,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.18,99.45,0.00,0.00
104,0.02,0.00,0.45,0.05,0.01,0.32,0.00,1.66,0.67,0.00,3.39,0.00,0.00,1.72,0.04,0.32,2.11,64.26,24.98,0.00
105,0.04,0.00,0.53,0.04,0.00,0.00,0.00,0.21,0.08,0.00,0.17,0.00,0.00,0.00,0.00,0.01,0.83,98.09,0.00,0.00
106,0.13,0.00,0.44,0.10,0.00,0.02,0.00,0.26,0.15,0.00,0.15,0.00,0.01,32.49,0.01,0.04,22.44,43.78,0.00,0.00
107,0.10,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,3.80,0.00,0.00,23.25,72.77,0.00,0.00
108,0.05,0.00,0.35,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,82.62,16.69,0.00
109,0.05,0.01,0.17,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.02,0.00,0.01,0.01,0.01,0.00,0.76,98.92,0.00,0.00
110,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.28,1.12,0.00,0.00
111,0.09,0.00,0.35,0.06,0.18,0.00,0.00,0.00,0.40,0.00,0.00,0.03,2.58,42.34,1.92,2.21,18.19,31.65,0.00,0.00
112,0.02,0.00,0.55,0.25,0.01,0.13,0.12,0.68,0.12,0.04,10.03,0.00,0.00,0.16,1.16,0.45,2.27,82.98,1.02,0.00
113,0.03,0.01,0.48,0.04,0.00,0.00,0.00,0.21,0.07,0.00,0.66,0.00,0.00,0.26,1.34,0.01,17.01,79.88,0.00,0.00
114,0.02,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,2.52,0.00,0.00,2.40,93.26,1.37,0.00
115,0.24,0.00,0.47,0.01,0.00,0.00,0.00,0.04,0.08,0.00,0.03,0.00,0.00,1.47,0.01,0.03,0.29,97.22,0.11,0.00
116,0.14,0.00,0.02,0.00,0.16,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.01,6.33,0.00,0.02,5.18,88.08,0.00,0.00
117,0.74,0.00,0.21,0.10,0.12,0.14,0.00,0.67,0.42,0.00,5.40,0.00,0.00,3.42,11.85,7.24,25.81,43.88,0.00,0.00
118,0.13,0.00,0.09,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.01,0.00,0.05,0.01,15.15,84.50,0.00,0.00
119,0.36,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.03,0.13,0.00,0.00,21.16,78.01,0.14,0.00
120,1.69,0.31,0.07,0.01,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,2.78,16.64,1.69,26.86,49.65,0.00,0.00
121,0.41,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.01,0.00,0.00,0.02,0.66,0.44,27.75,70.57,0.00,0.00
122,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.67,14.26,0.00
123,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,3.77,94.67,1.53,0.00
124,0.32,0.00,0.26,0.10,0.08,0.01,0.00,0.25,0.38,0.00,0.08,0.00,0.00,9.41,0.61,0.03,12.27,76.19,0.00,0.00
125,0.00,0.00,0.15,0.00,0.02,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.68,0.00,0.00,0.17,98.95,0.00,0.00
126,0.01,0.00,0.76,0.06,0.08,0.02,0.00,0.00,0.11,0.00,0.06,0.00,0.05,0.24,0.14,1.58,20.06,76.83,0.00,0.00
127,0.29,0.00,0.42,0.12,0.10,0.01,0.10,0.17,0.44,0.14,0.16,0.19,0.02,74.08,0.02,0.06,16.68,7.00,0.00,0.00
128,0.67,0.04,0.46,0.19,0.02,0.27,0.17,1.63,0.50,0.02,3.22,0.00,0.00,0.09,0.01,0.04,0.00,85.57,7.10,0.00
129,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.10,0.00,0.00,7.80,92.06,0.00,0.00
130,0.00,0.00,0.30,0.00,0.27,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,98.98,0.00,0.00
131,0.01,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.28,88.58,0.00,0.00
132,0.01,0.00,0.77,0.03,0.01,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.14,0.07,0.00,0.00,15.53,83.34,0.00,0.00
133,0.16,0.00,0.77,0.15,0.13,0.00,0.00,0.05,0.53,0.00,0.01,0.00,1.62,45.97,2.51,1.00,30.17,16.92,0.00,0.00
134,0.07,0.00,0.72,0.61,0.40,0.00,0.00,0.01,0.42,0.00,0.00,0.00,0.00,80.09,1.57,0.82,10.84,4.48,0.00,0.00
135,0.11,0.00,0.61,0.03,0.32,0.00,0.00,0.03,0.08,0.00,0.21,0.07,0.32,0.00,0.00,0.00,10.52,87.70,0.00,0.00
136,0.58,0.01,0.76,0.10,0.01,0.07,0.00,0.35,0.24,0.00,0.23,0.00,0.00,36.26,3.90,4.69,46.72,6.08,0.00,0.00
137,0.67,0.00,0.46,0.13,0.05,0.02,0.03,0.38,0.45,0.04,0.83,0.00,0.00,9.62,0.44,5.21,45.80,35.88,0.00,0.00
138,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.93,98.98,0.00,0.00
139,0.01,0.00,0.60,0.01,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.02,0.00,0.00,8.20,91.14,0.00,0.00
140,0.15,0.00,0.65,0.30,0.87,0.01,0.14,0.42,0.19,0.00,0.82,0.00,8.61,0.00,0.00,0.00,0.00,87.82,0.00,0.00
141,0.33,0.01,0.83,0.86,0.16,0.09,0.79,0.87,0.68,0.06,0.94,0.03,0.00,36.30,32.83,0.41,0.00,24.73,0.00,0.06
142,0.01,0.00,0.56,0.32,0.13,0.53,0.50,0.14,0.11,0.03,1.43,0.01,0.03,0.01,0.00,0.00,0.00,89.93,6.27,0.00
143,0.42,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,50.83,48.58,0.00,0.00
144,0.04,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.04,85.22,4.69,0.00
145,0.72,0.00,0.98,1.88,0.29,0.53,3.35,2.38,0.58,0.12,6.60,0.14,0.00,0.17,0.03,0.00,0.39,80.74,0.00,1.10
146,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,27.32,0.00,0.00,68.74,3.65,0.00,0.00
147,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.13,1.41,0.46,0.00,85.03,12.77,0.00
148,0.03,0.00,0.20,0.00,0.01,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.81,0.02,0.02,0.00,8.58,90.30,0.00,0.00
149,0.06,0.00,0.48,0.12,0.00,0.08,0.00,0.78,0.74,0.00,4.41,0.00,0.03,6.52,1.37,0.00,0.05,75.43,9.92,0.00
150,0.33,0.00,0.40,0.43,0.18,0.08,0.22,0.66,0.28,0.00,1.04,0.00,0.01,49.83,0.01,0.79,24.19,21.54,0.00,0.00
151,6.87,0.00,1.84,1.79,0.41,0.73,1.22,6.07,0.59,3.52,8.99,0.20,0.26,28.95,5.05,3.40,22.18,7.94,0.00,0.00
152,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,73.79,25.81,0.00,0.00
153,0.06,0.01,0.46,0.02,0.00,0.00,0.00,0.03,0.27,0.00,0.00,0.00,0.04,0.06,12.32,1.05,6.63,79.04,0.00,0.00
154,0.59,0.00,0.34,0.05,0.02,0.00,0.00,0.22,0.45,0.00,0.16,0.00,0.20,19.74,41.79,4.14,12.24,20.08,0.00,0.00
155,1.24,0.07,0.25,0.08,0.01,0.03,0.01,0.11,0.23,0.00,0.06,0.01,0.00,66.19,0.02,0.38,28.70,2.60,0.00,0.00
156,0.19,0.35,0.14,0.02,0.00,0.00,0.00,0.07,0.20,0.00,0.01,0.00,0.17,8.64,41.05,0.85,1.67,46.64,0.00,0.00
157,0.94,0.01,0.28,0.01,0.03,0.01,0.00,0.01,0.17,0.00,0.02,0.00,0.00,0.13,0.14,0.18,0.56,54.89,42.63,0.00
158,0.55,0.04,0.92,0.54,0.12,0.09,0.24,1.88,0.45,0.06,4.27,0.01,0.06,5.41,2.01,0.20,24.08,52.91,6.17,0.00
159,0.15,0.00,0.57,0.10,0.00,0.05,0.00,0.26,0.09,0.00,0.13,0.00,0.00,0.35,0.19,0.10,0.33,97.69,0.00,0.00
160,0.02,0.00,1.56,0.15,1.02,0.17,0.00,0.25,0.21,0.00,4.72,0.24,0.03,0.00,0.00,0.01,1.42,90.20,0.00,0.00
161,0.14,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.83,0.66,1.46,30.12,66.60,0.00,0.00
162,0.06,0.03,0.22,0.00,0.02,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.01,11.85,0.01,0.09,51.46,36.05,0.00,0.00
163,0.18,0.41,0.28,0.10,0.01,0.02,0.00,0.32,0.19,0.00,0.20,0.00,0.00,68.88,0.01,0.44,26.27,2.69,0.00,0.00
164,0.03,0.00,0.29,0.02,0.02,0.00,0.00,0.04,0.05,0.00,0.16,0.00,0.00,0.22,4.20,0.87,12.37,81.74,0.00,0.00
