uniqid_eco4,NWALT92_11_eco4,NWALT92_12_eco4,NWALT92_21_eco4,NWALT92_22_eco4,NWALT92_23_eco4,NWALT92_24_eco4,NWALT92_25_eco4,NWALT92_26_eco4,NWALT92_27_eco4,NWALT92_31_eco4,NWALT92_32_eco4,NWALT92_33_eco4,NWALT92_41_eco4,NWALT92_43_eco4,NWALT92_44_eco4,NWALT92_45_eco4,NWALT92_46_eco4,NWALT92_50_eco4,NWALT92_60_eco4,NWALT92_9999_eco4
13,3.14,0.03,0.66,0.24,0.06,0.02,0.04,0.39,0.66,0.00,0.58,0.01,0.01,1.35,5.47,0.30,13.47,73.35,0.22,0.00
14,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,4.07,0.43,0.18,13.81,81.33,0.00,0.00
15,0.24,0.03,0.14,0.01,0.00,0.00,0.00,0.03,0.06,0.00,0.09,0.00,0.00,0.23,0.59,1.39,0.85,95.39,0.94,0.00
16,0.02,0.06,0.11,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.06,97.99,1.58,0.00
17,0.02,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.00,0.00,0.00,1.14,0.02,0.06,3.78,93.36,1.39,0.00
18,0.20,0.02,0.13,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.04,0.00,0.00,0.01,0.02,0.21,0.80,93.02,5.52,0.00
19,0.36,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.20,0.01,0.12,2.08,84.08,13.09,0.00
20,0.09,0.00,0.06,0.00,0.00,0.08,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.22,0.05,0.19,2.83,83.74,12.71,0.00
21,0.82,0.00,0.12,0.01,0.00,0.03,0.00,0.01,0.02,0.00,0.01,0.00,0.00,1.10,0.11,0.08,33.51,51.87,12.32,0.00
22,0.01,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.02,99.45,0.38,0.00
23,0.58,0.02,0.14,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.00,1.43,0.87,0.75,5.03,90.76,0.37,0.00
24,0.22,0.02,0.57,0.21,0.11,0.05,0.17,0.51,0.29,0.01,0.26,0.04,0.00,39.42,0.60,2.44,27.63,25.19,2.25,0.00
25,0.04,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.07,0.01,0.00,0.23,81.59,17.97,0.00
26,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,30.87,68.53,0.00
27,0.55,0.02,0.63,0.26,0.14,0.10,0.05,0.77,1.01,0.00,1.22,0.11,0.03,13.71,0.30,1.50,1.28,75.36,2.95,0.00
28,0.72,0.88,0.35,0.01,0.00,0.01,0.00,0.05,0.06,0.00,0.31,0.00,0.00,0.02,0.49,9.14,1.25,86.70,0.00,0.00
29,2.62,0.19,1.05,1.56,0.52,0.40,1.22,3.05,1.47,0.13,0.26,0.01,0.00,57.33,11.43,0.87,7.63,10.17,0.07,0.00
30,0.00,0.01,0.12,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,2.19,0.08,0.02,0.65,90.21,6.70,0.00
31,0.94,0.61,0.68,0.17,0.01,0.02,0.03,0.37,0.32,0.00,0.37,0.00,0.00,7.55,5.53,11.42,43.81,28.13,0.02,0.00
32,0.44,0.86,0.21,0.07,0.00,0.02,0.00,0.09,0.40,0.00,0.07,0.00,0.00,64.10,2.47,1.26,8.92,21.08,0.00,0.00
33,6.83,2.95,1.05,0.94,0.31,0.18,0.54,1.44,1.27,0.36,0.25,0.03,0.01,67.29,5.90,0.21,1.05,9.41,0.01,0.00
34,0.58,0.02,0.18,0.02,0.00,0.00,0.00,0.02,0.04,0.00,0.02,0.00,0.00,3.41,1.50,0.65,18.90,74.64,0.00,0.00
35,0.41,0.05,0.19,0.01,0.11,0.00,0.01,0.02,0.13,0.00,0.01,0.02,0.00,14.64,2.00,0.21,18.04,64.07,0.07,0.00
36,0.41,0.01,0.28,0.09,0.26,0.02,0.02,0.10,0.16,0.06,0.31,0.03,0.00,8.20,2.71,0.73,51.65,34.82,0.14,0.00
37,1.01,0.02,0.73,0.55,0.20,0.10,0.34,0.67,0.96,0.00,0.19,0.04,0.00,67.49,15.98,0.41,5.60,5.72,0.01,0.00
38,0.61,0.02,0.25,0.02,0.01,0.03,0.01,0.06,0.12,0.11,0.07,0.00,0.00,5.80,2.23,0.56,47.15,42.90,0.04,0.00
39,22.04,0.08,0.13,0.02,0.02,0.01,0.00,0.00,0.01,0.01,0.00,0.02,0.08,0.03,0.26,0.01,0.08,77.20,0.00,0.00
40,0.90,0.09,0.72,0.80,0.26,0.34,0.63,1.42,0.76,0.83,1.71,0.02,0.04,0.78,3.12,1.25,6.75,79.57,0.00,0.00
41,0.03,0.78,0.93,0.05,0.03,0.00,0.04,0.06,0.25,0.00,0.02,0.01,0.00,0.81,5.49,19.21,35.84,36.45,0.00,0.00
42,0.27,0.07,0.75,0.08,0.00,1.43,0.07,0.36,0.09,0.01,0.06,0.02,0.03,2.39,2.15,0.01,1.76,88.53,1.91,0.00
43,22.80,0.02,0.41,0.02,0.00,0.04,0.00,0.00,0.01,0.00,0.00,0.00,0.03,0.00,0.02,0.00,1.16,70.92,4.57,0.00
44,0.06,0.05,0.47,0.00,0.00,0.12,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.15,0.51,0.02,5.57,93.02,0.00,0.00
45,0.18,0.04,0.19,0.04,0.05,0.01,0.00,0.03,0.04,0.01,0.04,0.02,0.01,0.92,2.17,0.08,11.74,84.43,0.00,0.00
46,0.86,0.01,0.28,0.08,0.05,0.02,0.06,0.24,0.12,0.02,0.24,0.01,0.11,2.36,4.93,0.30,10.98,79.34,0.00,0.00
47,0.01,0.00,0.07,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.04,0.00,0.10,0.04,0.15,0.02,0.52,98.46,0.55,0.00
48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,73.07,26.34,0.00
49,9.84,0.41,3.64,7.16,3.32,2.42,9.87,12.61,1.61,5.55,1.79,0.14,0.12,11.82,20.92,0.44,1.01,7.30,0.02,0.00
50,15.24,6.84,0.08,0.01,0.02,0.00,0.00,0.00,0.03,0.02,0.06,0.04,0.05,1.45,4.13,0.16,0.12,71.74,0.00,0.00
51,7.17,0.05,0.09,0.00,0.05,0.00,0.00,0.00,0.02,0.00,0.00,0.03,0.05,0.06,0.23,0.02,0.42,91.81,0.00,0.00
52,0.69,1.02,0.82,0.47,0.17,0.10,0.22,1.73,0.81,0.20,0.24,0.09,0.00,47.26,24.38,1.52,5.45,14.72,0.12,0.00
53,0.88,0.05,0.24,0.04,0.04,0.01,0.01,0.07,0.16,0.00,0.08,0.03,0.12,1.70,1.31,0.08,1.99,93.19,0.00,0.00
54,0.06,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.35,0.07,0.17,0.09,11.96,87.27,0.00,0.00
55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,1.69,98.07,0.00,0.00
56,0.17,0.22,0.17,0.04,0.01,0.01,0.01,0.11,0.19,0.00,0.14,0.01,0.37,0.27,2.35,0.58,11.82,83.51,0.00,0.00
57,0.01,0.49,0.11,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.08,3.94,0.64,1.61,67.35,25.77,0.00
58,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,34.89,64.61,0.00
59,0.01,0.11,0.21,0.01,0.00,0.00,0.01,0.01,0.03,0.00,0.01,0.01,0.01,0.10,1.32,0.09,2.67,95.23,0.17,0.00
60,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.75,94.53,4.50,0.00
61,0.01,0.01,0.09,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.05,0.01,0.21,0.05,4.65,94.82,0.10,0.00
62,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.85,96.23,2.88,0.00
63,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.33,76.18,23.46,0.00
64,0.02,0.00,0.18,0.00,0.02,0.00,0.00,0.00,0.03,0.00,0.01,0.03,0.10,0.18,0.30,0.03,0.97,97.51,0.62,0.00
65,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,1.08,97.44,1.39,0.00
66,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,99.23,0.00,0.00
67,0.01,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.01,0.00,0.01,0.02,1.78,92.88,5.14,0.00
68,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.69,67.82,31.43,0.00
69,0.03,0.12,0.25,0.04,0.01,0.00,0.01,0.05,0.13,0.00,0.10,0.05,0.06,1.41,3.34,1.13,12.86,80.41,0.00,0.00
70,0.01,0.01,0.38,0.37,0.15,0.11,0.44,0.60,0.24,0.16,1.49,0.01,0.08,0.07,0.07,0.01,3.55,90.04,2.22,0.00
71,0.03,0.00,0.06,0.01,0.00,0.01,0.00,0.01,0.02,0.00,0.16,0.00,0.03,0.00,0.01,0.00,1.72,88.68,9.25,0.00
72,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,94.40,5.36,0.00
73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.35,56.65,0.00
74,8.18,0.41,0.30,0.16,0.03,0.10,0.12,0.34,0.17,0.02,1.58,0.01,0.07,0.81,0.66,0.04,0.20,84.04,2.75,0.00
75,2.14,0.00,0.11,0.01,0.06,0.01,0.00,0.13,0.05,0.00,0.71,0.00,0.97,0.10,0.05,0.00,0.02,94.34,1.30,0.00
76,0.02,0.01,0.21,0.08,0.01,0.02,0.00,0.12,0.27,0.00,1.07,0.01,0.05,0.19,0.12,0.01,0.06,95.25,2.53,0.00
77,0.00,0.00,0.22,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.00,0.01,0.04,0.02,0.00,0.00,96.10,3.55,0.00
78,0.00,0.00,0.08,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.43,5.41,0.00
79,0.12,0.00,0.51,0.37,0.25,0.12,0.32,1.55,0.46,1.09,2.20,0.06,0.14,0.73,1.33,0.53,3.01,86.13,1.07,0.00
80,0.00,0.00,0.06,0.00,0.03,0.01,0.00,0.02,0.02,0.03,0.14,0.02,0.04,0.00,0.00,0.01,0.34,94.93,4.35,0.00
81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,95.45,4.10,0.00
82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
83,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,99.55,0.14,0.00
84,0.00,0.00,0.05,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.02,98.83,1.07,0.00
85,0.62,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,51.97,47.09,0.00
86,0.49,0.06,0.43,0.02,0.00,0.00,0.00,0.04,0.03,0.00,0.30,0.01,0.00,0.13,0.47,0.53,1.45,95.88,0.16,0.00
87,1.53,0.04,0.39,0.17,0.01,0.00,0.00,0.12,0.31,0.00,0.03,0.00,0.00,8.63,25.31,3.95,45.74,13.76,0.00,0.00
88,20.25,0.36,0.69,0.51,0.13,0.14,0.15,0.97,1.01,0.01,1.50,0.01,0.00,18.41,24.23,2.69,14.04,14.91,0.00,0.00
89,1.39,0.03,0.99,0.39,0.01,0.00,0.00,0.88,0.57,0.00,1.23,0.00,0.00,2.91,6.42,0.25,6.61,78.31,0.00,0.00
90,0.50,0.02,0.17,0.01,0.00,0.00,0.00,0.01,0.05,0.00,0.50,0.00,0.00,0.25,0.98,0.71,45.81,51.00,0.00,0.00
91,0.03,0.00,0.16,0.04,0.01,0.00,0.00,0.12,0.33,0.00,0.15,0.00,0.00,61.76,0.34,0.01,6.17,30.87,0.00,0.00
92,0.41,0.01,0.10,0.01,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.00,0.00,0.13,0.08,0.80,9.73,88.68,0.00,0.01
93,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.37,80.56,18.57,0.00
94,0.05,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.04,0.00,0.00,0.01,0.01,0.00,0.02,99.51,0.33,0.00
95,2.67,0.01,0.60,0.11,0.03,0.01,0.02,0.22,0.25,0.01,0.41,0.00,0.01,9.73,0.21,0.26,15.80,69.65,0.00,0.00
96,1.34,0.03,0.17,0.03,0.01,0.00,0.00,0.06,0.05,0.00,0.24,0.00,0.00,0.09,0.42,0.26,0.35,96.89,0.06,0.00
97,1.34,0.05,0.13,0.03,0.01,0.00,0.01,0.06,0.09,0.00,0.30,0.00,0.00,0.07,0.26,0.22,0.81,96.50,0.09,0.01
98,3.23,0.12,0.65,0.24,0.10,0.01,0.00,0.39,0.61,0.00,0.77,0.05,0.00,31.04,0.14,0.61,3.33,58.64,0.03,0.04
99,0.01,0.01,0.00,0.02,0.01,0.00,0.00,0.07,0.10,0.00,0.05,0.00,0.00,3.73,0.70,0.40,3.55,91.34,0.00,0.00
100,0.40,0.07,0.24,0.05,0.02,0.01,0.03,0.08,0.07,0.02,0.35,0.01,0.08,0.05,0.13,0.05,0.15,97.99,0.19,0.00
101,0.32,0.01,0.04,0.01,0.00,0.00,0.00,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.01,0.05,0.07,96.49,2.95,0.00
102,0.68,0.02,0.18,0.02,0.00,0.00,0.00,0.02,0.06,0.00,0.09,0.00,0.01,0.04,0.10,0.02,0.02,93.19,5.53,0.02
103,3.10,0.05,0.31,0.06,0.01,0.01,0.01,0.09,0.14,0.00,0.16,0.00,0.02,1.43,1.18,1.26,5.42,86.75,0.00,0.00
104,1.88,0.03,1.24,2.57,0.92,0.71,3.50,6.03,1.63,2.22,4.15,0.18,0.01,10.54,1.74,2.05,6.35,54.22,0.02,0.00
105,5.00,0.20,0.46,0.11,0.10,0.03,0.04,0.25,0.50,0.00,1.09,0.01,0.00,1.02,3.01,0.36,0.28,87.41,0.14,0.00
106,14.06,0.23,0.47,0.17,0.05,0.01,0.04,0.21,0.28,0.00,0.96,0.01,0.01,0.80,1.55,1.43,1.62,77.65,0.42,0.00
107,4.18,0.03,0.22,0.04,0.02,0.04,0.02,0.26,0.25,0.07,0.77,0.08,0.00,6.25,0.26,0.30,2.12,85.03,0.07,0.00
108,0.98,0.06,0.00,0.00,0.00,0.03,0.00,0.03,0.11,0.00,0.22,0.00,0.04,0.06,0.11,0.40,0.89,97.06,0.00,0.00
109,0.04,0.01,0.12,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.02,0.05,1.33,98.20,0.20,0.02
110,0.57,0.01,0.06,0.01,0.00,0.00,0.00,0.01,0.02,0.00,0.02,0.00,0.00,0.01,0.03,0.06,0.10,94.62,4.47,0.01
111,0.09,0.04,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.09,0.06,0.02,2.03,89.06,8.54,0.00
112,0.06,0.01,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,53.86,0.00
113,0.22,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,51.26,48.18,0.00
114,0.05,0.15,0.04,0.06,0.00,0.07,0.03,0.10,0.04,0.01,0.46,0.00,0.00,0.04,0.13,0.02,12.50,86.10,0.21,0.00
115,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.01,0.00,0.00,25.84,73.69,0.00
116,0.53,0.10,0.06,0.02,0.00,0.01,0.00,0.05,0.05,0.00,0.13,0.01,0.00,0.63,0.74,0.49,36.00,61.12,0.07,0.00
117,9.09,1.53,0.32,0.16,0.03,0.08,0.00,0.26,0.25,0.00,0.93,0.01,0.00,3.73,7.13,3.15,8.10,56.35,8.89,0.00
118,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,52.03,43.69,0.00
119,0.03,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.21,0.05,0.00,0.48,68.71,30.48,0.00
120,0.24,0.01,0.04,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.02,0.12,0.06,1.69,50.04,47.73,0.00
121,0.19,0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.01,0.01,0.03,0.01,2.44,71.35,25.86,0.00
122,0.18,0.33,0.42,0.16,0.09,0.08,0.08,0.38,0.11,0.17,0.44,0.02,0.05,1.04,0.75,4.90,25.60,64.39,0.82,0.00
123,0.42,0.35,0.52,0.12,0.11,0.03,0.08,0.15,0.25,0.00,0.15,0.02,0.11,5.53,11.11,2.26,40.36,38.24,0.20,0.00
124,0.07,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.02,0.17,0.88,0.37,44.20,53.75,0.28,0.00
125,0.12,0.09,0.22,0.01,0.00,0.00,0.00,0.01,0.06,0.00,0.09,0.00,0.00,0.18,5.43,4.40,63.62,25.76,0.00,0.00
126,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.01,17.11,81.38,1.47,0.00
127,0.10,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,8.36,91.47,0.00,0.00
128,8.06,4.19,0.00,0.00,0.00,0.01,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.16,0.24,32.20,40.40,14.70,0.00
129,0.14,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.56,0.14,5.84,88.82,4.44,0.00
130,0.06,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.29,0.21,21.75,77.32,0.31,0.00
131,0.13,0.02,0.20,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.03,0.02,0.11,0.04,7.62,90.75,1.07,0.00
132,0.02,0.02,0.26,0.01,0.00,0.00,0.00,0.01,0.04,0.00,0.54,0.00,0.00,0.06,0.15,0.11,13.42,85.29,0.06,0.00
133,0.37,0.68,1.00,0.15,0.10,0.03,0.08,0.13,0.28,0.00,0.16,0.07,0.49,5.50,11.06,3.30,41.27,35.33,0.01,0.00
134,0.01,0.03,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.29,0.02,7.15,92.39,0.00,0.00
135,0.96,0.02,0.10,0.02,0.00,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.01,0.05,0.13,0.01,2.67,89.37,6.62,0.00
136,0.05,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,22.97,76.20,0.00
137,0.06,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,4.50,66.32,29.01,0.00
138,0.12,0.01,0.33,0.04,0.02,0.03,0.00,0.12,0.09,0.08,0.43,0.00,0.03,0.01,0.32,1.00,3.83,90.53,3.02,0.00
139,0.10,0.01,0.34,0.04,0.03,0.00,0.03,0.10,0.04,0.01,0.38,0.00,0.25,0.00,0.12,0.60,1.59,95.74,0.63,0.00
140,0.43,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.00,4.49,93.62,1.39,0.00
141,0.01,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,17.33,80.50,2.09,0.00
142,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,4.58,95.35,0.00,0.00
143,0.18,0.30,0.07,0.00,0.00,0.01,0.00,0.00,0.03,0.00,0.01,0.00,0.00,0.00,0.09,0.06,5.53,77.51,16.20,0.00
144,0.75,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.59,31.77,64.88,0.00
145,0.16,0.37,0.09,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.01,0.07,0.02,3.97,48.02,47.26,0.00
146,6.29,0.47,0.18,0.01,0.00,0.00,0.00,0.02,0.03,0.00,0.04,0.01,0.00,0.09,0.03,0.03,0.38,31.32,61.08,0.00
147,1.53,0.06,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.01,0.00,2.43,62.52,33.28,0.00
148,0.36,0.01,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.95,49.32,49.25,0.00
149,0.11,0.02,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.06,0.00,0.03,0.02,12.20,85.11,2.16,0.00
150,5.45,4.88,0.34,0.09,0.01,0.13,0.02,0.29,0.32,0.01,0.65,0.00,0.00,2.56,5.69,1.74,13.80,38.32,25.69,0.00
151,0.97,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.24,0.16,0.18,9.82,88.31,0.14,0.00
152,1.11,1.52,0.55,0.01,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,4.00,13.32,10.32,31.21,37.86,0.00,0.00
153,0.02,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.07,0.00,0.01,0.01,0.12,0.03,7.58,91.51,0.52,0.00
154,0.05,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.16,0.01,0.13,0.02,14.26,85.28,0.00,0.00
155,0.61,2.00,1.31,1.13,0.26,0.19,0.64,1.63,1.39,0.63,2.30,0.03,0.01,5.32,17.34,6.72,17.77,40.68,0.02,0.00
156,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.17,2.09,0.08,15.61,81.80,0.18,0.00
157,1.73,0.73,0.34,0.01,0.00,0.00,0.00,0.01,0.19,0.00,0.10,0.00,0.00,6.80,12.49,0.75,54.74,22.09,0.00,0.00
158,0.08,0.00,0.07,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.03,0.01,0.08,11.36,81.45,6.88,0.00
159,2.60,0.13,0.71,0.41,0.16,0.08,0.13,0.63,0.76,0.00,0.73,0.02,0.03,9.13,11.76,1.57,51.92,19.23,0.00,0.00
160,0.26,0.07,0.08,0.01,0.00,0.00,0.00,0.03,0.03,0.01,0.21,0.00,0.00,0.21,0.37,0.24,1.59,85.95,10.95,0.00
161,0.13,0.01,0.04,0.00,0.03,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.03,0.29,0.20,47.72,51.52,0.00,0.00
162,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,3.68,96.11,0.00,0.00
163,0.64,0.36,0.18,0.02,0.02,0.01,0.02,0.04,0.04,0.00,0.06,0.01,0.05,0.17,1.45,0.19,13.80,82.91,0.03,0.00
164,0.47,0.19,0.18,0.02,0.01,0.02,0.01,0.06,0.07,0.00,0.07,0.02,0.00,1.32,3.03,0.29,44.76,49.26,0.23,0.00
