uniqid_county,NLCD11_11_county,NLCD11_12_county,NLCD11_21_county,NLCD11_22_county,NLCD11_23_county,NLCD11_24_county,NLCD11_31_county,NLCD11_41_county,NLCD11_42_county,NLCD11_43_county,NLCD11_52_county,NLCD11_71_county,NLCD11_81_county,NLCD11_82_county,NLCD11_90_county,NLCD11_95_county,NLCD11_9999_county
22,1.29,0.00,3.88,2.92,2.80,0.38,6.73,0.01,1.86,0.31,67.82,6.91,1.98,2.71,0.24,0.15,0.00
23,0.44,0.00,5.76,3.68,3.61,0.35,1.37,0.00,13.46,7.52,45.14,10.54,0.84,6.46,0.50,0.33,0.00
24,0.43,0.00,8.24,7.76,13.14,4.84,4.59,0.00,4.64,2.40,41.39,9.44,1.88,0.93,0.21,0.11,0.00
25,0.05,0.00,0.40,0.10,0.01,0.00,0.17,1.99,16.12,0.40,18.42,60.65,0.27,0.73,0.42,0.27,0.00
26,0.24,0.01,1.11,0.52,0.07,0.00,0.63,6.66,20.22,1.19,29.49,21.90,11.44,0.01,3.72,2.80,0.00
27,0.53,0.00,0.88,0.59,0.10,0.01,1.49,18.84,35.64,3.02,21.95,6.76,8.49,0.46,1.22,0.01,0.00
28,0.97,0.00,1.36,0.14,0.01,0.00,0.23,0.00,0.01,0.00,11.75,75.52,0.13,8.20,0.51,1.17,0.00
29,0.27,0.02,0.87,0.32,0.01,0.00,1.93,5.16,23.25,1.72,43.55,15.18,3.82,1.98,1.33,0.58,0.00
30,0.17,0.00,2.34,0.36,0.06,0.01,0.12,0.03,0.02,0.00,10.24,48.15,2.52,34.80,0.52,0.65,0.00
31,0.41,0.00,1.04,0.37,0.05,0.00,0.81,10.52,29.05,0.71,42.33,4.79,5.03,4.25,0.61,0.01,0.00
32,0.19,0.00,0.29,0.09,0.02,0.00,3.95,9.71,49.81,2.61,2.01,26.79,0.13,0.01,3.62,0.78,0.00
33,0.57,0.01,1.17,1.40,0.41,0.05,2.36,0.57,4.99,0.21,55.25,5.06,21.28,0.06,3.74,2.87,0.00
34,0.12,0.00,1.32,1.03,0.25,0.02,0.75,6.25,27.39,1.84,16.46,22.03,16.95,0.05,3.52,2.01,0.00
35,0.01,0.00,2.84,0.11,0.01,0.00,0.05,0.05,0.31,0.00,10.91,47.51,3.92,33.89,0.06,0.32,0.00
36,0.35,0.00,0.55,0.19,0.03,0.01,1.05,13.70,41.91,5.70,23.88,8.39,1.93,0.04,2.11,0.17,0.00
37,0.13,0.00,0.47,0.18,0.05,0.01,0.94,5.25,21.93,1.69,18.96,48.83,0.63,0.04,0.52,0.37,0.00
38,0.75,0.00,4.05,0.47,0.07,0.02,0.00,0.11,0.00,0.00,0.01,24.50,0.00,69.33,0.67,0.02,0.00
39,0.31,0.00,4.20,0.80,0.18,0.07,0.05,0.14,0.00,0.00,2.41,35.68,2.30,53.31,0.47,0.07,0.00
40,0.78,0.00,3.57,0.62,0.24,0.10,0.03,0.20,0.00,0.00,0.00,24.64,2.50,66.66,0.61,0.05,0.00
41,0.31,0.00,3.27,0.55,0.18,0.06,0.09,0.19,0.00,0.00,0.00,23.39,4.65,67.16,0.08,0.08,0.00
42,0.01,0.00,3.72,0.13,0.03,0.01,0.04,0.10,0.01,0.00,2.95,13.32,11.95,67.65,0.08,0.01,0.00
43,1.94,0.00,4.64,1.58,0.37,0.17,0.03,2.40,0.00,0.00,0.02,36.73,0.33,51.01,0.68,0.10,0.00
44,0.39,0.00,2.61,0.17,0.03,0.01,0.02,0.22,0.00,0.00,0.00,74.28,0.00,21.82,0.41,0.03,0.00
45,0.57,0.00,3.80,0.49,0.05,0.02,0.03,1.61,0.00,0.01,0.01,36.80,0.12,56.25,0.24,0.01,0.00
46,0.14,0.00,2.75,0.16,0.02,0.01,0.10,0.05,0.00,0.00,11.83,23.45,7.06,53.57,0.64,0.24,0.00
47,0.56,0.00,3.12,0.13,0.02,0.00,0.01,0.06,0.00,0.00,0.02,44.04,0.93,50.14,0.95,0.01,0.00
48,0.27,0.00,3.18,0.27,0.07,0.02,0.01,0.05,0.00,0.00,0.02,58.03,0.03,37.85,0.19,0.00,0.00
49,0.35,0.00,4.16,0.31,0.05,0.01,0.05,0.10,0.00,0.00,0.01,8.36,2.24,84.36,0.00,0.00,0.00
50,0.02,0.00,4.14,0.18,0.02,0.00,0.18,0.04,0.00,0.00,11.68,28.70,4.90,49.57,0.24,0.33,0.00
51,0.09,0.00,4.04,0.34,0.11,0.03,0.09,0.05,0.00,0.00,0.78,15.89,6.22,72.32,0.04,0.00,0.00
52,1.11,0.00,3.77,0.37,0.06,0.02,0.01,0.06,0.00,0.00,0.02,31.76,0.01,62.19,0.61,0.01,0.00
53,1.23,0.00,3.44,0.33,0.05,0.01,0.01,2.15,0.01,0.00,0.02,68.38,0.01,24.05,0.29,0.01,0.00
54,0.44,0.00,2.74,0.17,0.03,0.01,0.03,0.13,0.00,0.00,0.00,11.77,5.01,79.56,0.02,0.09,0.00
55,0.57,0.00,3.02,0.11,0.02,0.00,0.01,0.06,0.00,0.00,0.30,71.50,1.83,22.26,0.27,0.05,0.00
56,1.08,0.00,3.79,0.56,0.06,0.02,0.02,2.33,0.00,0.00,0.01,47.73,0.16,43.82,0.41,0.02,0.00
57,0.71,0.00,4.54,2.01,0.56,0.23,0.01,2.54,0.00,0.00,0.00,22.71,0.68,65.25,0.72,0.02,0.00
58,0.03,0.00,4.53,0.30,0.03,0.01,0.07,0.01,0.00,0.00,4.49,22.74,0.72,67.05,0.01,0.02,0.00
59,0.31,0.00,2.93,0.12,0.02,0.00,0.06,0.09,0.00,0.00,4.28,22.67,9.01,59.83,0.40,0.27,0.00
60,1.38,0.00,4.03,0.52,0.05,0.01,0.02,0.38,0.00,0.00,0.04,32.25,0.02,59.31,1.48,0.49,0.00
61,2.01,0.00,5.85,9.48,3.60,1.68,0.06,2.57,0.00,0.08,0.01,23.60,0.81,49.44,0.80,0.02,0.00
62,0.48,0.00,2.96,0.17,0.02,0.01,0.03,0.27,0.00,0.00,0.02,45.28,4.22,46.13,0.34,0.07,0.00
63,1.08,0.00,4.04,1.04,0.15,0.04,0.03,2.00,0.00,0.01,0.00,20.60,0.88,68.53,1.55,0.04,0.00
64,0.37,0.00,3.62,0.57,0.14,0.05,0.02,0.31,0.00,0.00,0.01,32.49,0.00,61.83,0.56,0.03,0.00
65,1.62,0.00,0.87,1.41,1.92,0.76,3.28,0.01,5.07,0.08,83.87,0.60,0.05,0.07,0.23,0.15,0.00
66,0.11,0.00,0.35,0.01,0.00,0.00,0.12,0.06,2.90,0.00,24.15,72.10,0.00,0.15,0.02,0.02,0.00
67,0.45,0.00,0.24,0.22,0.04,0.01,2.10,0.19,14.62,0.00,75.25,6.14,0.05,0.21,0.29,0.19,0.00
68,0.07,0.00,1.44,0.35,0.15,0.05,0.42,0.00,0.00,0.00,52.53,42.33,0.00,2.63,0.00,0.04,0.00
69,0.05,0.00,0.51,0.10,0.02,0.00,0.05,0.01,0.61,0.00,16.55,81.72,0.00,0.07,0.07,0.23,0.00
70,0.12,0.00,1.49,0.09,0.02,0.01,0.46,0.19,9.81,0.01,19.07,67.16,0.00,1.13,0.00,0.44,0.00
71,0.03,0.00,0.52,0.21,0.08,0.01,0.72,0.21,29.56,0.00,64.47,3.93,0.04,0.07,0.09,0.05,0.00
72,0.01,0.00,0.50,0.16,0.04,0.01,5.75,0.04,17.21,0.00,66.66,9.26,0.04,0.21,0.10,0.01,0.00
73,0.38,0.00,0.89,0.39,0.20,0.04,1.19,0.07,7.31,0.00,64.45,21.75,1.23,1.37,0.61,0.12,0.00
74,0.17,0.00,2.30,0.18,0.04,0.01,0.10,0.00,0.00,0.00,15.55,63.40,0.00,18.19,0.01,0.06,0.00
75,0.06,0.00,4.06,0.67,0.23,0.14,0.08,0.00,0.00,0.00,0.57,59.65,0.00,34.47,0.02,0.07,0.00
76,0.08,0.00,0.62,0.29,0.04,0.01,0.68,3.08,43.38,0.92,37.60,11.86,0.79,0.12,0.44,0.10,0.00
77,0.01,0.00,0.32,0.08,0.03,0.01,2.22,0.00,1.45,0.04,83.89,11.10,0.09,0.64,0.08,0.04,0.01
78,0.42,0.00,1.16,0.29,0.09,0.02,0.56,0.01,2.38,0.00,89.28,3.18,0.00,1.69,0.47,0.44,0.00
79,0.14,0.00,0.45,0.05,0.01,0.00,0.14,0.00,0.01,0.00,27.70,70.57,0.00,0.66,0.05,0.21,0.00
80,0.12,0.00,0.32,0.14,0.04,0.00,1.95,0.10,33.56,0.01,49.42,14.26,0.00,0.02,0.03,0.02,0.00
81,0.42,0.00,1.68,0.14,0.05,0.01,0.29,0.02,0.37,0.00,38.25,52.54,0.00,6.00,0.04,0.20,0.00
82,0.27,0.00,0.58,0.09,0.02,0.00,0.09,1.56,31.04,0.08,13.02,51.59,0.10,0.60,0.38,0.58,0.00
83,0.06,0.00,3.01,2.44,0.79,0.17,0.09,0.93,46.08,0.11,36.55,9.56,0.04,0.00,0.15,0.02,0.00
84,0.16,0.00,3.70,6.05,3.76,0.84,0.33,0.24,19.57,0.07,38.64,23.81,1.87,0.11,0.75,0.09,0.00
85,0.11,0.00,1.15,0.89,0.38,0.08,3.67,0.00,0.60,0.00,84.24,5.12,0.06,3.65,0.04,0.01,0.00
86,0.07,0.00,0.80,0.23,0.08,0.02,0.12,0.00,0.28,0.00,71.78,24.87,0.01,1.49,0.09,0.16,0.00
87,0.21,0.00,1.63,0.90,0.20,0.05,0.98,0.00,1.33,0.00,69.43,19.77,1.25,3.27,0.96,0.01,0.00
88,0.55,0.00,0.54,0.14,0.02,0.00,0.19,3.13,36.65,0.81,42.82,13.30,0.39,0.37,0.90,0.19,0.00
89,0.27,0.00,0.38,0.08,0.03,0.00,0.03,0.42,24.94,0.08,28.98,44.10,0.12,0.06,0.21,0.29,0.00
90,0.04,0.00,0.20,0.08,0.01,0.00,0.16,0.07,48.69,0.00,34.28,16.42,0.00,0.00,0.02,0.03,0.00
91,0.14,0.00,1.32,0.47,0.14,0.02,0.35,1.13,22.65,0.24,51.19,20.90,0.32,0.37,0.67,0.12,0.00
92,0.05,0.00,2.11,0.62,0.24,0.04,0.07,0.46,24.07,0.30,28.95,41.97,0.02,1.03,0.06,0.01,0.00
93,0.09,0.00,0.47,0.12,0.01,0.00,2.09,0.02,11.76,0.00,59.66,24.29,0.09,0.49,0.85,0.05,0.00
94,0.00,0.00,0.53,0.05,0.01,0.00,1.57,0.07,13.39,0.00,34.18,50.00,0.03,0.07,0.07,0.02,0.00
95,0.10,0.00,0.36,0.14,0.07,0.01,0.84,0.13,24.01,0.00,47.67,26.60,0.00,0.00,0.01,0.04,0.00
96,0.01,0.00,1.57,0.23,0.06,0.01,0.37,0.00,0.32,0.00,85.75,9.97,0.05,1.62,0.01,0.03,0.01
97,0.33,0.00,0.39,0.06,0.01,0.00,0.15,0.80,30.64,0.07,9.64,56.49,0.47,0.16,0.16,0.63,0.00
98,0.08,0.00,0.57,0.05,0.01,0.00,0.04,0.06,6.04,0.00,10.66,79.37,0.00,2.80,0.09,0.22,0.00
99,2.01,0.00,5.90,1.89,0.75,0.31,0.31,20.26,2.08,0.00,0.00,53.36,4.66,8.46,0.01,0.00,0.00
100,1.17,0.00,4.94,0.49,0.20,0.08,0.06,5.45,4.42,0.03,0.23,42.91,0.23,39.70,0.00,0.09,0.00
101,13.70,0.00,3.81,0.98,0.24,0.11,0.12,26.89,0.76,0.00,0.06,38.30,10.34,4.30,0.25,0.14,0.00
102,0.39,0.00,3.98,0.27,0.04,0.01,0.37,0.01,0.00,2.76,53.44,8.74,0.00,29.20,0.68,0.11,0.00
103,2.01,0.00,3.87,1.17,0.30,0.09,0.47,21.46,5.10,0.00,0.00,49.94,11.49,4.02,0.03,0.06,0.00
104,2.01,0.00,2.61,0.31,0.08,0.01,0.65,8.27,0.01,0.00,0.46,61.87,3.48,20.18,0.03,0.03,0.00
105,1.12,0.00,4.22,0.53,0.11,0.04,0.70,0.95,0.00,0.01,4.19,27.98,0.04,60.05,0.00,0.05,0.00
106,1.24,0.00,3.45,0.28,0.06,0.01,0.08,0.04,0.55,0.00,0.52,71.77,0.09,21.62,0.25,0.04,0.00
107,0.62,0.00,4.16,0.57,0.05,0.01,0.02,0.58,0.00,0.00,0.26,26.54,0.69,63.77,1.99,0.74,0.00
108,0.58,0.00,4.22,0.30,0.07,0.02,0.13,0.99,8.92,1.28,3.79,56.47,0.00,23.17,0.00,0.06,0.00
109,1.90,0.00,14.10,11.36,9.96,5.32,0.10,19.15,0.19,0.00,0.00,28.52,2.58,6.81,0.01,0.00,0.00
110,0.06,0.00,4.66,0.42,0.08,0.02,0.08,0.00,0.00,0.00,4.49,54.74,0.00,35.34,0.05,0.06,0.00
111,0.31,0.00,3.01,0.10,0.03,0.00,0.28,0.01,0.19,0.72,24.71,63.00,0.00,7.57,0.07,0.00,0.00
112,1.30,0.00,4.63,0.35,0.09,0.03,0.09,0.52,0.04,2.13,24.40,17.52,0.11,48.39,0.19,0.21,0.00
113,0.18,0.00,3.83,0.63,0.25,0.09,0.51,0.00,0.08,2.70,37.56,37.13,0.00,16.62,0.41,0.01,0.00
114,1.79,0.00,4.70,0.89,0.25,0.09,0.09,6.92,0.19,0.00,0.13,50.98,1.09,32.36,0.31,0.20,0.00
115,0.08,0.00,4.12,0.20,0.03,0.01,0.59,0.01,0.01,1.20,51.02,11.18,0.00,31.23,0.30,0.01,0.00
116,0.67,0.00,4.40,0.97,0.18,0.04,0.26,2.29,5.09,0.82,0.14,47.51,0.08,37.49,0.03,0.02,0.00
117,2.67,0.00,3.90,0.59,0.08,0.02,2.32,1.07,0.02,0.00,0.26,29.47,0.22,58.20,0.79,0.41,0.00
118,3.15,0.00,3.18,0.59,0.17,0.06,0.88,29.40,0.60,0.00,0.01,39.51,14.02,8.00,0.13,0.30,0.00
119,0.41,0.00,4.00,0.17,0.01,0.00,0.12,0.04,0.00,0.00,6.09,68.62,0.10,20.03,0.40,0.01,0.00
120,1.96,0.00,3.98,0.82,0.40,0.15,0.02,17.70,0.01,0.00,0.02,58.94,1.81,14.08,0.00,0.10,0.00
121,3.47,0.00,4.45,1.70,0.44,0.17,0.09,2.49,0.00,0.01,0.11,28.02,6.53,47.42,4.20,0.90,0.00
122,0.43,0.00,4.85,0.88,0.24,0.14,0.47,0.15,0.04,1.65,31.95,5.31,0.00,53.52,0.37,0.00,0.00
123,0.02,0.00,2.53,0.21,0.02,0.00,0.02,0.01,0.07,0.00,8.08,67.46,0.00,21.12,0.10,0.36,0.00
124,0.14,0.00,3.89,0.41,0.07,0.01,0.39,0.01,0.34,0.18,19.06,64.49,0.01,10.83,0.16,0.00,0.00
125,1.41,0.00,4.76,1.03,0.40,0.14,0.39,15.88,0.06,0.00,0.00,49.68,9.14,17.03,0.04,0.03,0.00
126,0.96,0.00,4.31,0.97,0.37,0.13,0.04,10.32,0.17,0.00,0.05,56.73,0.45,25.48,0.00,0.02,0.00
127,1.48,0.00,3.63,0.89,0.18,0.05,0.26,2.14,6.58,0.35,0.00,38.61,0.07,45.76,0.00,0.01,0.00
128,0.66,0.00,3.86,0.89,0.29,0.10,0.11,0.01,5.78,0.04,3.49,65.03,0.05,19.48,0.08,0.13,0.00
129,1.05,0.00,5.22,0.53,0.17,0.06,0.11,2.77,0.27,0.00,0.00,32.13,0.07,57.54,0.01,0.09,0.00
130,1.41,0.00,4.48,1.89,1.18,0.44,0.11,6.18,0.44,0.29,1.85,64.88,0.12,16.62,0.00,0.11,0.00
131,0.80,0.00,4.39,0.41,0.15,0.03,0.75,3.71,0.01,0.00,0.43,43.43,0.05,45.75,0.00,0.09,0.00
132,1.27,0.00,4.36,0.74,0.36,0.16,0.01,0.62,1.44,0.51,6.79,45.38,0.01,38.32,0.03,0.00,0.00
133,0.46,0.00,4.90,1.36,0.62,0.27,0.01,1.99,0.25,0.00,0.00,29.26,0.26,60.61,0.00,0.00,0.00
134,0.41,0.00,4.68,0.35,0.11,0.05,0.01,0.44,0.19,1.24,11.68,23.01,0.00,57.76,0.05,0.00,0.00
135,1.45,0.00,5.61,0.76,0.26,0.09,0.10,18.12,2.30,0.00,0.00,49.05,1.11,21.03,0.00,0.12,0.00
136,1.39,0.00,5.24,0.97,0.25,0.10,0.07,18.18,0.04,0.00,0.00,50.67,10.29,12.75,0.02,0.02,0.00
137,1.08,0.00,5.17,0.57,0.21,0.07,0.03,30.07,0.49,0.00,0.00,49.76,8.51,4.00,0.00,0.03,0.00
138,2.69,0.00,7.37,5.32,3.51,0.95,0.52,32.33,0.24,0.00,0.01,33.59,7.49,5.90,0.05,0.03,0.00
139,1.38,0.00,5.13,2.34,1.29,0.35,0.15,4.36,2.90,0.00,0.00,35.11,0.36,46.61,0.00,0.00,0.00
140,1.38,0.00,3.12,0.41,0.13,0.03,0.40,0.93,0.11,0.00,0.06,63.47,0.26,28.43,0.74,0.55,0.00
141,1.62,0.00,3.96,1.71,0.57,0.23,0.16,26.58,0.19,0.00,0.01,47.61,12.34,4.98,0.03,0.01,0.00
142,1.61,0.00,5.40,1.58,0.48,0.17,0.26,34.16,0.05,0.00,0.02,40.78,9.84,5.62,0.02,0.00,0.00
143,0.42,0.00,4.10,1.36,0.26,0.09,0.58,0.65,0.14,0.01,41.95,22.13,0.00,28.00,0.24,0.09,0.00
144,0.13,0.00,2.17,0.13,0.01,0.00,0.05,0.13,1.43,0.39,71.09,4.15,0.00,20.17,0.14,0.01,0.00
145,0.62,0.00,4.22,0.24,0.04,0.01,0.03,0.16,0.93,0.00,6.31,28.26,0.00,56.16,0.00,3.00,0.00
146,0.01,0.00,0.30,0.08,0.01,0.00,1.42,0.02,1.56,0.00,89.68,6.72,0.00,0.08,0.08,0.04,0.01
147,0.28,0.00,3.87,1.92,0.57,0.09,0.58,0.13,0.08,0.08,49.59,16.40,16.17,8.60,1.44,0.20,0.02
148,0.07,0.00,1.35,0.70,0.12,0.01,0.36,1.72,3.53,0.01,75.73,15.23,0.10,0.16,0.75,0.13,0.01
149,0.04,0.00,2.92,0.11,0.02,0.01,0.67,0.06,0.00,0.68,50.01,26.39,0.00,18.94,0.17,0.00,0.00
150,0.62,0.00,5.27,1.30,0.78,0.35,0.05,1.19,0.49,0.01,73.96,3.84,0.48,11.53,0.14,0.00,0.00
151,0.91,0.00,5.37,0.27,0.08,0.02,0.01,1.79,2.18,0.00,63.50,17.68,0.31,7.55,0.19,0.15,0.00
152,0.01,0.00,2.37,1.06,0.21,0.01,0.29,0.35,0.99,0.06,63.14,7.32,15.70,5.12,3.29,0.07,0.00
153,0.21,0.00,6.82,0.48,0.07,0.02,0.05,0.10,0.00,0.01,0.60,35.82,0.00,55.39,0.01,0.42,0.00
154,0.50,0.00,5.55,0.68,0.19,0.04,0.12,5.39,18.68,0.21,39.74,15.29,2.44,10.32,0.81,0.03,0.00
155,0.08,0.00,1.52,0.43,0.17,0.02,0.78,0.31,0.01,0.24,29.65,58.79,0.00,7.69,0.31,0.00,0.00
156,0.04,0.00,3.04,0.19,0.04,0.02,0.07,0.00,0.00,0.00,1.86,60.19,0.00,34.44,0.08,0.03,0.00
157,0.16,0.00,5.59,0.37,0.10,0.03,0.01,2.94,5.82,0.00,58.41,20.12,1.89,4.25,0.29,0.01,0.00
158,0.17,0.00,3.49,0.99,0.50,0.24,0.25,9.76,13.62,0.00,17.48,46.06,1.25,4.47,1.72,0.00,0.00
159,0.41,0.00,4.92,0.35,0.06,0.02,0.21,0.03,0.00,0.00,22.50,17.01,0.00,54.23,0.00,0.25,0.00
160,0.15,0.00,3.17,0.44,0.22,0.08,0.12,6.64,28.04,0.00,45.66,14.66,0.36,0.42,0.03,0.00,0.00
161,0.82,0.00,5.86,0.42,0.17,0.07,0.42,16.04,2.49,3.63,14.23,8.27,27.48,15.91,3.93,0.26,0.00
162,0.43,0.00,6.17,1.80,1.14,0.48,0.28,11.14,28.95,0.03,28.39,16.98,1.16,2.60,0.45,0.00,0.00
163,0.70,0.00,3.14,1.33,0.27,0.05,2.99,0.07,0.67,0.09,15.57,13.20,5.82,48.27,2.40,5.43,0.00
164,0.86,0.00,7.68,2.59,1.14,0.46,0.67,9.11,4.11,0.01,0.12,53.07,9.93,8.45,1.80,0.01,0.00
165,0.00,0.00,2.50,0.51,0.12,0.02,0.07,0.07,0.00,0.00,89.02,1.31,0.00,4.96,0.72,0.71,0.00
166,0.17,0.00,2.35,1.91,0.96,0.30,1.65,0.01,0.24,0.02,67.69,15.91,6.60,0.13,1.71,0.33,0.02
167,0.14,0.00,3.32,0.22,0.06,0.01,0.02,2.36,0.93,0.01,35.37,53.50,0.19,3.82,0.05,0.00,0.00
168,0.24,0.00,4.06,0.75,0.14,0.06,0.61,0.08,0.37,0.19,29.27,45.83,0.00,18.31,0.06,0.02,0.00
169,0.22,0.00,2.35,0.49,0.05,0.00,4.96,2.46,6.19,0.08,26.04,46.93,2.75,0.23,3.03,4.22,0.00
170,2.97,0.00,6.40,1.16,0.38,0.19,0.36,14.60,23.54,0.00,0.00,44.64,3.22,0.57,1.95,0.00,0.00
171,0.29,0.00,0.84,0.22,0.02,0.00,0.11,0.01,0.00,0.00,51.55,39.74,0.00,7.04,0.01,0.16,0.00
172,0.28,0.00,7.69,2.28,1.18,0.67,0.08,4.32,8.19,0.02,54.73,9.70,0.24,10.57,0.04,0.00,0.00
173,0.05,0.00,1.00,0.08,0.01,0.00,0.08,0.05,6.91,0.06,77.05,12.38,0.00,2.31,0.02,0.00,0.00
174,0.14,0.00,1.84,0.11,0.00,0.00,0.58,0.16,0.12,0.02,49.22,38.72,0.00,8.99,0.05,0.06,0.00
175,2.08,0.00,4.99,0.30,0.09,0.04,0.01,7.01,9.50,0.02,19.43,53.79,0.21,2.32,0.21,0.00,0.00
176,0.10,0.00,3.94,0.34,0.08,0.04,0.04,0.01,0.00,0.01,2.51,48.34,0.00,44.23,0.03,0.34,0.00
177,0.03,0.00,0.97,0.14,0.01,0.00,0.33,0.02,0.00,0.00,33.66,60.77,0.00,3.43,0.60,0.05,0.00
178,1.71,0.00,0.72,0.32,0.13,0.04,0.20,0.89,0.46,0.00,94.27,0.73,0.02,0.04,0.41,0.01,0.04
179,1.17,0.00,7.14,0.76,0.30,0.17,0.08,3.56,7.14,0.01,49.79,20.85,3.23,5.27,0.39,0.15,0.00
180,0.92,0.00,5.86,2.29,0.75,0.29,0.28,12.07,2.91,0.00,4.32,58.57,7.83,2.61,1.29,0.01,0.00
181,3.22,0.00,1.66,2.54,0.55,0.03,1.35,0.01,0.01,0.00,45.42,32.56,8.33,0.39,3.11,0.79,0.04
182,0.33,0.00,2.94,2.01,0.36,0.05,1.41,1.80,0.23,0.42,37.56,5.08,39.87,6.03,1.65,0.27,0.00
183,3.36,0.00,5.73,0.63,0.27,0.10,0.05,7.26,25.22,0.00,7.96,44.83,1.26,2.81,0.53,0.01,0.00
184,0.01,0.00,3.01,0.22,0.04,0.01,0.12,0.08,0.00,0.00,65.05,13.25,0.00,17.32,0.18,0.71,0.00
185,0.45,0.00,3.91,0.22,0.02,0.01,0.22,0.11,0.11,0.00,22.44,20.72,0.00,50.68,0.02,1.08,0.00
186,0.57,0.00,3.28,0.59,0.13,0.02,0.29,3.60,0.59,0.16,30.50,3.29,27.16,18.36,5.43,6.02,0.00
187,2.28,0.00,3.64,0.62,0.24,0.11,0.16,10.84,25.58,0.00,31.70,24.24,0.08,0.22,0.30,0.00,0.00
188,0.01,0.00,2.91,0.85,0.11,0.01,0.03,0.31,0.05,0.00,88.10,7.58,0.00,0.02,0.00,0.02,0.00
189,1.53,0.00,5.34,3.68,4.99,2.10,2.08,0.87,0.03,0.00,6.33,3.44,4.37,60.37,2.07,2.80,0.00
190,0.60,0.00,5.33,0.34,0.11,0.03,0.17,17.80,2.24,0.00,10.59,59.92,0.37,1.94,0.54,0.02,0.00
191,0.52,0.00,5.72,0.40,0.08,0.02,0.01,0.02,0.01,0.00,0.33,45.64,0.00,46.66,0.00,0.59,0.00
192,0.03,0.00,1.16,0.24,0.05,0.01,0.60,0.00,0.08,0.00,92.10,4.18,0.00,1.27,0.15,0.13,0.00
193,0.01,0.00,5.23,0.12,0.02,0.01,0.07,0.00,0.00,0.00,39.99,12.63,0.00,41.86,0.00,0.06,0.00
194,0.19,0.00,6.02,0.38,0.07,0.03,0.08,0.01,0.00,0.02,0.73,20.14,0.00,72.00,0.06,0.28,0.00
