uniqid_eco4,NWALT12_11_eco4,NWALT12_12_eco4,NWALT12_21_eco4,NWALT12_22_eco4,NWALT12_23_eco4,NWALT12_24_eco4,NWALT12_25_eco4,NWALT12_26_eco4,NWALT12_27_eco4,NWALT12_31_eco4,NWALT12_32_eco4,NWALT12_33_eco4,NWALT12_41_eco4,NWALT12_43_eco4,NWALT12_44_eco4,NWALT12_45_eco4,NWALT12_46_eco4,NWALT12_50_eco4,NWALT12_60_eco4,NWALT12_9999_eco4
946,0.55,0.01,0.26,0.35,0.01,0.08,0.93,1.58,0.74,0.37,2.38,0.00,0.00,0.02,0.01,0.01,0.07,66.10,26.53,0.00
947,0.11,0.00,0.44,0.05,0.02,0.04,0.04,0.26,0.23,0.02,0.32,0.00,0.03,0.21,0.55,0.35,6.07,83.36,7.90,0.00
948,0.26,0.03,0.12,0.05,0.01,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.12,0.62,0.16,0.38,97.40,0.51,0.00
949,0.14,0.06,0.03,0.06,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.17,0.52,0.04,0.19,86.12,12.42,0.00
950,1.57,0.01,0.41,0.12,0.08,0.04,0.08,0.49,0.57,0.02,0.51,0.00,0.03,7.32,1.26,0.30,3.03,83.61,0.56,0.00
951,0.09,0.04,0.24,0.21,0.06,0.19,0.29,0.95,0.19,0.07,2.01,0.01,0.01,0.43,0.02,0.10,0.32,93.40,1.37,0.00
952,0.07,0.46,0.09,0.01,0.00,0.01,0.00,0.03,0.03,0.00,0.08,0.00,0.00,0.07,0.18,0.05,1.17,96.23,1.52,0.00
953,2.95,13.47,0.43,0.05,0.01,0.12,0.00,1.13,0.46,0.00,3.18,0.00,0.01,0.35,2.14,1.31,1.04,71.27,2.09,0.00
954,17.30,2.11,0.73,0.26,0.12,0.08,0.26,0.42,0.41,0.01,0.22,0.06,0.01,25.98,21.76,2.73,9.98,17.17,0.39,0.00
955,0.57,0.54,0.08,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.08,0.14,0.34,2.84,95.39,0.00,0.00
956,0.67,1.35,0.22,0.00,0.00,0.00,0.01,0.05,0.07,0.00,0.83,0.00,0.00,0.88,0.16,0.02,0.47,94.97,0.31,0.00
957,2.83,0.55,0.12,0.01,0.00,0.00,0.01,0.02,0.05,0.00,0.11,0.00,0.01,1.53,0.79,0.20,16.10,77.59,0.07,0.00
958,0.72,0.00,1.15,0.30,0.06,0.13,0.09,0.52,0.95,0.00,1.72,0.02,0.00,23.45,8.92,1.56,24.46,33.40,2.54,0.00
959,2.35,0.49,0.71,0.10,0.00,0.00,0.02,0.20,0.32,0.01,0.12,0.00,0.00,17.99,20.26,8.25,21.35,27.82,0.00,0.00
960,0.07,0.02,0.07,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.13,0.22,1.70,86.37,11.41,0.00
961,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,33.50,66.20,0.00
962,0.48,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.04,0.73,0.12,72.86,25.71,0.00,0.00
963,3.75,0.02,0.17,0.01,0.00,0.00,0.00,0.02,0.05,0.00,0.07,0.00,0.00,0.39,1.00,0.19,4.36,89.96,0.02,0.00
964,0.09,0.02,0.17,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.02,0.01,0.00,0.04,1.70,97.92,0.00,0.00
965,0.99,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.01,0.20,0.47,0.87,13.85,83.48,0.00,0.00
966,0.43,0.06,0.05,0.00,0.00,0.01,0.00,0.00,0.03,0.00,0.01,0.00,0.01,1.40,1.87,0.02,13.80,78.08,4.23,0.00
967,1.12,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.68,1.77,0.61,11.08,77.88,6.77,0.00
