uniqid_eco4,NLCD01_11_eco4,NLCD01_12_eco4,NLCD01_21_eco4,NLCD01_22_eco4,NLCD01_23_eco4,NLCD01_24_eco4,NLCD01_31_eco4,NLCD01_41_eco4,NLCD01_42_eco4,NLCD01_43_eco4,NLCD01_52_eco4,NLCD01_71_eco4,NLCD01_81_eco4,NLCD01_82_eco4,NLCD01_90_eco4,NLCD01_95_eco4,NLCD01_9999_eco4
782,1.67,0.00,5.62,1.81,0.35,0.18,0.07,25.25,0.72,0.01,0.02,0.81,6.79,56.04,0.45,0.22,0.00
783,1.22,0.00,5.27,1.12,0.35,0.16,0.09,31.41,2.17,0.01,0.06,2.00,9.10,44.37,1.56,1.13,0.00
784,13.02,0.00,3.15,2.69,1.12,0.51,0.13,3.56,0.11,0.02,0.01,2.16,2.20,56.48,11.46,3.38,0.00
785,12.07,0.00,4.64,5.78,2.72,1.67,0.67,7.82,0.02,0.04,0.03,0.09,3.87,49.49,9.61,1.49,0.00
786,1.34,0.00,4.81,4.55,1.63,0.58,0.23,38.17,0.59,0.52,0.28,1.01,23.11,21.82,1.22,0.15,0.00
787,1.28,0.00,4.16,0.34,0.01,0.00,0.05,84.10,0.15,0.20,0.00,0.01,6.62,2.45,0.52,0.12,0.00
788,0.92,0.00,2.81,0.20,0.08,0.02,0.02,65.10,3.52,0.42,0.34,5.44,14.12,6.19,0.59,0.23,0.00
789,0.53,0.00,2.98,2.88,0.63,0.11,0.02,21.60,0.01,0.00,0.00,0.10,10.79,59.87,0.49,0.01,0.00
790,1.73,0.00,5.77,2.72,0.51,0.13,0.01,20.74,0.05,0.00,0.00,1.07,17.16,48.78,1.22,0.12,0.00
791,0.49,0.00,5.41,1.62,0.17,0.05,0.01,34.19,1.01,0.00,0.00,0.16,35.77,20.48,0.59,0.05,0.00
792,0.71,0.00,3.78,4.08,0.71,0.09,0.21,45.69,0.04,0.14,0.00,0.47,25.72,18.18,0.14,0.04,0.00
793,0.44,0.00,6.68,2.36,0.37,0.09,0.03,23.12,0.01,0.00,0.00,1.15,8.58,56.91,0.27,0.00,0.00
794,8.24,0.00,4.42,0.61,0.19,0.09,0.34,0.91,0.05,0.34,0.08,0.09,0.32,62.91,20.91,0.48,0.00
795,1.89,0.00,4.31,0.51,0.14,0.04,0.02,0.70,0.17,0.31,0.03,0.01,0.50,80.08,11.16,0.12,0.00
796,1.05,0.00,4.68,1.15,0.34,0.11,0.02,0.59,0.05,0.05,0.00,0.04,0.75,85.93,5.13,0.11,0.00
797,4.52,0.00,3.77,0.59,0.19,0.07,0.02,0.52,0.04,0.69,0.06,0.01,0.23,67.96,21.05,0.28,0.00
798,3.71,0.00,5.10,1.01,0.25,0.12,0.03,6.89,2.62,3.90,0.03,0.13,6.53,55.87,13.56,0.25,0.00
799,4.32,0.00,2.92,0.26,0.07,0.02,0.18,1.19,0.59,0.59,0.00,0.02,0.93,49.83,38.85,0.22,0.00
800,1.41,0.00,4.41,0.64,0.15,0.04,0.02,1.07,0.33,0.44,0.00,0.03,0.95,78.63,11.50,0.36,0.00
801,6.97,0.00,4.16,0.87,0.36,0.26,0.20,1.64,0.96,2.47,1.12,0.00,1.27,57.21,21.96,0.55,0.00
802,3.73,0.00,4.46,1.01,0.34,0.14,0.01,0.73,0.44,1.58,0.75,0.00,0.37,69.02,16.58,0.85,0.00
803,2.24,0.00,4.76,0.51,0.11,0.03,0.02,0.77,1.87,3.67,0.36,0.00,0.35,72.05,12.93,0.32,0.00
804,7.51,0.00,3.58,7.31,1.49,1.03,0.58,0.91,0.07,0.63,0.64,0.74,7.02,35.67,29.40,3.43,0.00
805,3.86,0.00,2.17,0.25,0.05,0.00,0.01,1.70,0.16,1.75,0.31,0.10,1.08,36.91,51.07,0.57,0.00
806,3.95,0.00,2.68,1.71,0.17,0.08,0.05,1.75,0.11,0.88,0.92,0.67,6.61,40.42,37.51,2.50,0.00
807,9.24,0.00,1.11,1.47,0.21,0.14,0.12,0.18,0.05,0.08,0.21,0.19,1.42,6.91,71.44,7.24,0.00
808,37.89,0.00,0.42,1.24,0.40,0.19,0.86,0.09,0.03,0.04,0.13,0.13,0.94,0.73,5.54,51.37,0.00
809,0.80,0.00,5.88,1.07,0.30,0.11,0.18,49.37,1.60,3.85,6.26,0.42,12.67,14.84,2.50,0.14,0.00
810,1.41,0.00,6.61,2.70,1.10,0.42,0.05,18.77,3.54,2.20,7.23,0.21,13.80,32.50,9.02,0.45,0.00
811,0.57,0.00,3.58,0.77,0.15,0.05,0.45,18.35,22.41,16.23,15.01,1.36,10.69,2.63,7.62,0.14,0.00
812,1.03,0.00,10.20,8.42,3.31,0.87,0.58,1.87,12.07,1.80,11.91,3.95,12.24,3.57,27.42,0.76,0.00
813,0.97,0.00,6.51,2.62,0.74,0.25,0.35,0.28,27.37,1.28,9.39,3.39,3.05,1.68,36.80,5.32,0.00
814,1.85,0.00,10.08,6.76,3.20,0.94,0.95,0.09,3.92,0.08,5.64,3.05,17.43,12.13,27.77,6.12,0.00
815,5.92,0.00,14.01,6.38,1.97,0.54,0.42,0.12,22.24,0.38,10.07,3.11,16.01,7.03,8.79,3.01,0.00
816,5.04,0.00,7.07,3.86,1.18,0.29,0.20,0.05,11.47,0.25,9.07,1.91,15.68,7.67,27.35,8.92,0.00
817,0.46,0.00,3.75,0.90,0.07,0.03,0.32,0.25,36.45,1.17,10.56,5.68,1.49,3.32,32.96,2.57,0.00
818,1.80,0.00,6.58,3.11,0.91,0.40,0.34,0.44,32.83,1.58,10.91,5.34,2.41,2.48,28.50,2.37,0.00
819,0.25,0.00,0.86,0.09,0.00,0.00,0.00,0.00,9.80,0.05,1.71,0.66,0.02,0.00,81.73,4.83,0.00
820,0.22,0.00,4.41,2.27,0.45,0.16,0.05,0.74,24.92,0.87,10.02,3.66,4.86,20.21,24.63,2.54,0.00
821,6.66,0.00,1.61,0.47,0.18,0.06,0.27,0.24,8.07,0.57,2.58,1.07,0.48,0.29,74.26,3.20,0.00
822,11.32,0.00,5.07,2.85,0.97,0.48,1.10,0.29,18.66,0.72,4.13,1.23,1.12,0.75,14.72,36.59,0.00
823,10.10,0.00,9.75,10.14,4.19,1.25,6.33,0.05,7.54,0.17,2.51,0.87,0.27,0.06,18.69,28.09,0.00
824,3.95,0.00,1.94,1.48,0.88,0.21,1.54,0.00,2.77,0.03,0.56,0.22,0.01,0.00,15.51,70.89,0.00
825,12.43,0.00,1.01,0.71,0.26,0.05,0.03,0.00,0.05,0.00,0.04,0.20,1.18,22.22,7.20,54.62,0.00
826,0.41,0.00,3.95,2.31,0.77,0.15,0.13,0.00,5.15,0.18,1.08,0.30,1.78,2.78,50.70,30.31,0.00
827,3.14,0.00,18.91,28.91,16.22,5.85,0.27,0.08,0.73,0.06,1.10,0.64,0.52,9.81,9.41,4.34,0.00
828,9.11,0.00,1.53,1.73,1.32,0.31,0.05,0.02,0.07,0.00,0.02,0.07,0.00,0.00,73.01,12.77,0.00
829,2.33,0.00,2.82,1.01,0.16,0.02,0.83,4.20,64.26,10.21,9.28,2.05,1.27,0.10,1.33,0.14,0.00
830,0.66,0.10,0.64,0.38,0.08,0.02,2.90,0.35,74.61,0.40,14.25,5.22,0.01,0.00,0.33,0.03,0.01
831,0.73,5.41,0.02,0.05,0.03,0.02,22.26,0.14,40.19,0.05,17.59,13.11,0.00,0.00,0.34,0.05,0.02
832,0.08,0.00,0.13,0.33,0.12,0.03,1.92,0.05,74.95,0.11,13.10,8.35,0.01,0.00,0.72,0.07,0.03
833,0.63,0.00,0.66,1.75,0.32,0.04,0.05,0.30,56.77,0.12,31.01,6.71,0.54,0.01,0.75,0.35,0.00
834,6.17,0.00,0.21,1.32,1.30,0.64,0.06,0.15,36.95,0.03,42.61,9.89,0.32,0.00,0.25,0.12,0.00
835,3.99,0.00,0.46,0.63,0.14,0.05,1.77,0.13,63.42,0.14,16.41,11.59,0.02,0.00,1.16,0.07,0.00
836,0.98,0.00,1.45,3.08,0.66,0.10,0.44,0.21,61.90,0.09,15.72,10.32,2.02,1.32,1.49,0.23,0.00
837,0.14,9.06,0.01,0.02,0.01,0.00,12.36,0.06,59.14,0.05,14.95,4.01,0.00,0.00,0.19,0.00,0.00
838,0.93,0.00,8.35,7.41,4.01,1.58,0.35,0.08,7.50,1.31,14.26,10.22,22.53,16.78,2.93,1.75,0.00
839,0.69,0.00,3.06,1.13,0.22,0.06,0.56,0.63,35.59,2.91,36.41,9.67,6.00,1.97,0.86,0.26,0.00
840,0.47,0.00,3.82,1.77,0.79,0.34,0.27,0.71,30.45,7.03,15.43,13.71,22.57,1.12,1.04,0.49,0.00
841,0.10,0.00,2.08,0.26,0.03,0.00,0.17,0.77,64.23,3.21,28.19,0.87,0.00,0.00,0.07,0.01,0.00
842,0.10,0.00,2.97,0.36,0.07,0.01,0.37,0.08,71.94,2.72,16.96,2.81,1.15,0.06,0.32,0.06,0.00
843,0.11,0.00,2.15,0.06,0.00,0.00,0.29,0.03,82.00,5.44,7.94,1.86,0.01,0.00,0.08,0.04,0.00
844,0.21,0.00,4.21,0.33,0.10,0.03,0.20,0.97,48.12,3.13,35.92,5.88,0.51,0.06,0.31,0.03,0.00
845,0.02,0.00,2.64,0.17,0.01,0.00,0.10,0.74,77.26,1.92,12.56,3.28,0.00,0.00,1.11,0.20,0.00
846,0.34,0.00,3.13,0.13,0.02,0.00,0.14,2.38,79.78,4.70,8.73,0.45,0.05,0.01,0.11,0.01,0.00
847,0.04,0.00,1.82,0.03,0.00,0.00,0.02,1.55,77.28,3.58,15.26,0.42,0.00,0.00,0.00,0.00,0.00
848,2.88,0.00,2.75,0.20,0.04,0.01,0.22,3.31,61.85,3.97,22.77,1.83,0.05,0.05,0.05,0.02,0.00
849,0.02,0.00,2.95,0.01,0.00,0.00,0.03,1.51,71.80,2.64,20.19,0.83,0.00,0.00,0.01,0.00,0.00
850,0.09,0.01,0.98,0.00,0.00,0.00,0.10,1.39,73.66,3.76,18.11,1.63,0.00,0.00,0.24,0.04,0.00
851,0.11,0.01,0.58,0.05,0.01,0.00,1.34,0.58,76.97,0.82,17.86,1.38,0.00,0.02,0.25,0.02,0.00
852,0.81,3.26,0.06,0.00,0.00,0.00,6.69,0.23,47.74,1.17,29.75,9.74,0.00,0.00,0.46,0.10,0.00
853,0.01,0.00,0.98,0.19,0.02,0.01,1.17,0.94,38.56,0.22,43.94,12.01,1.09,0.82,0.03,0.02,0.00
854,0.38,0.00,2.84,0.07,0.01,0.00,0.19,6.45,41.59,8.90,26.51,11.90,0.79,0.26,0.07,0.04,0.00
855,0.17,0.00,2.79,0.01,0.00,0.00,0.09,3.17,57.16,4.30,29.72,2.59,0.00,0.00,0.02,0.00,0.00
856,0.03,0.00,1.63,0.30,0.07,0.01,0.17,0.00,0.06,0.00,89.52,4.44,0.33,3.18,0.18,0.05,0.01
857,0.01,0.00,0.21,0.06,0.02,0.00,0.38,0.00,18.71,0.51,79.35,0.70,0.00,0.00,0.03,0.01,0.01
858,0.00,0.00,0.16,0.00,0.00,0.00,0.06,0.11,82.01,4.16,13.10,0.39,0.00,0.00,0.00,0.00,0.00
859,0.00,0.00,0.05,0.05,0.04,0.01,80.47,0.00,0.00,0.00,1.90,17.44,0.00,0.03,0.00,0.00,0.00
860,0.01,0.00,0.62,0.05,0.01,0.00,0.12,0.00,0.32,0.00,90.46,8.25,0.06,0.06,0.03,0.02,0.01
861,0.84,0.00,8.68,4.61,5.38,1.39,1.04,0.22,0.05,0.01,0.07,36.09,11.58,27.78,0.70,1.56,0.00
862,0.16,0.00,5.60,3.01,2.53,0.68,2.74,0.45,0.00,0.00,0.02,21.98,13.30,49.22,0.28,0.04,0.00
863,0.41,0.00,2.91,1.27,0.37,0.05,0.20,0.01,0.00,0.00,0.00,0.75,1.39,83.43,0.60,8.60,0.00
864,0.73,0.00,5.68,2.54,2.44,0.64,0.64,0.03,0.01,0.00,0.56,34.04,4.33,47.71,0.60,0.03,0.00
865,3.58,0.00,6.05,3.79,3.19,0.92,2.91,0.28,0.02,0.00,0.04,2.80,3.20,65.22,4.87,3.13,0.00
866,0.04,0.00,1.70,0.10,0.02,0.00,0.88,2.04,0.97,1.61,9.99,73.62,1.06,6.19,0.72,1.06,0.00
867,0.12,0.00,5.30,1.96,2.48,0.66,0.95,0.01,0.00,0.00,0.11,12.03,6.90,68.27,0.19,1.01,0.00
868,1.52,0.00,3.10,1.91,1.76,0.95,0.13,0.00,0.00,0.00,0.00,5.62,8.49,67.82,0.18,8.51,0.00
869,15.42,0.00,2.69,1.48,1.17,0.42,0.08,0.09,0.00,0.00,0.00,2.49,6.14,54.95,0.84,14.24,0.00
870,0.15,0.00,5.27,2.67,3.78,1.14,0.05,0.00,0.00,0.00,0.01,1.55,2.65,81.31,0.68,0.74,0.00
871,0.07,0.00,8.48,10.09,13.46,5.50,0.01,0.00,0.00,0.00,0.00,1.49,3.97,56.66,0.03,0.23,0.00
872,1.39,0.00,3.40,1.12,0.72,0.19,0.82,0.00,0.00,0.00,0.00,9.61,11.62,51.03,1.92,18.15,0.00
873,0.24,0.00,5.83,5.38,5.41,1.39,0.73,0.00,0.00,0.00,0.01,5.63,14.36,59.64,0.40,0.99,0.00
874,1.12,0.00,7.19,3.28,2.99,0.70,1.14,0.00,0.00,0.01,0.12,17.85,7.40,57.91,0.05,0.24,0.00
875,0.21,0.00,4.97,2.56,2.88,0.70,0.49,0.00,0.00,0.00,0.08,6.21,13.94,67.83,0.13,0.01,0.00
876,0.24,0.00,3.90,2.24,0.66,0.12,0.86,0.00,0.00,0.00,0.03,1.49,1.12,89.23,0.02,0.08,0.00
877,0.99,0.00,2.37,1.63,1.72,0.43,2.44,0.00,0.00,0.00,0.02,3.91,9.93,75.73,0.23,0.60,0.00
878,0.08,0.00,5.87,1.48,1.68,0.29,0.41,0.01,0.00,0.00,1.06,65.42,0.63,22.52,0.53,0.02,0.00
879,0.15,0.00,6.12,2.61,3.48,0.75,2.26,0.00,0.00,0.01,2.05,16.87,7.40,58.08,0.20,0.01,0.00
880,0.20,0.00,6.30,1.38,0.19,0.04,13.13,0.00,0.00,0.00,0.18,31.99,1.54,44.98,0.00,0.07,0.00
881,1.34,0.00,2.74,1.46,0.53,0.03,0.50,0.00,0.00,0.00,0.50,23.23,5.04,63.01,0.04,1.57,0.00
882,0.14,0.00,0.25,0.07,0.01,0.00,0.35,0.02,0.69,0.00,90.29,6.74,0.67,0.41,0.29,0.07,0.00
883,0.08,0.00,0.80,0.12,0.03,0.00,0.05,1.64,9.52,0.01,76.65,4.92,0.97,4.91,0.23,0.07,0.00
884,0.01,0.00,0.17,0.03,0.00,0.00,0.14,7.73,38.10,0.73,49.75,2.74,0.08,0.34,0.08,0.10,0.00
885,0.23,0.00,1.39,0.51,0.02,0.00,11.41,0.00,0.15,0.00,72.68,2.26,5.42,4.75,0.12,1.05,0.00
886,9.13,0.00,1.27,0.41,0.03,0.00,10.67,0.00,0.16,0.00,51.44,1.25,13.86,3.07,2.15,6.56,0.00
887,0.53,0.00,0.30,0.04,0.00,0.00,0.16,0.00,2.05,0.00,86.90,8.38,0.39,0.25,0.04,0.95,0.00
888,0.08,0.00,0.20,0.04,0.00,0.00,0.68,0.01,0.80,0.01,94.75,2.72,0.30,0.13,0.05,0.24,0.00
889,0.00,0.00,2.47,0.26,0.01,0.00,0.00,0.00,1.06,0.00,37.52,34.58,4.26,19.68,0.13,0.02,0.00
890,1.22,0.00,2.89,0.35,0.08,0.01,0.06,0.75,0.98,0.02,39.30,14.11,2.07,36.72,0.21,1.21,0.00
891,0.01,0.00,0.10,0.02,0.00,0.00,0.12,1.83,7.01,0.15,89.74,0.82,0.02,0.01,0.12,0.05,0.00
892,0.03,0.00,0.00,0.00,0.00,0.00,0.74,0.16,29.73,0.00,68.79,0.48,0.00,0.00,0.02,0.04,0.00
893,0.12,0.00,0.78,0.22,0.00,0.00,9.73,0.00,0.03,0.00,80.06,4.49,1.89,0.53,0.78,1.37,0.00
894,3.23,0.00,0.14,0.05,0.00,0.00,78.49,0.00,0.35,0.00,4.73,0.13,0.46,3.79,0.00,8.62,0.00
895,0.00,0.00,0.73,0.44,0.13,0.00,29.59,0.00,0.02,0.02,60.98,7.92,0.06,0.00,0.09,0.00,0.01
896,0.00,0.00,0.80,0.16,0.01,0.00,12.30,0.03,2.12,0.14,64.20,19.78,0.01,0.00,0.28,0.18,0.00
897,0.01,0.00,1.25,0.43,0.24,0.01,84.82,0.00,0.00,0.00,10.47,2.04,0.17,0.46,0.08,0.00,0.02
898,0.06,0.00,0.31,0.06,0.00,0.00,40.61,0.00,0.00,0.01,58.81,0.06,0.01,0.04,0.01,0.00,0.03
899,0.02,0.00,4.60,7.07,8.07,1.37,12.85,0.00,0.01,0.05,61.63,3.63,0.09,0.53,0.03,0.03,0.00
900,21.41,0.00,1.95,4.07,1.52,0.22,10.86,0.01,0.04,0.03,14.81,0.04,20.05,24.28,0.48,0.20,0.02
901,4.27,0.00,3.49,4.04,1.10,0.14,0.58,0.66,0.01,0.01,35.32,0.76,21.38,22.33,4.47,1.39,0.07
902,0.01,0.00,0.00,0.00,0.00,0.00,77.24,0.00,0.00,0.00,22.76,0.00,0.00,0.00,0.00,0.00,0.00
903,0.01,0.00,0.12,0.07,0.01,0.00,1.26,0.00,0.00,0.00,97.89,0.60,0.02,0.00,0.01,0.00,0.01
904,0.02,0.00,0.92,0.38,0.10,0.02,11.40,0.00,0.00,0.00,82.90,2.00,0.33,1.84,0.05,0.02,0.01
905,0.46,0.00,0.61,0.41,0.12,0.01,0.21,0.00,0.14,0.00,97.26,0.54,0.03,0.01,0.19,0.01,0.00
906,0.22,0.00,2.30,1.64,0.66,0.11,0.74,0.02,0.00,0.00,87.65,4.86,0.38,0.60,0.82,0.00,0.00
907,0.00,0.00,0.57,0.37,0.04,0.00,0.29,0.00,0.00,0.00,96.63,1.73,0.12,0.12,0.07,0.04,0.02
908,0.18,0.00,8.86,10.32,8.72,1.94,0.05,0.00,0.00,0.00,41.50,0.72,1.04,26.16,0.45,0.08,0.00
909,0.34,0.00,4.71,2.72,1.34,0.54,0.43,0.00,0.00,0.00,45.09,0.97,4.07,30.34,8.48,0.97,0.00
910,1.14,0.00,4.27,2.36,0.77,0.34,0.17,9.94,6.32,20.41,2.67,0.78,5.14,31.49,13.61,0.54,0.07
911,3.37,0.00,0.77,0.32,0.09,0.02,0.36,13.41,19.70,35.43,7.58,1.09,1.01,2.80,13.39,0.64,0.02
912,6.84,0.00,1.07,0.34,0.09,0.01,0.03,14.02,22.14,32.63,4.81,0.71,0.47,0.80,14.54,1.46,0.03
913,8.68,0.00,1.17,0.37,0.15,0.06,0.29,13.85,23.20,31.85,6.58,1.16,0.43,0.35,10.61,1.25,0.00
914,4.87,0.00,4.04,2.11,0.69,0.23,0.23,19.20,13.93,29.89,1.81,0.45,5.49,3.42,11.98,1.67,0.00
915,7.08,0.00,6.07,2.74,0.83,0.30,0.76,16.82,18.16,25.08,2.56,1.01,4.10,1.42,9.32,3.75,0.00
916,5.01,0.00,2.52,1.82,0.57,0.14,0.61,8.70,26.68,25.26,5.67,1.81,0.98,2.42,14.51,3.30,0.00
917,3.55,0.00,3.62,2.32,1.26,0.58,0.17,7.43,19.26,28.67,3.17,0.49,2.03,1.69,22.12,3.65,0.00
918,1.02,0.00,11.52,12.15,5.27,2.38,0.39,21.42,0.48,1.77,0.83,0.94,14.24,19.21,7.46,0.92,0.00
919,20.09,0.00,4.02,2.51,1.12,0.35,0.13,16.60,8.76,5.31,1.90,0.92,18.51,10.27,7.77,1.73,0.01
920,4.67,0.00,6.19,3.58,1.21,0.50,0.32,16.95,2.56,2.01,5.00,0.83,24.38,19.53,10.73,1.53,0.00
921,6.53,0.00,2.79,1.21,0.30,0.08,0.05,31.77,6.33,1.38,2.81,3.47,19.34,5.50,16.41,1.99,0.03
922,2.05,0.00,2.69,0.85,0.24,0.09,0.17,36.84,9.80,2.80,4.31,2.64,17.61,6.98,11.86,1.07,0.00
923,1.41,0.00,4.99,2.33,0.79,0.23,0.07,24.40,7.20,6.50,4.96,2.01,24.30,14.62,5.59,0.62,0.00
924,4.30,0.00,14.94,14.94,8.88,1.96,3.27,15.31,13.25,4.90,2.71,2.10,2.50,3.88,3.18,3.88,0.00
925,1.13,0.00,11.06,7.04,2.40,0.65,1.07,19.64,12.68,6.35,2.95,0.50,0.87,6.29,26.90,0.47,0.00
926,4.56,0.00,9.79,11.00,11.66,7.72,4.08,4.30,0.73,1.08,1.13,0.91,0.74,1.10,11.34,29.87,0.00
927,0.81,0.00,17.61,13.03,5.74,2.27,0.25,12.70,0.35,0.97,2.02,0.69,7.84,20.54,14.23,0.95,0.00
928,0.40,0.00,18.34,11.60,7.88,0.28,0.48,0.00,5.53,8.94,21.34,17.20,0.71,6.67,0.34,0.27,0.00
929,0.57,0.00,13.42,11.35,13.22,1.14,1.63,0.00,1.18,1.57,8.34,7.03,3.22,34.75,1.16,1.41,0.00
930,0.61,0.00,13.88,8.77,4.35,0.21,0.59,0.00,3.16,3.38,49.80,13.82,0.48,0.61,0.22,0.11,0.00
931,0.45,0.00,10.26,21.10,46.15,17.62,0.38,0.00,0.06,0.14,1.17,1.78,0.18,0.36,0.13,0.19,0.00
932,1.06,0.00,14.61,18.87,32.17,10.95,1.14,0.00,0.12,0.24,10.17,6.90,0.18,1.38,1.38,0.83,0.01
933,0.63,0.00,15.09,12.95,12.73,1.84,0.51,0.00,0.24,0.55,39.28,12.03,0.39,2.44,1.10,0.21,0.00
934,0.54,0.00,6.75,1.70,0.33,0.01,0.13,0.00,0.57,0.87,72.15,11.99,0.34,3.67,0.60,0.36,0.00
935,0.40,0.00,5.46,0.49,0.02,0.00,0.24,0.00,0.02,0.08,71.22,20.16,0.00,0.00,0.83,1.08,0.00
936,1.21,0.00,0.51,0.03,0.01,0.00,1.76,0.00,0.20,0.94,52.27,42.94,0.11,0.00,0.01,0.01,0.00
937,1.09,0.00,3.31,1.01,0.42,0.08,5.37,0.00,0.10,0.45,67.38,20.24,0.53,0.00,0.01,0.00,0.00
938,1.31,0.00,20.77,21.21,17.83,0.96,0.96,0.00,0.04,0.09,5.97,18.00,4.89,6.75,0.96,0.26,0.00
939,1.31,0.00,10.84,3.98,1.62,0.02,0.33,0.00,0.02,0.08,43.92,34.98,0.66,1.74,0.31,0.18,0.00
940,0.05,0.00,4.66,0.83,0.21,0.01,0.03,0.00,2.75,1.60,80.09,4.80,0.07,4.43,0.39,0.06,0.00
941,0.05,0.00,0.85,0.01,0.00,0.00,0.34,0.01,17.74,21.54,54.70,4.43,0.01,0.04,0.20,0.09,0.00
942,0.00,0.00,0.42,0.00,0.00,0.00,0.43,0.00,70.47,5.69,19.61,3.23,0.00,0.00,0.14,0.01,0.00
943,0.22,0.00,3.15,0.70,0.09,0.00,2.90,0.00,7.59,1.47,60.99,22.35,0.21,0.01,0.23,0.09,0.00
944,0.01,0.00,0.10,0.02,0.02,0.00,6.77,0.00,48.29,3.27,35.35,6.01,0.05,0.00,0.10,0.02,0.00
945,0.46,0.00,3.18,0.41,0.06,0.00,0.47,0.02,9.02,5.87,70.51,8.69,0.31,0.13,0.38,0.48,0.00
946,0.53,0.00,4.41,1.27,0.50,0.07,0.61,0.03,54.56,6.21,28.67,2.64,0.01,0.02,0.22,0.24,0.00
947,0.11,0.00,2.47,0.32,0.06,0.00,4.07,0.00,14.05,2.23,59.55,15.93,0.44,0.20,0.47,0.08,0.00
948,0.25,0.00,1.24,2.76,0.52,0.18,0.34,0.17,60.80,0.18,27.38,3.84,0.58,0.11,1.04,0.60,0.00
949,0.14,0.00,1.15,1.34,0.40,0.15,0.52,0.27,78.08,0.08,11.97,3.88,0.52,0.17,1.15,0.20,0.00
950,1.54,0.00,2.45,1.74,0.36,0.10,0.42,1.62,37.00,1.71,36.75,7.41,1.17,7.01,0.63,0.09,0.00
951,0.10,0.00,1.59,0.79,0.13,0.02,1.78,0.02,72.54,0.03,21.82,0.68,0.02,0.45,0.00,0.06,0.00
952,0.11,0.00,0.33,0.05,0.00,0.00,0.84,0.00,69.21,0.00,22.46,6.03,0.20,0.06,0.05,0.65,0.00
953,3.24,0.00,2.62,0.70,0.08,0.01,1.15,0.00,38.03,0.00,23.71,7.77,2.18,0.29,0.92,19.29,0.00
954,19.90,0.01,2.88,1.25,0.34,0.12,0.45,0.01,3.07,0.00,8.09,12.29,21.65,25.76,0.01,4.18,0.00
955,0.30,0.00,0.25,0.04,0.00,0.00,1.64,0.00,63.88,0.00,23.00,9.48,0.14,0.06,0.01,1.22,0.00
956,0.58,0.00,0.74,0.09,0.00,0.00,0.20,0.18,71.08,0.23,20.15,3.90,0.15,0.86,0.00,1.85,0.00
957,2.32,0.00,0.53,0.10,0.01,0.00,0.73,0.00,17.32,0.00,45.20,30.44,0.81,1.48,0.02,1.04,0.00
958,0.74,0.00,3.17,2.21,0.54,0.09,0.67,0.18,7.88,0.03,23.04,28.39,8.96,23.77,0.01,0.34,0.00
959,1.30,0.00,2.80,0.46,0.08,0.01,0.88,0.00,4.26,0.00,20.96,28.53,19.90,17.97,0.03,2.83,0.00
960,0.06,0.00,0.20,0.03,0.00,0.00,3.63,0.08,61.98,0.18,30.39,3.12,0.16,0.01,0.03,0.11,0.00
961,0.11,0.00,0.00,0.00,0.00,0.00,9.29,0.04,53.20,0.49,35.86,0.97,0.00,0.00,0.00,0.04,0.00
962,0.14,0.00,0.09,0.01,0.00,0.00,0.39,0.00,4.29,0.00,26.71,67.25,0.74,0.04,0.00,0.36,0.00
963,4.22,0.00,0.47,0.08,0.02,0.00,1.19,0.07,15.14,0.37,71.26,5.10,1.03,0.47,0.17,0.43,0.00
964,0.02,0.00,0.61,0.00,0.00,0.00,1.09,0.00,71.00,0.00,22.60,4.55,0.00,0.01,0.00,0.12,0.00
965,0.05,0.00,0.61,0.01,0.00,0.00,1.19,0.00,30.40,0.00,40.63,26.08,0.52,0.23,0.01,0.27,0.00
966,0.01,0.00,0.64,0.10,0.00,0.00,2.26,0.00,36.81,0.00,37.79,18.87,1.86,1.30,0.00,0.36,0.00
967,1.12,0.00,0.70,0.25,0.02,0.00,2.34,0.87,19.26,0.56,41.43,30.98,1.74,0.68,0.03,0.00,0.00
