uniqid_eco4,NLCD01_11_eco4,NLCD01_12_eco4,NLCD01_21_eco4,NLCD01_22_eco4,NLCD01_23_eco4,NLCD01_24_eco4,NLCD01_31_eco4,NLCD01_41_eco4,NLCD01_42_eco4,NLCD01_43_eco4,NLCD01_52_eco4,NLCD01_71_eco4,NLCD01_81_eco4,NLCD01_82_eco4,NLCD01_90_eco4,NLCD01_95_eco4,NLCD01_9999_eco4
194,0.17,0.00,0.37,0.13,0.01,0.00,5.59,3.43,29.47,0.02,54.98,4.15,1.16,0.13,0.37,0.00,0.00
195,4.00,0.00,0.45,0.10,0.03,0.00,24.89,0.01,0.63,0.00,51.11,17.59,0.26,0.04,0.89,0.00,0.00
196,0.08,0.00,0.30,0.07,0.00,0.00,8.49,9.38,47.17,0.44,32.10,1.07,0.60,0.01,0.30,0.01,0.00
197,0.73,0.00,1.13,0.68,0.07,0.01,4.42,0.02,0.86,0.00,77.56,0.94,10.33,0.06,3.12,0.06,0.00
198,0.38,0.00,1.33,0.32,0.00,0.00,0.43,2.94,32.24,0.15,47.96,0.09,12.96,0.09,1.11,0.00,0.00
199,0.09,0.00,0.56,0.15,0.04,0.00,15.80,0.00,0.58,0.00,40.76,41.22,0.42,0.03,0.35,0.00,0.00
200,0.00,0.00,0.15,0.06,0.01,0.00,1.56,0.00,0.12,0.00,66.68,30.92,0.18,0.20,0.12,0.00,0.00
201,0.26,5.49,0.07,0.01,0.00,0.00,27.73,1.68,20.76,0.10,0.05,40.86,0.00,0.00,2.67,0.31,0.00
202,0.21,0.33,0.26,0.09,0.02,0.00,1.18,8.82,73.12,1.67,1.42,11.19,0.04,0.00,1.51,0.15,0.00
203,0.14,0.00,0.68,0.24,0.03,0.00,0.09,7.04,58.55,0.54,20.19,10.55,0.47,0.00,1.22,0.26,0.00
204,0.27,0.00,0.77,0.35,0.09,0.01,0.13,2.88,28.60,0.04,44.62,18.79,1.90,0.09,1.01,0.44,0.00
205,0.27,0.07,0.34,0.15,0.05,0.01,0.95,28.15,46.76,5.37,2.91,13.52,0.17,0.00,1.16,0.13,0.00
206,0.32,0.00,0.41,0.12,0.02,0.00,0.09,27.77,41.05,1.75,17.39,8.20,1.55,0.01,1.17,0.15,0.00
207,0.24,0.01,0.16,0.03,0.00,0.00,1.99,16.45,56.13,2.84,0.86,18.51,0.03,0.00,2.24,0.49,0.00
208,0.10,0.00,0.37,0.14,0.02,0.00,0.42,6.76,58.36,0.87,9.36,22.16,0.26,0.00,1.05,0.12,0.00
209,1.72,0.00,0.92,0.36,0.09,0.01,0.09,3.38,4.24,0.04,65.49,10.39,9.42,0.02,2.42,1.42,0.00
210,1.23,0.00,1.50,0.27,0.04,0.00,0.18,1.52,5.87,0.17,5.56,76.26,3.05,0.07,1.67,2.62,0.00
211,0.10,0.00,0.78,0.37,0.02,0.00,0.02,0.12,2.27,0.01,70.15,21.52,2.93,0.32,0.75,0.65,0.00
212,0.00,0.00,0.22,0.05,0.00,0.00,0.71,0.00,29.10,0.00,67.83,2.08,0.00,0.00,0.00,0.00,0.00
213,0.35,0.02,2.58,1.88,0.38,0.03,0.03,0.03,0.65,0.00,34.51,9.20,40.19,1.59,4.24,4.33,0.00
214,0.56,0.00,0.97,1.03,0.14,0.01,0.01,0.01,0.04,0.00,72.21,6.94,11.38,0.15,2.95,3.61,0.00
215,0.00,0.00,0.00,0.00,0.00,0.00,1.22,0.00,62.86,0.02,35.68,0.22,0.00,0.00,0.00,0.00,0.00
216,0.00,0.00,0.11,0.17,0.02,0.00,13.42,0.02,1.28,0.00,76.00,5.42,1.29,0.17,0.94,1.16,0.00
217,0.12,0.00,1.06,0.62,0.07,0.01,0.10,0.02,15.83,0.00,68.07,12.25,0.88,0.26,0.60,0.11,0.00
218,3.85,0.00,8.58,9.16,2.48,0.54,0.79,0.00,0.08,0.00,21.02,9.95,15.09,23.17,5.22,0.07,0.00
219,0.57,0.00,1.82,0.77,0.17,0.03,0.01,0.00,5.82,0.00,53.94,36.09,0.06,0.63,0.08,0.00,0.00
220,0.13,0.00,0.74,0.28,0.14,0.02,1.11,0.00,1.55,0.00,59.81,34.31,0.64,0.97,0.27,0.03,0.00
221,0.06,0.00,0.34,0.17,0.05,0.01,0.50,0.00,14.48,0.00,65.69,18.52,0.07,0.06,0.04,0.02,0.00
222,0.02,0.00,0.57,0.17,0.04,0.00,32.47,0.00,41.20,0.00,20.00,5.52,0.00,0.00,0.00,0.00,0.00
223,0.01,0.00,0.46,0.17,0.02,0.00,0.69,0.00,1.71,0.00,41.54,55.40,0.00,0.01,0.00,0.00,0.00
224,0.09,0.00,2.19,2.04,0.96,0.18,0.98,0.00,0.18,0.00,72.52,20.39,0.13,0.17,0.14,0.03,0.00
225,0.01,0.00,0.34,0.15,0.01,0.00,0.60,0.00,6.47,0.00,77.60,14.60,0.07,0.01,0.14,0.00,0.00
226,0.04,0.00,0.41,0.22,0.02,0.00,0.38,0.00,0.09,0.00,86.56,11.85,0.09,0.10,0.13,0.10,0.00
227,0.10,0.00,0.59,0.42,0.11,0.01,1.32,0.00,0.00,0.00,89.78,5.81,0.07,0.00,1.36,0.44,0.00
228,0.03,0.00,0.30,0.04,0.00,0.00,4.21,0.00,13.93,0.00,62.60,18.80,0.01,0.00,0.06,0.01,0.00
229,0.01,0.00,0.03,0.00,0.00,0.00,2.55,0.00,62.06,0.00,29.76,5.50,0.00,0.00,0.10,0.00,0.00
230,0.00,0.00,0.16,0.07,0.00,0.00,4.34,0.00,12.19,0.00,77.64,5.59,0.00,0.00,0.00,0.00,0.00
231,0.12,0.00,0.69,0.08,0.01,0.00,4.22,0.00,0.17,0.00,73.81,20.41,0.02,0.00,0.21,0.25,0.00
232,0.01,0.00,0.42,0.05,0.01,0.00,4.56,0.00,0.01,0.00,73.58,21.18,0.02,0.00,0.10,0.06,0.00
233,0.05,0.00,0.43,0.08,0.00,0.00,1.67,0.00,0.26,0.00,74.57,22.91,0.00,0.00,0.03,0.00,0.00
234,0.76,0.00,0.01,0.00,0.00,0.00,22.50,0.00,5.79,0.00,66.24,4.59,0.00,0.00,0.11,0.00,0.00
235,0.00,0.00,0.01,0.00,0.00,0.00,1.59,0.00,14.12,0.01,79.83,4.44,0.00,0.00,0.00,0.00,0.00
236,0.03,0.00,0.09,0.00,0.00,0.00,0.33,0.00,94.03,0.00,4.30,1.22,0.00,0.00,0.00,0.00,0.00
237,0.00,0.00,0.93,0.25,0.05,0.01,0.10,0.00,0.42,0.00,84.46,13.66,0.08,0.00,0.01,0.03,0.00
238,0.00,0.00,0.11,0.02,0.00,0.00,0.02,0.04,3.24,0.00,87.23,9.33,0.00,0.01,0.01,0.00,0.00
239,0.01,0.00,0.49,0.21,0.05,0.01,0.45,0.00,42.94,0.00,50.39,5.29,0.02,0.02,0.08,0.05,0.00
240,0.07,0.00,0.63,0.18,0.08,0.02,0.09,0.15,90.48,0.01,4.54,3.70,0.00,0.00,0.01,0.05,0.00
241,0.07,0.00,0.16,0.04,0.00,0.00,0.46,6.05,84.66,0.03,1.05,7.39,0.00,0.00,0.00,0.07,0.00
242,0.08,0.00,0.54,0.15,0.03,0.00,0.08,0.09,40.65,0.00,45.87,12.43,0.01,0.01,0.04,0.02,0.00
243,0.00,0.00,1.21,0.07,0.01,0.00,0.01,0.89,88.05,0.05,5.40,4.29,0.01,0.00,0.00,0.00,0.00
244,0.00,0.00,0.14,0.00,0.00,0.00,0.01,4.32,75.99,1.14,7.97,10.42,0.00,0.00,0.00,0.00,0.00
245,0.02,0.00,0.63,0.33,0.07,0.01,0.39,0.18,7.59,0.01,89.67,0.79,0.08,0.00,0.19,0.04,0.00
246,1.54,0.00,1.04,0.40,0.08,0.02,0.01,0.09,18.57,0.00,8.82,69.12,0.00,0.00,0.00,0.31,0.00
247,0.10,0.00,0.32,0.05,0.01,0.00,1.41,0.00,58.26,0.00,32.05,7.72,0.01,0.00,0.06,0.01,0.00
248,0.05,0.00,0.67,0.10,0.01,0.00,8.65,0.00,55.67,0.00,34.44,0.41,0.00,0.00,0.00,0.00,0.00
249,0.01,0.00,0.34,0.09,0.01,0.00,0.06,0.27,91.75,0.00,6.71,0.73,0.00,0.00,0.02,0.01,0.00
250,0.22,0.00,1.12,0.52,0.21,0.06,2.88,0.00,0.02,0.00,89.16,4.24,0.01,1.24,0.18,0.13,0.01
251,0.03,0.00,0.49,0.09,0.02,0.00,0.55,0.00,0.14,0.00,87.70,10.52,0.02,0.36,0.04,0.03,0.00
252,0.01,0.00,0.24,0.12,0.02,0.00,0.67,0.03,1.03,0.00,94.44,3.10,0.06,0.09,0.16,0.01,0.03
253,0.00,0.00,0.08,0.01,0.00,0.00,0.00,0.23,29.88,0.00,65.31,4.48,0.00,0.00,0.00,0.00,0.00
254,0.01,0.00,0.46,0.10,0.02,0.00,0.10,0.01,0.19,0.00,98.38,0.43,0.00,0.04,0.23,0.02,0.00
255,10.52,0.00,5.87,6.68,2.00,0.66,0.24,0.00,0.01,0.00,29.13,0.55,0.75,39.89,3.58,0.08,0.04
256,0.00,0.00,0.28,0.14,0.01,0.00,63.13,0.00,0.00,0.00,17.65,18.79,0.00,0.00,0.00,0.00,0.00
257,0.05,0.00,0.08,0.03,0.01,0.00,75.16,0.00,0.00,0.00,20.42,4.22,0.00,0.04,0.01,0.00,0.00
258,0.09,0.00,0.78,0.28,0.04,0.01,0.30,0.62,16.67,0.25,0.16,76.54,0.26,2.31,1.02,0.66,0.00
259,0.19,0.00,2.54,0.12,0.02,0.00,0.10,0.05,0.00,0.00,11.00,62.03,0.87,22.67,0.18,0.24,0.00
260,0.26,0.00,2.45,0.39,0.18,0.04,0.19,0.05,0.05,0.00,3.49,71.79,0.81,19.48,0.54,0.27,0.00
261,0.25,0.00,3.48,0.83,0.34,0.14,0.06,0.09,0.01,0.00,0.79,26.50,2.73,64.19,0.33,0.26,0.00
262,0.06,0.00,3.92,0.49,0.07,0.02,0.04,0.00,0.00,0.00,4.65,43.96,0.01,46.66,0.01,0.10,0.00
263,0.06,0.00,1.42,0.19,0.02,0.00,0.44,0.04,5.41,0.00,10.21,72.68,0.26,8.63,0.43,0.21,0.00
264,0.08,0.00,0.80,0.17,0.01,0.00,0.27,0.02,0.16,0.00,7.13,83.86,0.43,6.29,0.30,0.47,0.00
265,2.21,0.00,3.92,0.89,0.22,0.08,0.38,0.19,0.05,0.00,2.55,42.24,1.29,41.39,2.54,2.05,0.00
266,0.12,0.00,5.04,0.84,0.19,0.10,0.08,0.05,0.02,0.00,8.25,35.63,0.00,49.22,0.01,0.46,0.00
267,0.05,0.00,1.74,0.11,0.02,0.01,1.50,0.00,0.00,0.00,58.70,30.47,0.00,7.40,0.00,0.01,0.00
268,0.02,0.00,2.47,0.55,0.21,0.06,0.28,0.00,0.00,0.00,55.64,31.16,0.00,9.20,0.10,0.31,0.00
269,4.86,0.00,8.89,14.10,5.89,1.48,0.29,0.45,0.53,0.01,4.86,22.96,7.36,22.26,4.17,1.90,0.00
270,0.37,0.00,2.39,0.30,0.04,0.02,0.17,0.29,0.01,0.02,17.02,71.15,0.19,7.62,0.37,0.04,0.00
271,0.28,0.00,3.30,0.34,0.06,0.02,0.94,0.25,0.32,0.28,45.11,28.04,0.11,20.84,0.10,0.01,0.00
272,0.43,0.00,1.43,0.12,0.01,0.00,0.51,0.57,3.47,0.20,68.99,20.77,0.01,3.39,0.09,0.01,0.00
273,0.36,0.00,0.78,0.19,0.02,0.00,0.15,0.04,0.44,0.00,49.27,47.03,0.00,1.44,0.04,0.23,0.00
274,0.54,0.00,2.10,0.49,0.18,0.05,0.19,0.01,0.14,0.00,6.12,79.34,0.24,9.47,0.33,0.80,0.00
275,0.02,0.00,0.28,0.01,0.00,0.00,0.01,0.16,17.89,0.00,26.79,53.85,0.00,0.34,0.18,0.45,0.00
276,0.03,0.00,0.27,0.00,0.00,0.00,0.00,0.00,10.57,0.00,42.07,46.19,0.15,0.33,0.24,0.15,0.00
277,0.04,0.00,0.54,0.09,0.02,0.00,0.03,0.07,16.81,0.00,39.92,42.16,0.03,0.11,0.07,0.12,0.00
278,0.03,0.00,5.75,1.62,0.55,0.08,0.15,1.96,22.44,0.00,19.90,45.82,0.01,0.11,0.52,1.07,0.00
279,0.07,0.00,4.05,2.76,1.48,0.37,0.43,0.08,1.70,0.00,3.66,82.37,0.08,1.09,0.37,1.49,0.00
280,1.44,0.00,1.62,0.22,0.03,0.01,0.50,0.00,0.00,0.00,31.17,59.40,0.08,4.94,0.15,0.45,0.00
281,0.30,0.00,0.59,0.13,0.04,0.01,0.03,0.01,3.66,0.00,7.19,86.75,0.03,0.46,0.11,0.68,0.00
282,0.09,0.00,0.06,0.01,0.00,0.00,0.00,0.15,22.67,0.00,47.53,29.40,0.00,0.00,0.04,0.05,0.00
283,0.60,0.00,0.42,0.06,0.01,0.00,0.06,0.01,0.15,0.00,37.71,60.18,0.01,0.38,0.13,0.29,0.00
284,0.00,0.00,0.77,0.06,0.01,0.00,0.09,0.00,0.46,0.00,11.81,86.48,0.00,0.30,0.00,0.01,0.00
285,0.64,0.00,2.67,0.19,0.05,0.01,2.49,0.00,0.00,0.00,23.94,65.44,0.03,4.12,0.00,0.43,0.00
286,0.00,0.00,0.34,0.03,0.00,0.00,0.00,0.00,0.19,0.00,70.57,28.70,0.01,0.15,0.00,0.00,0.00
287,1.12,0.00,3.79,0.86,0.13,0.05,0.01,3.65,0.01,0.06,0.01,46.99,1.11,41.63,0.57,0.02,0.00
288,0.77,0.00,3.11,0.60,0.07,0.02,0.08,0.66,0.02,0.07,0.03,45.38,0.59,47.46,1.11,0.05,0.00
289,1.19,0.00,4.21,1.00,0.20,0.08,0.02,0.96,0.00,0.00,0.04,33.72,0.08,57.30,0.91,0.28,0.00
290,1.27,0.00,4.45,1.77,0.49,0.20,0.05,2.19,0.20,0.02,0.03,29.88,0.95,57.56,0.85,0.10,0.00
291,0.49,0.00,3.26,0.78,0.08,0.02,0.04,1.47,0.08,0.17,0.00,59.65,0.69,31.87,1.03,0.37,0.00
292,0.42,0.00,3.86,0.89,0.15,0.05,0.01,1.86,0.00,0.01,0.00,14.71,0.42,76.89,0.50,0.22,0.00
293,2.43,0.00,4.32,2.20,0.70,0.22,0.08,0.45,0.00,0.00,0.01,16.79,0.96,63.78,6.74,1.31,0.00
294,0.44,0.00,5.69,0.71,0.24,0.12,0.32,0.72,0.38,0.50,36.16,17.30,0.53,36.76,0.12,0.00,0.00
295,1.39,0.00,4.75,0.90,0.36,0.15,0.60,3.54,0.45,0.00,11.81,55.88,1.01,19.11,0.04,0.02,0.00
296,0.73,0.00,4.44,0.29,0.07,0.03,0.01,2.14,2.38,0.00,57.28,24.68,0.51,7.33,0.09,0.00,0.00
297,2.92,0.00,3.23,0.31,0.08,0.03,0.01,8.32,1.85,4.03,16.63,53.21,0.14,9.13,0.07,0.03,0.00
298,0.77,0.00,4.25,0.58,0.10,0.02,0.27,2.33,3.82,1.25,4.47,49.98,0.17,31.25,0.48,0.26,0.00
299,0.70,0.00,4.80,0.69,0.14,0.10,0.07,0.04,0.02,1.44,32.60,4.94,0.00,54.05,0.41,0.00,0.00
300,0.51,0.00,2.67,0.84,0.15,0.01,0.58,0.50,6.52,0.02,0.31,72.84,0.02,15.00,0.02,0.03,0.00
301,1.88,0.00,5.64,2.19,1.27,0.65,0.16,10.85,1.33,0.00,0.09,49.55,3.65,22.41,0.18,0.15,0.00
302,29.45,0.00,1.14,0.65,0.03,0.00,30.22,0.93,0.00,0.00,0.01,26.46,0.00,3.26,3.91,3.92,0.00
303,0.73,0.00,3.91,0.40,0.09,0.04,0.13,0.27,2.27,0.73,12.34,54.11,0.03,24.78,0.11,0.05,0.00
304,1.10,0.00,2.06,0.18,0.03,0.00,0.47,4.75,0.13,0.10,1.03,83.26,0.18,6.70,0.00,0.00,0.00
305,1.82,0.00,3.33,0.96,0.19,0.05,0.05,5.37,0.07,0.09,0.05,65.22,8.45,13.08,1.10,0.16,0.00
306,2.69,0.00,5.59,1.10,0.32,0.13,0.08,38.76,0.24,0.03,0.01,35.12,13.14,2.73,0.05,0.03,0.00
307,7.70,0.00,7.40,4.35,2.06,0.88,0.13,23.06,1.94,0.00,0.03,35.53,11.99,3.39,1.25,0.27,0.00
308,1.40,0.00,5.85,0.76,0.17,0.07,0.15,13.13,6.62,0.00,18.40,42.44,5.55,4.97,0.46,0.01,0.00
309,3.04,0.00,7.09,4.21,1.72,1.00,0.10,7.50,4.43,0.01,0.14,52.78,10.45,6.36,1.15,0.02,0.00
310,0.91,0.00,4.55,0.76,0.28,0.13,0.08,9.07,13.35,0.00,23.92,40.32,1.93,3.40,1.29,0.00,0.00
311,3.76,0.00,3.72,0.29,0.06,0.02,0.00,6.29,29.27,0.00,10.69,42.94,0.12,2.40,0.43,0.00,0.00
312,0.98,0.00,3.60,1.08,0.29,0.14,0.24,25.97,1.36,0.00,0.00,44.77,17.87,3.69,0.00,0.00,0.00
313,1.09,0.00,4.30,0.65,0.23,0.09,0.02,17.96,3.31,0.00,0.02,55.70,2.25,14.38,0.00,0.00,0.00
314,1.19,0.00,1.90,0.50,0.14,0.03,0.67,26.18,10.09,0.00,0.00,54.17,3.19,1.80,0.00,0.13,0.00
315,0.78,0.00,6.76,8.97,3.31,1.56,0.46,11.41,3.02,6.24,2.58,0.82,33.74,10.95,5.96,3.43,0.02
316,2.56,0.00,8.97,11.42,6.19,3.33,0.91,6.06,4.64,9.70,3.19,2.50,23.69,9.48,4.41,2.95,0.00
317,1.35,0.00,5.36,5.78,1.64,0.73,0.78,2.21,55.59,5.55,2.71,4.54,10.10,0.21,1.54,1.92,0.00
318,0.53,0.00,6.06,6.22,2.21,0.64,1.87,5.43,44.29,10.90,7.58,3.32,7.79,0.45,1.39,1.32,0.00
319,2.10,0.00,10.94,9.45,2.21,0.33,0.48,7.96,23.74,25.41,7.73,2.38,3.23,0.10,3.40,0.54,0.00
320,3.27,0.00,10.50,13.32,7.53,3.11,2.33,5.28,31.94,8.81,6.64,2.49,1.00,0.05,2.91,0.82,0.00
321,1.27,0.00,12.24,11.39,4.45,1.55,0.53,3.60,23.16,9.69,6.91,7.16,10.50,1.30,4.29,1.95,0.00
322,2.50,0.00,6.01,3.72,1.91,1.00,2.67,8.36,35.47,9.01,14.62,5.10,3.92,0.25,3.35,2.12,0.00
323,0.87,0.00,5.93,3.35,1.22,0.49,0.56,8.27,20.07,9.82,10.31,4.14,22.22,2.96,7.92,1.88,0.00
324,0.12,0.00,1.70,0.19,0.05,0.02,0.01,4.89,10.98,0.01,76.65,4.54,0.30,0.50,0.03,0.00,0.00
325,2.82,0.00,3.72,0.26,0.07,0.03,0.01,3.34,20.12,0.01,45.20,22.54,1.01,0.86,0.03,0.00,0.00
326,0.94,0.00,4.73,1.40,0.62,0.16,0.13,8.57,36.93,0.01,33.92,12.01,0.18,0.16,0.22,0.00,0.00
327,0.03,0.00,1.71,0.33,0.07,0.01,0.02,1.15,1.19,0.00,94.43,0.67,0.00,0.20,0.14,0.04,0.00
328,0.13,0.00,5.70,0.87,0.15,0.04,0.09,2.22,3.65,0.21,57.05,11.26,2.56,13.83,2.16,0.07,0.00
329,0.06,0.00,1.19,0.61,0.15,0.06,0.41,0.91,0.84,0.01,85.87,9.51,0.02,0.07,0.29,0.04,0.00
330,0.30,0.00,2.43,1.64,0.39,0.05,0.25,0.22,0.29,0.05,63.15,15.74,9.35,3.25,2.47,0.41,0.00
331,5.50,0.00,3.47,5.23,5.02,1.82,0.45,0.95,0.09,0.53,29.25,11.33,6.15,18.66,6.68,4.14,0.74
332,2.15,0.00,8.31,4.44,2.71,1.49,0.07,8.40,1.41,0.13,4.59,28.37,18.40,17.56,1.83,0.15,0.00
333,0.52,0.00,5.28,1.14,0.25,0.09,0.05,9.59,2.79,1.39,13.58,3.37,53.92,3.47,4.39,0.17,0.00
334,5.11,0.00,3.88,0.72,0.38,0.17,0.36,7.65,1.40,0.24,2.49,11.43,27.71,29.34,7.98,1.13,0.00
335,5.10,0.00,2.96,3.51,0.37,0.14,0.09,20.33,1.15,1.24,4.45,6.59,42.33,3.75,7.91,0.08,0.00
336,0.88,0.00,4.31,1.47,0.31,0.07,0.51,14.56,3.59,5.04,22.60,4.23,34.12,3.28,4.77,0.26,0.00
337,0.69,0.00,5.09,1.09,0.24,0.07,0.09,9.91,1.19,4.95,13.16,3.46,52.07,3.94,3.74,0.33,0.00
338,0.82,0.00,1.73,5.79,0.76,0.33,0.07,10.66,0.49,0.04,5.92,0.62,60.72,7.05,4.98,0.04,0.00
339,1.79,0.00,5.69,1.97,0.26,0.04,0.01,6.24,50.03,10.12,11.11,0.64,9.39,0.42,2.10,0.16,0.00
340,3.85,0.00,2.45,0.96,0.19,0.05,0.28,9.55,0.77,0.91,6.83,2.68,27.98,20.87,21.44,1.19,0.00
341,1.08,0.00,6.09,5.67,3.44,1.66,0.22,2.08,2.61,1.02,4.16,2.32,29.03,30.65,7.07,2.90,0.00
342,0.18,0.00,3.94,1.45,1.14,0.39,0.30,2.42,0.19,0.05,21.79,4.03,19.51,40.41,2.79,1.41,0.00
343,3.43,0.00,4.15,1.86,1.14,0.34,0.47,8.65,2.89,2.99,5.19,1.91,28.71,9.89,24.27,4.11,0.00
344,0.03,0.00,3.25,0.43,0.04,0.00,1.42,2.94,2.69,0.04,28.05,47.60,8.62,1.95,1.86,1.08,0.00
345,0.72,0.00,6.43,5.83,2.72,0.71,0.78,0.24,0.07,0.05,9.76,3.92,13.17,53.60,0.99,1.01,0.00
346,2.20,0.00,5.98,8.33,5.56,1.35,1.18,1.40,0.09,0.21,10.12,5.53,7.57,43.54,4.91,1.84,0.21
347,25.09,0.00,0.39,1.12,0.42,0.20,0.47,0.03,0.05,0.07,0.18,0.69,1.89,2.04,2.09,65.26,0.00
348,9.05,0.00,3.51,2.65,1.50,0.74,4.34,2.58,0.39,0.04,3.26,9.91,5.01,1.68,7.35,47.99,0.00
349,2.42,0.00,2.62,1.76,1.17,0.44,14.60,1.02,0.26,0.03,16.47,27.06,0.35,1.20,7.56,23.01,0.03
350,0.72,0.00,5.44,9.43,0.95,0.53,0.04,0.78,0.17,0.54,0.96,0.46,20.64,52.32,6.42,0.61,0.00
351,2.07,0.00,3.44,3.40,0.53,0.20,0.07,11.38,31.94,9.18,12.05,1.02,13.06,0.74,10.73,0.20,0.00
352,7.84,0.00,1.51,1.21,0.16,0.07,0.26,4.12,13.95,3.53,3.76,0.93,5.79,0.88,54.23,1.76,0.00
353,2.26,0.00,2.93,3.03,0.40,0.12,0.07,8.44,38.77,6.00,14.01,0.70,8.39,2.26,12.32,0.32,0.00
354,1.01,0.00,3.97,0.96,0.19,0.06,0.08,29.45,15.98,5.52,1.13,9.93,29.14,0.29,2.03,0.28,0.00
355,3.35,0.00,4.17,1.93,0.26,0.09,0.16,2.51,42.46,8.50,12.95,5.73,6.73,0.15,10.54,0.46,0.00
356,0.65,0.00,4.29,3.47,0.62,0.20,0.17,1.44,27.16,10.85,12.11,8.72,6.61,1.15,21.77,0.80,0.00
357,6.60,0.00,2.66,3.33,0.70,0.25,0.71,4.89,1.90,0.94,5.84,2.22,25.59,27.28,15.74,1.35,0.00
358,0.46,0.00,3.88,1.32,0.26,0.08,0.19,22.99,21.69,8.47,2.25,3.56,31.72,0.84,2.25,0.05,0.00
359,2.08,0.00,4.45,0.77,0.08,0.02,0.03,27.81,33.83,15.78,1.30,4.50,9.08,0.03,0.24,0.01,0.00
360,2.77,0.00,4.14,1.25,0.38,0.15,0.12,42.83,23.33,15.91,0.75,2.67,5.46,0.04,0.18,0.02,0.00
361,5.19,0.00,4.53,1.05,0.12,0.03,0.06,37.69,21.81,13.66,0.88,2.91,11.35,0.06,0.61,0.04,0.00
362,1.22,0.00,3.39,1.42,0.38,0.15,0.03,40.73,29.52,10.55,1.13,3.13,7.39,0.24,0.70,0.02,0.00
363,0.86,0.00,3.05,0.20,0.01,0.00,0.00,29.58,42.58,8.29,2.48,10.59,2.05,0.01,0.27,0.03,0.00
364,3.93,0.00,4.01,0.45,0.09,0.01,0.02,24.14,14.78,8.25,0.93,8.09,32.80,0.17,2.28,0.05,0.00
365,0.40,0.00,2.23,0.41,0.02,0.00,0.07,42.91,28.84,11.83,1.37,4.83,6.73,0.21,0.14,0.00,0.00
366,13.13,0.00,2.72,1.71,0.46,0.21,0.67,9.87,2.82,2.15,0.50,1.78,30.85,23.25,8.02,1.88,0.00
367,1.83,0.00,3.69,1.51,0.21,0.07,0.04,27.98,16.78,8.57,0.55,1.42,35.43,1.03,0.85,0.04,0.00
368,3.90,0.00,4.52,2.52,0.64,0.23,0.19,19.80,8.52,5.69,1.44,6.06,42.85,0.86,2.65,0.14,0.00
369,4.38,0.00,4.02,0.53,0.14,0.07,0.16,43.79,1.08,1.22,0.34,21.97,20.89,0.81,0.54,0.05,0.00
370,0.03,0.00,2.66,0.19,0.02,0.00,0.02,79.47,2.87,0.68,0.03,1.88,11.97,0.01,0.16,0.00,0.00
371,1.21,0.00,3.18,0.61,0.12,0.03,0.04,61.87,9.07,4.57,0.53,2.99,15.36,0.05,0.33,0.01,0.00
372,1.41,0.00,5.20,2.59,0.84,0.33,0.19,26.87,0.85,1.03,0.45,1.01,55.11,3.50,0.63,0.01,0.00
373,1.91,0.00,4.05,0.53,0.11,0.02,0.06,60.70,2.81,1.66,0.28,3.12,24.25,0.07,0.42,0.01,0.00
374,4.13,0.00,3.48,0.79,0.15,0.03,0.19,56.23,7.74,4.65,0.38,1.60,20.30,0.10,0.23,0.00,0.00
375,0.25,0.00,4.06,1.06,0.21,0.06,0.04,48.24,2.31,3.91,0.28,1.75,36.95,0.51,0.37,0.00,0.00
376,3.59,0.00,4.06,0.80,0.19,0.05,0.12,63.51,3.14,1.38,0.51,1.92,18.30,1.54,0.73,0.15,0.00
377,0.46,0.00,3.43,1.14,0.22,0.05,0.33,64.79,3.35,6.71,0.22,1.72,16.58,0.31,0.69,0.02,0.00
378,0.45,0.00,3.85,0.37,0.05,0.01,0.12,71.99,4.36,4.24,0.89,2.09,10.69,0.41,0.47,0.01,0.00
379,0.33,0.00,3.01,0.15,0.02,0.00,0.17,74.48,5.39,7.16,0.56,1.16,6.91,0.03,0.57,0.04,0.00
380,0.70,0.00,4.99,3.49,1.03,0.37,0.22,59.30,3.00,3.07,0.09,2.05,18.29,2.85,0.54,0.01,0.00
381,1.55,0.00,3.36,0.60,0.09,0.01,0.11,69.39,3.69,4.88,0.08,1.59,11.40,1.78,1.24,0.23,0.00
382,0.22,0.00,4.16,1.18,0.17,0.05,0.05,24.32,0.90,0.84,1.12,0.34,47.21,18.43,0.99,0.01,0.00
383,8.66,0.00,9.25,17.84,14.94,6.39,1.35,2.63,2.73,2.25,2.29,1.74,15.23,5.59,5.37,3.74,0.00
384,3.32,0.00,4.79,7.47,3.92,1.60,0.52,0.45,3.04,1.45,1.29,1.65,28.39,32.84,8.22,1.05,0.00
385,0.70,0.00,4.46,8.65,4.65,1.64,0.27,0.68,3.55,1.93,0.84,1.52,40.74,26.70,2.91,0.75,0.00
386,0.67,0.00,4.90,3.03,0.84,0.15,0.64,2.38,32.94,12.03,9.99,8.20,16.75,6.18,1.12,0.18,0.00
387,1.00,0.00,3.59,1.32,0.12,0.03,0.05,18.65,0.09,0.58,0.98,2.26,42.00,27.39,1.81,0.13,0.00
388,2.29,0.00,5.71,2.89,0.92,0.43,0.09,12.59,0.06,0.26,0.09,19.07,40.48,14.35,0.66,0.10,0.00
389,1.06,0.00,5.70,3.45,0.83,0.30,0.10,14.39,0.07,0.26,0.36,2.27,43.88,25.07,2.14,0.14,0.00
