uniqid_eco4,NWALT02_11_eco4,NWALT02_12_eco4,NWALT02_21_eco4,NWALT02_22_eco4,NWALT02_23_eco4,NWALT02_24_eco4,NWALT02_25_eco4,NWALT02_26_eco4,NWALT02_27_eco4,NWALT02_31_eco4,NWALT02_32_eco4,NWALT02_33_eco4,NWALT02_41_eco4,NWALT02_43_eco4,NWALT02_44_eco4,NWALT02_45_eco4,NWALT02_46_eco4,NWALT02_50_eco4,NWALT02_60_eco4,NWALT02_9999_eco4
65,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,1.05,87.12,11.76,0.00
66,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,99.23,0.00,0.00
67,0.01,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.02,0.01,1.78,88.70,9.31,0.00
68,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.69,60.12,39.13,0.00
69,0.03,0.12,0.26,0.04,0.01,0.01,0.01,0.07,0.15,0.00,0.09,0.05,0.05,1.54,4.00,1.09,12.79,79.51,0.17,0.00
70,0.01,0.01,0.41,0.46,0.17,0.19,0.81,0.62,0.25,0.15,1.38,0.01,0.09,0.08,0.05,0.00,3.45,74.04,17.83,0.00
71,0.03,0.00,0.06,0.01,0.00,0.01,0.00,0.01,0.02,0.00,0.19,0.00,0.03,0.00,0.02,0.00,1.69,61.06,36.86,0.00
72,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,65.87,33.96,0.00
73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.94,59.06,0.00
74,8.18,0.41,0.33,0.21,0.03,0.17,0.18,0.72,0.16,0.03,1.58,0.01,0.07,0.91,0.59,0.04,0.19,75.41,10.78,0.00
75,2.14,0.00,0.11,0.01,0.06,0.01,0.00,0.17,0.06,0.00,0.66,0.00,1.06,0.11,0.04,0.00,0.02,86.00,9.52,0.00
76,0.02,0.01,0.21,0.11,0.01,0.03,0.00,0.55,0.27,0.00,0.98,0.01,0.06,0.24,0.13,0.00,0.05,77.69,19.62,0.00
77,0.00,0.00,0.23,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.00,0.01,0.05,0.02,0.00,0.00,45.33,54.31,0.00
78,0.00,0.00,0.08,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,99.58,0.00
79,0.12,0.00,0.53,0.41,0.27,0.12,0.48,1.56,0.47,1.08,2.32,0.06,0.15,0.80,1.23,0.53,3.00,78.01,8.86,0.00
80,0.00,0.00,0.06,0.00,0.03,0.01,0.00,0.02,0.03,0.03,0.14,0.02,0.04,0.00,0.00,0.01,0.33,57.34,41.95,0.00
81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,21.03,78.71,0.00
82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
83,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,71.36,28.33,0.00
84,0.00,0.00,0.06,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,27.50,72.40,0.00
85,0.62,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,51.97,47.09,0.00
86,0.49,0.06,0.44,0.02,0.00,0.00,0.01,0.03,0.03,0.00,0.30,0.01,0.00,0.09,0.44,0.55,1.46,95.91,0.16,0.00
87,1.53,0.04,0.39,0.17,0.01,0.00,0.07,0.06,0.32,0.00,0.03,0.00,0.00,7.50,26.36,4.15,45.75,13.61,0.00,0.00
88,20.25,0.36,0.74,0.54,0.14,0.16,0.18,1.31,0.86,0.01,2.22,0.01,0.00,19.45,23.65,2.68,13.71,13.73,0.00,0.00
89,1.39,0.03,1.07,0.40,0.01,0.00,0.00,0.90,0.57,0.00,1.18,0.00,0.00,3.64,6.95,0.25,6.61,77.01,0.00,0.00
90,0.50,0.02,0.19,0.01,0.00,0.00,0.00,0.01,0.05,0.00,0.49,0.00,0.00,0.28,1.06,0.71,45.75,50.92,0.00,0.00
91,0.03,0.00,0.16,0.04,0.01,0.00,0.00,0.13,0.33,0.00,0.14,0.00,0.00,60.71,0.07,0.01,6.59,31.78,0.00,0.00
92,0.41,0.01,0.10,0.01,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.00,0.00,0.15,0.12,0.80,9.72,88.63,0.00,0.01
93,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.37,80.56,18.57,0.00
94,0.05,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.04,0.00,0.00,0.00,0.01,0.00,0.02,99.52,0.33,0.00
95,2.67,0.01,0.60,0.11,0.03,0.01,0.05,0.22,0.26,0.02,0.37,0.00,0.01,9.46,0.07,0.28,15.97,69.85,0.00,0.00
96,1.34,0.03,0.18,0.03,0.01,0.00,0.00,0.07,0.05,0.00,0.24,0.00,0.00,0.06,0.24,0.27,0.36,97.07,0.06,0.00
97,1.34,0.05,0.15,0.03,0.01,0.00,0.01,0.07,0.09,0.00,0.29,0.00,0.00,0.09,0.30,0.22,0.81,96.25,0.27,0.01
98,3.23,0.12,0.75,0.26,0.11,0.01,0.00,0.41,0.62,0.00,0.75,0.05,0.00,30.90,0.13,0.63,3.43,58.55,0.03,0.04
99,0.01,0.01,0.00,0.02,0.01,0.00,0.00,0.07,0.11,0.00,0.05,0.00,0.00,3.45,0.01,0.42,3.66,92.18,0.00,0.00
100,0.40,0.07,0.24,0.05,0.02,0.01,0.04,0.07,0.07,0.02,0.36,0.01,0.10,0.00,0.10,0.05,0.16,98.04,0.19,0.00
101,0.32,0.01,0.04,0.01,0.00,0.00,0.00,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.01,0.05,0.07,96.49,2.95,0.00
102,0.68,0.02,0.18,0.02,0.00,0.00,0.00,0.02,0.06,0.00,0.09,0.00,0.01,0.03,0.08,0.02,0.03,93.20,5.53,0.02
103,3.10,0.05,0.33,0.06,0.01,0.01,0.01,0.09,0.14,0.00,0.19,0.00,0.02,1.33,1.19,1.28,5.44,86.74,0.00,0.00
104,1.88,0.03,1.28,2.71,0.95,0.80,4.23,6.38,1.62,2.06,5.35,0.17,0.01,10.06,1.45,2.09,6.25,52.66,0.02,0.00
105,5.00,0.20,0.49,0.12,0.10,0.03,0.04,0.28,0.51,0.00,0.99,0.01,0.00,1.04,3.61,0.36,0.27,86.63,0.32,0.00
106,14.06,0.23,0.50,0.18,0.05,0.01,0.06,0.22,0.27,0.00,1.36,0.01,0.01,0.87,0.96,1.53,1.66,77.57,0.42,0.00
107,4.18,0.03,0.23,0.04,0.02,0.04,0.02,0.32,0.22,0.07,1.22,0.06,0.00,5.81,0.11,0.32,2.17,85.06,0.07,0.00
108,0.98,0.06,0.00,0.00,0.00,0.03,0.00,0.03,0.11,0.00,0.21,0.00,0.04,0.01,0.05,0.41,0.93,97.12,0.00,0.00
109,0.04,0.01,0.12,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.05,1.33,98.19,0.20,0.02
110,0.57,0.01,0.06,0.01,0.00,0.00,0.00,0.01,0.02,0.00,0.02,0.00,0.00,0.03,0.05,0.06,0.10,94.58,4.47,0.01
111,0.09,0.04,0.07,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.19,0.17,0.01,2.01,88.88,8.54,0.00
112,0.06,0.01,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.99,53.86,0.00
113,0.22,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,51.24,48.18,0.00
114,0.05,0.15,0.04,0.06,0.00,0.08,0.03,0.12,0.05,0.00,0.44,0.00,0.00,0.03,0.11,0.02,12.50,86.10,0.21,0.00
115,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.01,0.00,0.00,25.84,73.69,0.00
116,0.53,0.10,0.06,0.02,0.00,0.01,0.00,0.06,0.05,0.00,0.15,0.01,0.00,0.48,0.81,0.50,36.05,61.11,0.07,0.00
117,9.09,1.53,0.34,0.17,0.03,0.11,0.00,0.30,0.25,0.00,0.87,0.01,0.00,2.71,6.38,3.50,8.39,57.42,8.89,0.00
118,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,51.87,43.85,0.00
119,0.03,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.18,0.05,0.00,0.49,68.73,30.48,0.00
120,0.24,0.01,0.05,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.10,0.07,1.70,50.05,47.73,0.00
121,0.19,0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.01,0.01,0.03,0.01,2.44,71.32,25.88,0.00
122,0.18,0.33,0.43,0.17,0.10,0.08,0.09,0.40,0.12,0.16,0.43,0.02,0.05,1.15,0.72,4.92,25.58,64.26,0.82,0.00
123,0.42,0.35,0.54,0.12,0.12,0.03,0.09,0.16,0.25,0.01,0.17,0.02,0.09,5.40,11.06,2.38,40.39,38.20,0.20,0.00
124,0.07,0.10,0.11,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.02,0.14,0.92,0.37,44.21,53.73,0.28,0.00
125,0.12,0.09,0.23,0.01,0.00,0.00,0.00,0.01,0.06,0.00,0.09,0.00,0.00,0.08,5.51,4.45,63.64,25.72,0.00,0.00
126,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,17.11,81.39,1.47,0.00
127,0.10,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,8.36,91.47,0.00,0.00
128,8.06,4.19,0.00,0.00,0.00,0.01,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.16,0.24,32.20,40.40,14.70,0.00
129,0.14,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.56,0.14,5.84,88.43,4.84,0.00
130,0.06,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.31,0.22,21.74,77.30,0.31,0.00
131,0.13,0.02,0.20,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.03,0.02,0.13,0.04,7.61,90.73,1.07,0.00
132,0.02,0.02,0.26,0.01,0.00,0.00,0.00,0.01,0.04,0.00,0.55,0.00,0.01,0.07,0.18,0.11,13.41,85.25,0.06,0.00
133,0.37,0.68,1.03,0.16,0.10,0.04,0.08,0.13,0.29,0.00,0.15,0.07,0.41,5.18,11.28,3.43,41.28,35.33,0.01,0.00
134,0.01,0.03,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.29,0.02,7.15,92.38,0.00,0.00
135,0.96,0.02,0.10,0.02,0.00,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.01,0.06,0.13,0.01,2.66,89.36,6.62,0.00
136,0.05,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,22.96,76.20,0.00
137,0.06,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,4.50,66.32,29.01,0.00
138,0.12,0.01,0.35,0.04,0.02,0.03,0.01,0.12,0.09,0.08,0.42,0.00,0.03,0.01,0.37,0.98,3.83,90.47,3.02,0.00
139,0.14,0.01,0.36,0.04,0.03,0.00,0.03,0.11,0.04,0.01,0.37,0.00,0.28,0.00,0.01,0.66,1.61,95.68,0.63,0.00
140,0.43,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.00,4.49,91.46,3.55,0.00
141,0.01,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,17.32,80.36,2.25,0.00
142,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,4.57,95.33,0.00,0.00
143,0.18,0.30,0.07,0.00,0.00,0.01,0.00,0.00,0.04,0.00,0.02,0.00,0.00,0.00,0.10,0.06,5.52,77.48,16.20,0.00
144,0.75,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.58,31.36,65.29,0.00
145,0.16,0.37,0.09,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.01,0.10,0.01,3.97,47.99,47.26,0.00
146,6.29,0.47,0.19,0.01,0.00,0.00,0.00,0.02,0.03,0.00,0.04,0.01,0.00,0.04,0.02,0.03,0.39,31.37,61.08,0.00
147,1.53,0.06,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.02,0.00,2.43,62.51,33.28,0.00
148,0.36,0.01,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.94,48.07,50.50,0.00
149,0.11,0.02,0.10,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.18,0.00,0.05,0.00,0.03,0.02,12.19,84.89,2.39,0.00
150,5.45,4.88,0.35,0.09,0.01,0.15,0.07,0.31,0.33,0.05,0.75,0.00,0.00,2.30,5.23,1.83,13.85,38.64,25.69,0.00
151,0.97,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.24,0.12,0.18,9.83,88.34,0.14,0.00
152,1.11,1.52,0.56,0.01,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,3.67,13.11,10.68,31.30,37.94,0.00,0.00
153,0.02,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.07,0.00,0.01,0.01,0.17,0.02,7.57,91.46,0.54,0.00
154,0.05,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.11,0.00,0.20,0.02,14.25,85.27,0.00,0.00
155,0.61,2.00,1.40,1.20,0.26,0.23,0.98,1.70,1.44,0.57,2.38,0.03,0.01,5.07,18.45,6.77,17.50,39.38,0.02,0.00
156,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.07,2.15,0.08,15.63,81.82,0.18,0.00
157,1.73,0.73,0.35,0.01,0.00,0.00,0.00,0.01,0.19,0.00,0.09,0.00,0.00,6.50,15.03,0.68,54.45,20.22,0.00,0.00
158,0.08,0.00,0.07,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.08,0.07,0.08,11.32,81.38,6.88,0.00
159,2.60,0.13,0.75,0.43,0.16,0.09,0.23,0.81,0.69,0.01,1.34,0.02,0.03,9.36,13.89,1.32,50.89,17.24,0.00,0.00
160,0.26,0.07,0.08,0.01,0.00,0.00,0.01,0.03,0.02,0.01,0.51,0.00,0.00,0.19,0.39,0.25,1.54,85.67,10.95,0.00
161,0.13,0.01,0.04,0.00,0.03,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.03,0.44,0.20,47.68,51.41,0.00,0.00
162,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,3.68,96.12,0.00,0.00
163,0.64,0.36,0.19,0.03,0.04,0.01,0.02,0.04,0.04,0.00,0.06,0.01,0.05,0.22,1.61,0.18,13.80,82.69,0.03,0.00
164,0.47,0.19,0.19,0.02,0.01,0.02,0.01,0.07,0.07,0.00,0.06,0.02,0.00,1.22,3.30,0.29,44.76,49.07,0.23,0.00
