uniqid_eco4,NLCD11_11_eco4,NLCD11_12_eco4,NLCD11_21_eco4,NLCD11_22_eco4,NLCD11_23_eco4,NLCD11_24_eco4,NLCD11_31_eco4,NLCD11_41_eco4,NLCD11_42_eco4,NLCD11_43_eco4,NLCD11_52_eco4,NLCD11_71_eco4,NLCD11_81_eco4,NLCD11_82_eco4,NLCD11_90_eco4,NLCD11_95_eco4,NLCD11_9999_eco4
194,0.17,0.00,0.38,0.13,0.02,0.00,5.60,3.42,29.08,0.02,55.45,4.04,1.17,0.13,0.38,0.01,0.00
195,3.19,0.00,0.45,0.11,0.04,0.00,24.90,0.01,0.63,0.00,51.80,17.58,0.24,0.03,1.02,0.02,0.00
196,0.08,0.00,0.30,0.07,0.00,0.00,8.53,9.40,46.86,0.43,32.35,1.06,0.59,0.00,0.31,0.02,0.00
197,0.70,0.00,1.17,0.72,0.11,0.03,4.41,0.02,0.84,0.00,77.46,0.92,10.35,0.07,3.14,0.06,0.00
198,0.34,0.00,1.33,0.32,0.01,0.00,0.43,2.81,30.48,0.14,49.74,0.06,13.08,0.08,1.11,0.05,0.00
199,0.09,0.00,0.55,0.15,0.05,0.00,15.79,0.00,0.58,0.00,40.76,41.18,0.46,0.03,0.35,0.01,0.00
200,0.00,0.00,0.15,0.06,0.01,0.00,1.56,0.00,0.12,0.00,66.70,30.91,0.18,0.18,0.12,0.00,0.00
201,0.26,5.49,0.07,0.01,0.00,0.00,27.70,1.67,20.44,0.10,0.37,40.95,0.00,0.00,2.63,0.31,0.00
202,0.22,0.33,0.25,0.08,0.03,0.01,1.20,8.74,69.70,1.67,4.52,11.55,0.04,0.00,1.51,0.16,0.00
203,0.14,0.00,0.68,0.24,0.04,0.01,0.10,7.02,55.28,0.54,23.21,10.75,0.49,0.01,1.24,0.26,0.00
204,0.27,0.00,0.80,0.36,0.11,0.02,0.15,2.85,28.32,0.04,44.65,18.86,1.93,0.10,1.11,0.43,0.00
205,0.27,0.07,0.33,0.15,0.07,0.01,0.95,28.12,45.29,5.35,4.25,13.62,0.18,0.00,1.16,0.17,0.00
206,0.34,0.00,0.41,0.12,0.02,0.01,0.11,27.64,40.26,1.74,18.10,8.35,1.52,0.01,1.21,0.16,0.00
207,0.25,0.01,0.16,0.03,0.01,0.00,2.00,16.50,55.57,2.83,1.35,18.53,0.03,0.00,2.22,0.50,0.00
208,0.09,0.00,0.37,0.14,0.02,0.00,0.35,6.76,57.39,0.86,10.61,21.88,0.23,0.00,1.12,0.16,0.00
209,1.68,0.00,0.94,0.36,0.10,0.01,0.09,3.34,4.18,0.04,65.47,10.30,9.36,0.02,2.70,1.39,0.00
210,1.18,0.00,1.50,0.27,0.05,0.01,0.19,1.46,5.84,0.17,5.53,76.45,2.93,0.07,1.72,2.64,0.00
211,0.08,0.00,0.78,0.37,0.02,0.00,0.02,0.12,2.26,0.01,70.14,21.57,2.99,0.32,0.72,0.60,0.00
212,0.00,0.00,0.22,0.05,0.00,0.00,0.72,0.00,29.05,0.00,67.84,2.12,0.00,0.00,0.01,0.00,0.00
213,0.27,0.02,2.59,1.89,0.42,0.04,0.03,0.03,0.65,0.00,34.39,8.82,40.53,1.58,4.48,4.25,0.00
214,0.52,0.00,0.97,1.04,0.16,0.02,0.00,0.00,0.02,0.00,72.11,6.93,11.71,0.16,2.83,3.52,0.00
215,0.00,0.00,0.00,0.00,0.00,0.00,1.26,0.01,60.80,0.02,37.69,0.23,0.00,0.00,0.00,0.00,0.00
216,0.00,0.00,0.11,0.17,0.02,0.00,13.42,0.02,1.28,0.00,76.00,5.45,1.24,0.16,0.97,1.15,0.00
217,0.13,0.00,1.06,0.62,0.08,0.01,0.11,0.02,15.80,0.00,67.95,12.27,1.03,0.25,0.57,0.11,0.00
218,2.69,0.00,9.06,9.30,3.18,0.84,0.84,0.16,0.05,0.00,21.16,9.25,12.35,20.13,10.70,0.28,0.00
219,0.56,0.00,1.90,0.85,0.32,0.06,0.01,0.01,5.70,0.00,53.91,35.81,0.05,0.57,0.24,0.01,0.00
220,0.14,0.00,0.74,0.28,0.15,0.03,1.10,0.00,1.55,0.00,59.86,34.05,0.63,1.07,0.28,0.11,0.00
221,0.09,0.00,0.34,0.17,0.06,0.01,0.51,0.00,14.45,0.00,65.90,18.31,0.06,0.05,0.04,0.03,0.00
222,0.02,0.00,0.66,0.20,0.06,0.00,32.39,0.00,41.20,0.00,19.94,5.52,0.00,0.00,0.00,0.00,0.00
223,0.01,0.00,0.46,0.17,0.02,0.00,0.69,0.00,1.70,0.00,41.56,55.37,0.00,0.01,0.00,0.00,0.00
224,0.04,0.00,2.36,2.16,1.38,0.29,0.99,0.00,0.18,0.00,71.81,20.26,0.11,0.14,0.24,0.03,0.00
225,0.03,0.00,0.34,0.15,0.02,0.00,0.60,0.00,6.44,0.00,77.63,14.56,0.06,0.00,0.17,0.00,0.00
226,0.04,0.00,0.41,0.21,0.03,0.00,0.38,0.00,0.09,0.00,86.72,11.71,0.09,0.05,0.15,0.11,0.00
227,0.08,0.00,0.58,0.41,0.13,0.01,1.32,0.00,0.00,0.00,89.71,5.78,0.07,0.00,1.42,0.49,0.00
228,0.03,0.00,0.30,0.04,0.00,0.00,4.28,0.00,13.80,0.00,62.62,18.83,0.01,0.00,0.06,0.02,0.00
229,0.01,0.00,0.03,0.00,0.00,0.00,2.56,0.00,61.93,0.00,29.71,5.66,0.00,0.00,0.09,0.00,0.00
230,0.00,0.00,0.16,0.07,0.00,0.00,4.34,0.00,12.19,0.00,77.64,5.59,0.00,0.00,0.00,0.00,0.00
231,0.14,0.00,0.69,0.08,0.02,0.00,4.22,0.00,0.17,0.00,73.70,20.34,0.06,0.04,0.22,0.31,0.00
232,0.02,0.00,0.42,0.05,0.01,0.00,4.56,0.00,0.01,0.00,73.57,21.17,0.02,0.01,0.09,0.07,0.00
233,0.05,0.00,0.43,0.08,0.00,0.00,1.67,0.00,0.26,0.00,74.61,22.87,0.00,0.00,0.03,0.00,0.00
234,0.77,0.00,0.01,0.00,0.00,0.00,22.48,0.00,5.74,0.00,66.27,4.59,0.00,0.00,0.12,0.01,0.00
235,0.00,0.00,0.01,0.00,0.00,0.00,1.64,0.00,13.75,0.01,80.05,4.54,0.00,0.00,0.00,0.01,0.00
236,0.00,0.00,0.09,0.00,0.00,0.00,0.28,0.00,93.90,0.00,4.49,1.23,0.00,0.00,0.00,0.00,0.00
237,0.00,0.00,0.94,0.27,0.09,0.02,0.11,0.00,0.41,0.00,84.25,13.62,0.19,0.00,0.01,0.08,0.00
238,0.00,0.00,0.11,0.02,0.00,0.00,0.02,0.04,3.36,0.00,86.86,9.47,0.00,0.01,0.12,0.00,0.00
239,0.01,0.00,0.49,0.21,0.07,0.02,0.46,0.00,41.92,0.00,51.04,5.55,0.04,0.04,0.09,0.05,0.00
240,0.07,0.00,0.65,0.19,0.11,0.03,0.09,0.16,88.27,0.01,5.92,4.41,0.00,0.00,0.01,0.10,0.00
241,0.07,0.00,0.16,0.04,0.00,0.00,0.30,5.98,78.77,0.03,5.38,9.18,0.00,0.00,0.00,0.09,0.00
242,0.08,0.00,0.55,0.16,0.03,0.00,0.09,0.08,40.31,0.00,46.18,12.41,0.01,0.01,0.04,0.06,0.00
243,0.00,0.00,1.20,0.07,0.02,0.01,0.01,0.82,84.52,0.05,7.01,6.24,0.02,0.00,0.01,0.00,0.00
244,0.01,0.00,0.14,0.00,0.00,0.00,0.00,5.93,68.56,1.11,18.93,5.29,0.00,0.00,0.01,0.00,0.00
245,0.03,0.00,0.63,0.33,0.09,0.02,0.39,0.17,7.43,0.01,89.52,0.93,0.18,0.00,0.20,0.07,0.00
246,1.24,0.00,1.03,0.39,0.10,0.02,0.00,0.10,17.77,0.00,8.97,70.02,0.00,0.00,0.00,0.36,0.00
247,0.10,0.00,0.32,0.05,0.01,0.00,1.40,0.00,57.95,0.00,32.41,7.66,0.00,0.00,0.06,0.02,0.00
248,0.08,0.00,0.72,0.14,0.03,0.00,8.63,0.00,55.62,0.00,34.38,0.40,0.00,0.00,0.00,0.00,0.00
249,0.01,0.00,0.33,0.09,0.01,0.00,0.08,0.26,86.84,0.00,11.33,1.01,0.00,0.00,0.02,0.01,0.00
250,0.32,0.00,1.21,0.55,0.29,0.09,2.80,0.00,0.02,0.00,88.65,4.27,0.01,1.41,0.23,0.15,0.01
251,0.03,0.00,0.50,0.09,0.02,0.00,0.57,0.00,0.14,0.00,86.78,11.32,0.02,0.40,0.08,0.04,0.00
252,0.01,0.00,0.24,0.12,0.02,0.00,0.68,0.04,1.07,0.00,93.31,4.14,0.05,0.11,0.17,0.01,0.03
253,0.01,0.00,0.08,0.01,0.00,0.00,0.00,0.27,29.91,0.00,61.69,8.02,0.00,0.01,0.00,0.00,0.00
254,0.01,0.00,0.51,0.11,0.02,0.00,0.14,0.01,0.17,0.00,94.23,4.41,0.00,0.05,0.30,0.02,0.00
255,3.98,0.00,6.20,6.78,2.49,0.85,0.56,0.00,0.14,0.00,31.19,0.54,0.64,38.04,7.33,1.21,0.04
256,0.00,0.00,0.28,0.14,0.01,0.00,63.12,0.00,0.00,0.00,17.66,18.79,0.00,0.00,0.00,0.00,0.00
257,0.02,0.00,0.08,0.03,0.01,0.00,75.14,0.00,0.00,0.00,20.25,4.12,0.01,0.04,0.31,0.01,0.00
258,0.09,0.00,0.78,0.28,0.05,0.01,0.32,0.60,16.01,0.26,0.28,76.82,0.25,2.59,1.02,0.65,0.00
259,0.18,0.00,2.55,0.12,0.03,0.01,0.11,0.05,0.00,0.00,10.92,61.62,0.86,23.14,0.19,0.23,0.00
260,0.27,0.00,2.50,0.42,0.26,0.06,0.18,0.05,0.05,0.00,3.48,71.39,0.79,19.71,0.57,0.27,0.00
261,0.24,0.00,3.51,0.86,0.44,0.17,0.06,0.09,0.01,0.00,0.79,26.07,2.67,64.45,0.36,0.26,0.00
262,0.09,0.00,3.93,0.49,0.08,0.03,0.05,0.00,0.00,0.00,4.52,43.10,0.01,47.57,0.02,0.11,0.00
263,0.15,0.00,1.42,0.19,0.03,0.00,0.46,0.04,5.12,0.01,10.46,72.21,0.28,8.98,0.42,0.24,0.00
264,0.09,0.00,0.80,0.17,0.01,0.00,0.26,0.01,0.17,0.00,7.08,83.42,0.61,6.52,0.33,0.52,0.00
265,2.51,0.00,3.92,0.89,0.27,0.10,0.36,0.17,0.05,0.00,2.52,41.51,1.04,42.14,2.47,2.04,0.00
266,0.31,0.00,5.07,0.87,0.24,0.12,0.08,0.06,0.02,0.01,7.93,35.15,0.00,49.61,0.03,0.49,0.00
267,0.05,0.00,1.96,0.13,0.03,0.01,1.47,0.00,0.00,0.00,57.25,31.29,0.00,7.80,0.00,0.01,0.00
268,0.03,0.00,2.68,0.60,0.28,0.09,0.28,0.01,0.00,0.01,51.79,33.98,0.00,9.80,0.13,0.32,0.00
269,4.28,0.00,9.74,14.76,7.48,1.96,0.44,0.40,0.51,0.01,4.76,22.10,6.84,20.89,3.94,1.89,0.00
270,0.31,0.00,2.41,0.34,0.07,0.02,0.25,0.29,0.01,0.02,16.72,71.15,0.19,7.72,0.45,0.06,0.00
271,0.30,0.00,3.32,0.34,0.08,0.02,0.97,0.24,0.27,0.30,43.95,28.95,0.11,21.02,0.10,0.02,0.00
272,0.39,0.00,1.44,0.13,0.02,0.00,0.53,0.55,2.93,0.18,65.54,24.70,0.01,3.46,0.10,0.01,0.00
273,0.36,0.00,0.77,0.20,0.04,0.01,0.20,0.04,0.44,0.00,49.39,46.85,0.00,1.44,0.05,0.23,0.00
274,0.34,0.00,2.11,0.49,0.22,0.07,0.19,0.01,0.14,0.00,6.11,79.26,0.24,9.59,0.36,0.87,0.00
275,0.02,0.00,0.28,0.01,0.00,0.00,0.01,0.16,17.86,0.00,26.80,53.83,0.00,0.37,0.18,0.47,0.00
276,0.03,0.00,0.27,0.00,0.00,0.00,0.00,0.00,9.74,0.00,42.23,46.97,0.04,0.33,0.24,0.16,0.00
277,0.03,0.00,0.54,0.09,0.02,0.00,0.04,0.07,16.55,0.00,39.95,42.33,0.04,0.12,0.07,0.14,0.00
278,0.05,0.00,6.65,2.10,1.18,0.22,0.18,1.95,22.21,0.00,19.39,44.70,0.03,0.11,0.51,0.74,0.00
279,0.06,0.00,4.50,2.95,1.94,0.53,0.40,0.07,1.66,0.00,3.47,81.69,0.09,1.12,0.34,1.17,0.00
280,1.10,0.00,1.61,0.22,0.04,0.01,0.49,0.00,0.00,0.00,31.11,59.54,0.08,5.06,0.24,0.50,0.00
281,0.31,0.00,0.59,0.13,0.04,0.01,0.04,0.01,3.63,0.00,7.17,86.70,0.05,0.50,0.14,0.67,0.00
282,0.10,0.00,0.06,0.01,0.00,0.00,0.00,0.15,22.64,0.00,47.77,29.18,0.00,0.00,0.04,0.05,0.00
283,0.32,0.00,0.42,0.06,0.01,0.00,0.06,0.01,0.15,0.00,38.04,59.92,0.00,0.42,0.22,0.36,0.00
284,0.00,0.00,0.78,0.06,0.01,0.00,0.10,0.00,0.48,0.00,11.95,86.22,0.00,0.38,0.00,0.02,0.00
285,0.80,0.00,2.67,0.19,0.06,0.01,2.41,0.00,0.01,0.00,21.85,64.45,0.00,4.79,0.00,2.76,0.00
286,0.00,0.00,0.34,0.03,0.00,0.00,0.00,0.00,0.18,0.00,70.47,28.79,0.03,0.15,0.00,0.00,0.00
287,1.18,0.00,3.79,0.86,0.15,0.05,0.01,3.57,0.01,0.06,0.01,47.01,1.11,41.58,0.56,0.05,0.00
288,0.72,0.00,3.11,0.60,0.08,0.02,0.08,0.65,0.02,0.07,0.05,45.20,0.58,47.67,1.08,0.07,0.00
289,1.19,0.00,4.22,1.01,0.23,0.10,0.02,0.95,0.00,0.00,0.04,33.60,0.08,57.31,0.91,0.33,0.00
290,1.25,0.00,4.51,1.85,0.61,0.24,0.06,2.14,0.20,0.03,0.03,29.74,0.94,57.44,0.85,0.12,0.00
291,0.49,0.00,3.26,0.78,0.09,0.02,0.04,1.46,0.07,0.17,0.01,58.39,0.68,32.95,1.03,0.55,0.00
292,0.58,0.00,3.87,0.89,0.17,0.06,0.01,1.82,0.00,0.01,0.00,14.51,0.41,76.90,0.51,0.26,0.00
293,2.18,0.00,4.33,2.20,0.84,0.29,0.12,0.44,0.00,0.00,0.09,16.36,0.95,63.83,6.54,1.83,0.00
294,0.45,0.00,5.66,0.73,0.32,0.14,0.33,0.71,0.36,0.49,35.59,17.58,0.54,36.93,0.14,0.02,0.00
295,1.34,0.00,4.72,0.90,0.45,0.17,0.59,3.43,0.43,0.00,11.74,55.91,1.00,19.20,0.05,0.05,0.00
296,0.68,0.00,4.46,0.30,0.10,0.04,0.03,2.09,2.33,0.00,57.10,24.77,0.51,7.40,0.09,0.09,0.00
297,2.59,0.00,3.23,0.31,0.10,0.04,0.05,5.82,1.33,3.40,16.09,57.46,0.14,9.14,0.07,0.23,0.00
298,0.75,0.00,4.26,0.60,0.14,0.03,0.28,2.28,3.52,1.17,4.44,50.28,0.17,31.34,0.48,0.27,0.00
299,0.58,0.00,4.80,0.71,0.20,0.11,0.07,0.04,0.02,1.40,32.18,4.91,0.00,54.46,0.41,0.10,0.00
300,0.49,0.00,2.67,0.87,0.27,0.01,0.64,0.49,6.38,0.02,0.31,72.79,0.02,14.97,0.02,0.04,0.00
301,1.72,0.00,5.63,2.32,1.66,0.79,0.23,10.64,1.27,0.01,0.09,49.38,3.62,22.26,0.20,0.19,0.00
302,29.06,0.00,1.14,0.66,0.04,0.00,30.56,0.91,0.00,0.00,0.01,26.42,0.00,3.28,3.86,4.04,0.00
303,0.72,0.00,3.90,0.40,0.14,0.05,0.13,0.28,2.25,0.70,12.23,54.18,0.03,24.81,0.11,0.06,0.00
304,0.68,0.00,2.07,0.19,0.04,0.01,0.48,4.66,0.13,0.13,1.03,83.39,0.18,6.70,0.01,0.32,0.00
305,1.86,0.00,3.34,0.98,0.22,0.07,0.06,5.28,0.06,0.09,0.05,65.17,8.43,13.01,1.11,0.27,0.00
306,2.55,0.00,5.60,1.13,0.40,0.15,0.14,38.23,0.23,0.03,0.03,35.50,13.13,2.74,0.07,0.06,0.00
307,7.56,0.00,7.47,4.59,2.66,1.06,0.27,22.53,1.91,0.00,0.05,34.97,11.83,3.48,1.29,0.34,0.00
308,1.31,0.00,5.84,0.79,0.24,0.09,0.23,12.70,6.31,0.00,18.55,42.81,5.54,5.06,0.49,0.05,0.00
309,3.10,0.00,7.19,4.63,2.55,1.24,0.37,7.26,4.25,0.01,0.13,51.43,10.22,6.46,1.13,0.04,0.00
310,0.93,0.00,4.55,0.89,0.48,0.17,0.20,8.79,12.87,0.00,23.39,40.71,1.92,3.80,1.27,0.01,0.00
311,3.73,0.00,3.68,0.30,0.10,0.03,0.05,5.76,23.71,0.00,10.37,49.23,0.12,2.47,0.43,0.02,0.00
312,1.03,0.00,3.57,1.08,0.39,0.18,0.44,25.68,1.34,0.00,0.00,44.80,17.76,3.68,0.02,0.00,0.00
313,1.02,0.00,4.32,0.65,0.28,0.11,0.03,17.54,3.28,0.01,0.02,56.08,2.25,14.38,0.01,0.04,0.00
314,1.22,0.00,1.89,0.49,0.16,0.04,0.87,25.78,9.50,0.00,0.00,54.94,3.18,1.80,0.00,0.13,0.00
315,0.82,0.00,6.81,9.03,3.72,1.74,0.78,10.77,2.89,5.96,2.72,1.09,33.25,11.09,5.81,3.48,0.02
316,2.62,0.00,8.90,11.43,7.25,3.94,1.15,5.54,4.03,9.13,3.46,2.46,23.25,9.57,4.26,3.02,0.00
317,1.35,0.00,5.33,5.75,1.77,0.80,0.78,2.18,55.24,5.52,3.41,4.16,10.06,0.21,1.53,1.91,0.00
318,0.56,0.00,6.04,6.22,2.35,0.69,1.63,5.30,42.01,10.49,9.45,4.41,7.73,0.44,1.39,1.29,0.00
319,2.11,0.00,11.01,9.73,2.86,0.42,0.72,7.74,22.53,24.22,9.17,2.45,3.01,0.10,3.39,0.55,0.00
320,3.27,0.00,10.22,13.17,8.40,3.44,1.98,5.11,27.50,8.44,9.26,4.50,0.96,0.05,2.88,0.82,0.00
321,1.27,0.00,11.91,11.47,5.67,2.00,0.48,3.40,20.97,9.02,8.34,7.78,10.17,1.29,4.34,1.89,0.00
322,2.63,0.00,6.01,3.68,2.00,1.09,2.34,7.81,30.99,7.90,20.52,5.45,3.86,0.24,3.43,2.05,0.00
323,0.86,0.00,5.85,3.27,1.38,0.57,0.53,7.82,17.03,8.99,13.71,5.08,22.13,2.96,7.92,1.88,0.00
324,0.12,0.00,1.69,0.20,0.07,0.02,0.03,4.65,10.41,0.01,77.09,4.78,0.30,0.59,0.03,0.00,0.00
325,2.66,0.00,3.69,0.27,0.10,0.04,0.04,3.23,19.55,0.01,45.75,22.71,1.02,0.91,0.03,0.00,0.00
326,0.94,0.00,4.84,1.71,1.03,0.28,0.26,8.03,35.02,0.01,34.95,12.32,0.18,0.21,0.22,0.00,0.00
327,0.05,0.00,1.77,0.42,0.10,0.01,0.04,1.12,1.14,0.00,92.60,2.31,0.00,0.21,0.17,0.06,0.00
328,0.15,0.00,5.67,0.87,0.19,0.05,0.20,2.25,3.56,0.20,56.00,11.41,2.62,14.58,2.16,0.09,0.00
329,0.15,0.00,1.21,0.63,0.17,0.06,0.51,0.89,0.82,0.01,85.77,9.20,0.18,0.09,0.29,0.04,0.00
330,0.48,0.00,2.48,1.68,0.45,0.07,0.88,0.21,0.28,0.05,62.01,16.08,9.28,3.22,2.40,0.42,0.00
331,9.95,0.00,3.63,5.39,5.41,2.00,0.90,0.91,0.09,0.51,28.61,10.39,5.91,18.77,5.18,1.60,0.74
332,2.06,0.00,8.22,4.77,3.77,1.90,0.18,8.09,1.26,0.13,4.18,27.17,18.38,17.87,1.80,0.23,0.00
333,0.54,0.00,5.30,1.17,0.30,0.11,0.12,9.20,2.75,1.36,13.46,3.77,53.90,3.45,4.37,0.21,0.00
334,5.63,0.00,3.98,0.88,0.64,0.23,0.74,7.44,1.26,0.26,2.22,10.78,27.13,29.56,7.89,1.36,0.00
335,4.99,0.00,2.97,3.52,0.45,0.17,0.18,19.67,1.18,1.20,4.21,7.10,42.48,3.83,7.62,0.43,0.00
336,0.89,0.00,4.36,1.53,0.42,0.11,0.82,14.05,3.45,4.82,21.81,5.25,34.14,3.30,4.73,0.32,0.00
337,0.69,0.00,5.10,1.12,0.30,0.09,0.12,9.44,1.14,4.74,13.04,4.05,52.17,3.92,3.72,0.36,0.00
338,0.89,0.00,1.80,5.79,0.82,0.39,0.13,10.47,0.53,0.04,4.80,0.77,61.26,7.33,4.79,0.20,0.00
339,1.81,0.00,5.78,2.15,0.33,0.06,0.12,6.10,48.39,9.77,10.99,2.26,9.51,0.44,2.06,0.22,0.00
340,3.85,0.00,2.45,0.97,0.22,0.06,0.35,9.14,0.77,0.90,6.16,3.45,27.91,21.09,21.03,1.65,0.00
341,1.14,0.00,6.08,5.98,4.44,2.10,0.30,1.83,2.28,0.90,4.44,2.26,28.05,30.61,6.69,2.90,0.00
342,0.21,0.00,3.96,1.51,1.29,0.46,0.36,2.31,0.19,0.05,22.54,3.55,19.31,40.07,2.78,1.40,0.00
343,3.62,0.00,4.33,2.16,1.56,0.46,0.45,8.25,2.80,2.91,5.26,2.09,28.21,9.73,23.96,4.21,0.00
344,0.09,0.00,3.28,0.47,0.05,0.01,1.36,2.82,2.58,0.03,29.11,46.87,8.46,1.93,1.78,1.15,0.00
345,0.73,0.00,6.96,6.11,3.12,0.95,0.98,0.21,0.06,0.04,10.36,3.78,12.40,52.32,0.97,1.01,0.00
346,2.31,0.00,6.48,8.71,6.09,1.71,1.20,1.34,0.22,0.19,11.18,4.10,7.05,42.51,4.84,1.87,0.21
347,27.15,0.00,0.40,1.12,0.45,0.23,0.78,0.03,0.06,0.06,0.24,0.68,1.82,2.04,2.20,62.76,0.00
348,8.77,0.00,3.45,2.69,1.80,0.90,4.87,2.42,0.38,0.04,3.47,9.60,4.96,1.71,7.00,47.93,0.00
349,4.18,0.00,2.56,1.81,1.39,0.55,13.23,0.87,0.24,0.03,19.26,24.16,0.34,1.11,7.37,22.88,0.03
350,0.74,0.00,5.53,9.43,1.42,0.78,0.06,0.74,0.24,0.50,1.23,0.64,19.75,51.88,6.42,0.62,0.00
351,2.03,0.00,3.51,3.45,0.64,0.25,0.29,10.62,31.43,8.05,11.72,3.51,12.68,0.72,10.64,0.46,0.00
352,6.67,0.00,1.52,1.22,0.18,0.09,0.35,3.82,13.03,3.08,4.51,1.86,5.64,0.88,53.48,3.68,0.00
353,2.04,0.00,2.97,3.06,0.47,0.15,0.14,7.43,39.66,5.06,10.79,4.36,8.26,2.32,12.57,0.73,0.00
354,1.03,0.00,3.96,0.97,0.25,0.08,0.17,27.29,13.48,4.37,3.50,13.56,28.69,0.28,1.90,0.45,0.00
355,3.36,0.00,4.26,1.99,0.34,0.12,0.27,2.26,40.18,7.39,16.31,5.53,6.55,0.15,10.73,0.56,0.00
356,0.70,0.00,4.46,3.72,0.99,0.29,0.38,1.26,24.36,9.21,19.48,5.56,6.11,1.11,21.37,0.99,0.00
357,5.83,0.00,2.69,3.37,0.89,0.36,0.95,4.40,2.06,0.84,5.65,2.87,25.18,27.42,15.42,2.07,0.00
358,0.49,0.00,3.81,1.34,0.36,0.20,0.40,20.05,20.37,7.16,4.32,6.93,31.38,0.81,2.08,0.31,0.00
359,2.03,0.00,4.47,0.78,0.10,0.03,0.11,25.17,28.11,11.42,8.98,9.74,8.78,0.02,0.23,0.03,0.00
360,2.76,0.00,4.25,1.34,0.47,0.19,0.18,41.99,21.44,14.64,3.38,3.84,5.28,0.02,0.18,0.03,0.00
361,5.15,0.00,4.66,1.17,0.19,0.04,0.11,37.22,19.35,12.78,3.46,3.96,11.23,0.05,0.58,0.04,0.00
362,1.22,0.00,3.48,1.51,0.51,0.20,0.04,39.93,28.04,9.84,2.89,4.08,7.33,0.22,0.68,0.05,0.00
363,0.86,0.00,3.05,0.20,0.01,0.00,0.01,29.60,39.57,7.42,7.52,9.48,1.98,0.00,0.27,0.03,0.00
364,3.94,0.00,4.01,0.45,0.10,0.02,0.05,23.43,13.04,7.78,2.15,9.60,32.97,0.17,2.16,0.14,0.00
365,0.40,0.00,2.28,0.43,0.04,0.01,0.16,41.68,28.07,11.09,3.35,5.57,6.63,0.15,0.14,0.01,0.00
366,12.97,0.00,2.77,1.74,0.54,0.27,0.79,9.56,2.88,2.09,1.02,1.95,30.19,23.19,7.79,2.24,0.00
367,1.87,0.00,3.83,1.62,0.37,0.14,0.20,27.53,15.85,8.24,1.01,2.48,34.96,1.00,0.85,0.05,0.00
368,3.86,0.00,4.59,2.57,0.79,0.30,0.33,18.89,8.21,5.29,2.22,6.85,42.47,0.82,2.57,0.24,0.00
369,4.25,0.00,3.99,0.53,0.20,0.09,0.36,41.87,1.07,1.17,0.68,23.30,21.01,0.80,0.53,0.15,0.00
370,0.03,0.00,2.66,0.19,0.02,0.00,0.04,79.06,2.82,0.67,0.10,2.22,12.01,0.01,0.16,0.00,0.00
371,1.23,0.00,3.20,0.63,0.15,0.05,0.10,61.35,8.59,4.38,0.80,3.85,15.27,0.05,0.33,0.01,0.00
372,1.39,0.00,5.33,2.75,1.10,0.44,0.26,26.37,0.82,1.00,0.45,1.29,54.59,3.56,0.63,0.02,0.00
373,1.90,0.00,4.07,0.55,0.14,0.04,0.14,59.88,2.77,1.64,0.36,3.80,24.21,0.07,0.42,0.01,0.00
374,4.15,0.00,3.52,0.83,0.19,0.05,0.27,55.36,7.62,4.58,0.51,2.19,20.40,0.10,0.23,0.00,0.00
375,0.26,0.00,4.06,1.07,0.25,0.08,0.11,47.68,2.26,3.85,0.32,2.20,36.97,0.52,0.37,0.00,0.00
376,3.59,0.00,4.08,0.83,0.24,0.07,0.20,63.11,3.13,1.37,0.52,2.04,18.31,1.56,0.74,0.20,0.00
377,0.46,0.00,3.49,1.18,0.28,0.08,0.44,64.09,3.30,6.63,0.56,1.83,16.65,0.31,0.69,0.02,0.00
378,0.46,0.00,3.85,0.37,0.06,0.02,0.14,71.60,4.34,4.23,0.91,2.29,10.83,0.42,0.46,0.02,0.00
379,0.31,0.00,3.01,0.15,0.02,0.00,0.21,73.82,5.32,7.11,1.01,1.40,7.01,0.04,0.55,0.03,0.00
380,0.73,0.00,5.27,3.65,1.23,0.45,0.22,58.60,2.97,3.04,0.16,2.06,18.24,2.81,0.54,0.02,0.00
381,1.56,0.00,3.41,0.63,0.13,0.02,0.15,68.68,3.60,4.75,0.46,1.75,11.52,1.80,1.28,0.23,0.00
382,0.21,0.00,4.16,1.18,0.20,0.07,0.05,24.23,0.90,0.84,1.09,0.33,47.08,18.66,0.99,0.01,0.00
383,8.69,0.00,9.22,17.59,15.87,6.97,1.38,2.34,2.56,2.14,2.67,1.49,14.57,5.50,5.11,3.92,0.00
384,3.39,0.00,4.78,7.35,4.23,1.80,0.65,0.43,2.83,1.38,1.59,1.57,28.10,32.57,8.14,1.17,0.00
385,0.94,0.00,4.56,8.55,5.04,1.88,0.10,0.65,3.23,1.83,1.27,1.45,40.31,26.50,2.88,0.80,0.00
386,0.65,0.00,4.93,3.06,0.96,0.18,0.41,2.28,28.11,11.07,16.80,7.68,16.43,6.12,1.14,0.21,0.00
387,1.05,0.00,3.60,1.33,0.14,0.04,0.05,18.57,0.09,0.57,0.97,2.23,41.69,27.70,1.81,0.16,0.00
388,2.28,0.00,5.78,3.00,1.13,0.51,0.14,12.41,0.06,0.26,0.09,19.04,40.28,14.25,0.66,0.11,0.00
389,1.09,0.00,5.82,3.55,1.01,0.38,0.13,14.23,0.06,0.26,0.35,2.30,43.57,24.96,2.14,0.16,0.00
