uniqid_huc10,atmdep_so4_1985_huc10,atmdep_so4_1986_huc10,atmdep_so4_1987_huc10,atmdep_so4_1988_huc10,atmdep_so4_1989_huc10,atmdep_so4_1990_huc10,atmdep_so4_1991_huc10,atmdep_so4_1992_huc10,atmdep_so4_1993_huc10,atmdep_so4_1994_huc10,atmdep_so4_1995_huc10,atmdep_so4_1996_huc10,atmdep_so4_1997_huc10,atmdep_so4_1998_huc10,atmdep_so4_1999_huc10,atmdep_so4_2000_huc10,atmdep_so4_2001_huc10,atmdep_so4_2002_huc10,atmdep_so4_2003_huc10,atmdep_so4_2004_huc10,atmdep_so4_2005_huc10,atmdep_so4_2006_huc10,atmdep_so4_2007_huc10,atmdep_so4_2008_huc10,atmdep_so4_2009_huc10,atmdep_so4_2010_huc10,atmdep_so4_2011_huc10,atmdep_so4_2012_huc10
10836,6.8600,3.6801,4.0134,4.0390,3.6501,3.0903,6.6203,3.9226,4.4469,4.4992,4.3804,3.4547,3.0709,4.4609,4.3058,4.1624,2.9996,4.3047,3.2342,4.3373,3.9833,3.6060,3.9287,4.6119,3.1738,3.8822,2.3570,2.7230
10837,3.9516,4.1500,4.2063,2.5159,3.1062,3.0514,3.0313,3.1967,3.5394,3.7935,3.4233,3.0427,2.2976,4.1581,3.0257,2.8115,2.8605,2.9856,2.9169,1.9498,3.3617,2.9994,2.6692,2.4093,2.6659,2.1842,2.7584,1.7859
10838,3.6658,5.3612,4.1481,2.3379,4.9244,1.5115,3.1437,3.1687,4.1695,2.8158,3.6649,3.5856,3.1070,5.1757,3.5963,3.6424,2.4890,1.5573,2.9786,2.6849,2.8357,1.9408,2.3737,3.7379,2.7044,2.4242,2.2726,1.4140
10839,4.3177,4.7089,3.6432,2.9030,3.1176,3.5766,3.1153,2.8986,3.6865,3.7467,3.4503,3.1420,2.5362,4.9476,3.1277,3.3353,3.0874,3.4242,2.8983,2.2830,3.5588,2.7272,2.5281,2.7368,2.9800,2.3378,2.6823,1.8155
10840,2.1210,2.9975,2.8536,1.5577,3.1279,1.5981,3.0670,3.3432,2.9143,2.1086,1.9599,2.2058,1.3469,1.9839,1.4628,1.7301,1.9566,2.0671,1.6836,1.4037,2.3031,1.6414,1.9096,1.8882,1.9067,2.2126,1.9064,1.0049
10841,4.3065,3.4740,3.4986,3.8072,2.6243,3.2866,3.6660,3.3008,3.7024,3.5077,3.4686,3.2035,2.2389,4.4559,3.0975,3.9152,2.4380,3.4849,2.7873,3.2195,3.1972,2.3616,2.5893,3.2512,2.7415,3.1013,2.5775,1.9062
10842,5.2800,4.2251,4.0949,3.0229,3.5020,3.7205,3.7076,3.0153,4.0084,4.4970,2.8078,3.1146,2.7001,3.8227,2.9986,5.3187,3.1889,3.4090,4.1850,3.5414,3.1942,2.2064,3.2084,4.0190,2.5494,3.3337,2.8843,2.3135
10843,4.9265,7.7302,4.1485,5.5309,5.4652,3.6752,5.4757,6.3946,4.8869,4.8099,4.7950,4.6895,4.0622,8.0362,5.7689,5.1584,4.3634,4.0814,4.3191,4.6518,6.1968,3.6185,4.9457,4.9592,4.2142,3.9536,3.9811,2.6899
10844,4.6727,4.1021,3.8614,3.5938,3.0257,4.4606,4.0161,3.6378,4.7439,3.9289,3.5745,3.1583,2.0006,4.5460,3.1926,3.8569,2.8125,3.7933,2.6626,2.8836,3.4246,2.3344,2.4870,3.1846,2.6299,2.8375,2.4888,1.9269
10845,2.3300,2.8707,2.5082,1.9526,3.2298,2.7284,2.5636,2.0703,3.2082,2.0645,2.3325,1.8360,2.4771,2.4222,2.2146,1.9576,1.9089,2.0659,1.8322,1.9234,2.2650,1.8431,1.9682,2.2847,1.8174,1.8452,1.4680,1.4083
10846,1.9094,2.0318,2.6487,2.1371,2.4191,1.6924,2.3284,2.1224,2.2267,1.7496,1.7307,1.4671,2.0194,1.5037,1.5174,1.3187,1.1838,1.2835,1.1314,1.0806,1.8247,1.1957,1.5139,1.4942,1.3795,1.3466,1.2363,0.7125
10847,2.5266,2.2580,3.0746,1.6280,3.5996,2.3529,2.6204,1.9947,2.9905,1.9334,2.4515,1.5079,1.9536,1.9994,2.1596,1.3327,1.2677,1.9752,1.3670,1.4557,1.4659,1.3617,1.4074,1.9619,1.5165,1.1921,1.2574,0.9657
10848,4.3132,7.0515,3.9489,4.5114,4.8168,3.8262,5.1169,5.0760,4.9335,5.2595,4.4123,5.0370,3.3768,6.9056,5.0103,4.6894,3.4673,3.3371,3.9998,3.8022,4.5297,2.9370,3.9758,4.1899,3.6326,3.3391,3.7862,2.3521
10849,1.7318,2.1991,2.4188,1.5080,2.8865,1.8576,2.5978,2.3353,2.5650,2.0062,1.9855,1.4423,2.0215,1.6563,1.7674,1.1784,1.3669,1.5385,1.4987,1.2679,1.9121,1.6268,1.7365,1.7364,1.7897,1.6589,1.3142,0.9215
10850,3.2080,2.7403,3.0417,2.4504,4.3766,2.3820,3.3388,2.7967,4.5310,2.2150,3.3133,2.0043,2.4229,2.4135,2.8830,2.2366,2.0210,2.3324,2.0402,2.1511,2.4262,2.2033,2.0690,2.7781,2.2979,2.2217,1.6639,1.4634
10851,3.1485,3.1487,3.3432,1.8684,2.6392,1.6089,2.8127,4.3784,2.4574,2.5512,2.9404,2.1268,1.5474,1.8012,1.7989,2.5641,2.1049,3.0045,1.7949,2.3753,2.2407,1.6788,2.0683,1.9219,1.5780,2.2492,1.9711,1.3635
10852,2.1448,1.6298,2.3203,1.4527,3.3861,1.8891,2.1353,1.8643,2.9772,1.4597,1.9100,1.0803,1.4218,1.6680,1.6617,1.1456,1.1796,1.5552,1.0000,1.4547,1.3379,1.5958,1.1770,1.7951,1.3734,1.3321,1.0329,0.8434
10853,3.0845,3.7404,3.3165,2.4599,3.7234,1.9669,2.8513,3.4099,3.3697,3.6389,3.4792,3.2278,2.2759,4.3012,3.1859,3.0667,2.8041,2.1095,3.0703,2.2425,2.7412,2.4061,2.4609,2.7679,2.2313,2.4056,2.5385,1.5922
10854,2.3536,3.1793,2.7686,1.9015,3.5437,2.0430,2.4379,2.6340,3.2868,2.6673,3.2699,2.6774,1.9473,3.2736,2.8607,2.2483,2.3794,1.5883,2.3081,2.1064,2.3344,2.0580,2.5901,3.2087,2.0074,2.7218,2.4611,1.2684
10855,5.0433,4.3828,4.1444,2.9188,2.9758,4.0874,4.0574,3.2456,3.9348,4.8506,2.9539,3.5693,2.2921,4.4139,3.0292,4.8360,2.3933,3.4820,3.3937,2.6786,3.4519,2.4580,2.9101,3.5688,2.7329,3.3219,2.7369,2.2035
10856,2.4308,2.6688,2.6365,1.4156,2.8742,1.9653,2.9632,2.7383,2.9871,1.9880,2.1781,2.0855,1.8446,2.2137,1.8418,1.6884,2.1689,1.8355,1.8656,1.4693,2.5874,1.7707,2.2014,2.2562,2.0102,2.2624,2.0392,1.0952
10857,4.9770,4.0153,3.9769,3.1783,3.2317,4.4432,4.1316,2.5981,4.0819,4.4918,2.9010,2.8988,2.5288,4.7356,2.7513,4.3456,2.3968,3.5468,3.1338,2.7958,3.6126,2.6209,2.8579,3.3470,2.8609,3.3648,2.7705,2.0990
10858,5.0397,5.0477,4.0557,3.0673,2.9229,3.5859,3.5085,3.4631,5.1004,4.8827,3.6979,4.2051,2.4415,4.8675,3.7847,4.8320,3.1407,2.8714,3.2069,2.7883,3.3302,2.3318,3.2233,3.2258,3.0410,3.4954,3.1560,2.1280
10859,3.4079,3.4239,4.1167,1.9963,2.7664,2.5735,3.2202,5.2838,2.6782,2.9465,3.8198,2.6287,1.6035,2.6018,2.5603,3.0636,1.6701,3.0926,1.9674,2.3720,2.1933,1.9562,2.2584,2.2489,2.0489,2.7873,2.2179,1.3540
10860,3.7442,3.4762,3.0990,3.3018,2.5619,3.3846,3.8490,3.6986,3.3687,3.2581,3.5595,2.9326,1.8913,3.2155,2.9973,3.6652,2.0058,3.0552,2.2172,2.9323,3.0379,2.3243,2.5558,3.0295,2.5728,3.0566,2.5083,1.7939
10861,3.8549,4.0457,3.1735,2.6284,2.9439,3.5366,3.5272,3.1872,4.0991,3.9249,3.4330,2.7084,1.9051,3.4521,2.7558,3.2828,2.6489,3.5217,2.5730,2.2660,3.2777,2.7173,2.1255,2.5461,2.4719,2.6848,2.7696,1.7484
10862,2.2293,2.9507,3.3764,3.3972,4.0717,3.5372,3.7207,3.3844,3.5497,2.8777,2.6355,2.0304,2.9845,2.4474,2.7298,2.3841,1.8462,2.2626,2.3880,2.4024,2.5196,2.5162,2.4198,2.3211,2.4966,2.5429,1.6682,2.0318
10863,2.8916,3.1334,2.0809,1.8055,3.3221,1.7916,2.8277,2.3410,2.9802,1.8979,2.2793,1.7690,2.0500,1.9920,1.6919,1.6261,1.6544,2.2453,1.6744,1.5124,1.9716,1.6357,2.1424,2.6208,2.0959,1.8774,1.7187,1.3416
10864,2.3744,2.7683,2.5640,1.5687,2.8376,2.0527,2.8388,2.6808,2.9909,2.1835,2.2178,2.1447,2.0690,2.1653,1.9013,1.7429,1.9882,1.8307,1.9633,1.5069,2.6537,1.6752,2.3918,2.3811,2.0915,2.2013,1.9875,1.0987
10865,5.7711,8.5749,4.6820,6.2289,6.2754,4.4365,7.2974,5.8854,6.4286,5.5115,5.8846,5.1375,4.4872,8.3944,6.9440,5.2539,4.7745,4.6821,4.4691,5.0174,5.9918,4.0661,5.4216,5.3697,4.5129,3.7461,4.1275,3.4182
10866,2.7804,3.4792,3.0713,2.1015,3.8780,1.8016,2.9056,3.3175,3.4705,3.3912,3.7359,3.2383,2.1764,4.1708,3.3500,2.5914,2.6764,1.8066,2.8419,2.1395,2.3990,2.2678,2.2815,2.9193,1.9714,2.3784,2.7626,1.4369
10867,3.4097,3.7049,3.5490,2.1715,2.7252,2.5732,3.3457,4.4772,2.9585,3.3170,3.1274,2.7341,1.7036,2.8159,2.4173,3.2645,2.1287,3.2518,2.4572,2.5627,2.5279,2.1739,2.2443,2.3680,2.0978,3.0149,2.2216,1.5464
10868,3.3564,3.5353,3.8853,2.0697,3.2530,2.7220,3.3478,2.9821,3.7102,3.3721,2.9588,3.1875,2.2911,3.6125,2.5789,2.5893,2.6856,2.7759,2.8480,1.7788,3.4593,3.0627,2.5915,2.4480,2.3590,2.2349,2.6433,1.6326
10869,2.6636,2.7919,2.4439,1.5590,2.6795,1.9111,2.5317,2.6067,2.8508,2.5033,2.5198,2.3457,1.9200,2.4584,2.0997,1.6464,1.8397,1.5938,1.9818,1.5023,2.6397,1.7916,2.6779,2.8316,2.0041,2.0123,1.9989,1.2630
10870,2.4719,3.0686,3.7424,2.4865,4.2215,3.5128,3.5663,2.2911,3.2721,2.6016,3.5028,1.9497,2.5210,2.6690,2.9651,2.4661,1.7712,2.1912,2.1534,2.2966,2.6147,2.3826,2.4938,2.4137,2.5212,2.4449,1.6367,1.8425
10871,2.5098,2.3242,2.5044,2.0493,3.3766,1.9225,2.6103,2.0860,3.3074,1.8139,2.5373,1.3812,2.0459,1.9947,2.1066,1.6591,1.6126,2.0313,1.7251,1.5016,1.7358,1.9203,1.8064,2.0235,1.9108,1.8101,1.3340,1.0329
10872,2.0346,2.6168,2.4963,1.6631,2.8134,2.2870,2.3638,2.1912,2.9675,1.8851,2.2449,1.6306,2.1954,2.1341,2.0763,1.6193,1.4702,1.7026,1.5172,1.5835,1.8536,1.5641,1.4748,1.8899,1.6161,1.5754,1.1818,1.1372
10873,2.0771,2.4896,1.4502,1.1268,2.4153,1.2260,2.2177,2.0933,2.3760,1.6549,2.4213,1.4978,1.4365,1.5940,1.8514,1.7282,1.1093,1.8322,1.4768,1.7525,1.3346,1.3437,1.3480,2.0056,1.5898,1.4147,1.0954,0.9641
10874,2.1798,2.1294,2.4281,1.7665,3.2989,2.0828,2.5262,2.2353,3.3870,1.7354,2.4464,1.3652,1.8132,1.9744,2.1889,1.5880,1.4496,1.7276,1.3852,1.6116,1.8285,1.5580,1.5467,1.9877,1.5278,1.6033,1.1982,0.9738
10875,2.9119,2.6248,2.7761,1.6806,2.5223,1.3754,2.3685,3.5027,2.5397,2.3270,2.7723,2.0189,1.4579,1.7462,1.7064,2.3239,2.0223,2.8248,1.7030,2.2445,2.0844,1.6722,2.0652,1.9498,1.5452,2.1179,1.9429,1.2676
10876,4.3858,3.5490,3.9823,4.1452,3.0001,3.5027,4.3525,2.7917,3.4272,3.8379,3.6719,3.5060,2.2528,5.0981,3.5403,4.0577,2.1436,3.5010,2.8784,3.4554,3.7777,2.3271,2.5840,3.5933,2.7225,3.3094,2.5860,2.0772
10877,1.6170,2.3506,2.5010,2.0951,3.0012,2.2849,2.7970,2.4223,2.4707,2.5137,2.0223,1.5734,2.2182,1.6470,1.8008,1.4727,1.3482,1.5651,1.4534,1.4452,1.9430,1.5655,1.6633,1.6269,1.6362,1.5066,1.2259,0.9263
10878,2.8199,3.2988,4.1291,1.6666,2.7026,1.4752,2.6282,4.4217,2.2508,2.4031,2.9568,2.1392,1.6783,2.3166,1.8820,2.6076,2.5855,2.9710,2.0830,2.3003,2.4061,1.9679,2.2216,2.1292,1.7596,2.7368,2.1906,1.3701
10879,2.7737,2.4997,2.1835,1.5292,2.2182,1.3686,2.3553,2.7323,2.0930,1.8208,2.2942,1.6416,1.5626,1.7481,1.4731,2.0004,1.6367,2.4696,1.6212,2.2239,1.9664,1.4223,1.6651,1.7977,1.4088,1.9122,1.7210,1.1875
10880,3.4613,4.1512,3.7206,2.4017,3.4452,2.4132,2.9541,3.2170,3.1584,4.0100,3.6863,2.9981,2.3005,4.2042,3.3329,3.0256,2.6953,2.3938,2.9151,2.0756,3.0145,2.6675,2.7085,2.5385,2.5167,2.1673,2.4143,1.6213
10881,2.1742,2.8090,2.0676,1.6734,2.7606,1.7247,2.5418,2.1999,2.4972,1.6740,1.8587,1.5682,1.6748,1.8102,1.3906,1.3515,1.5090,1.8292,1.5425,1.2692,2.0130,1.5899,1.9278,2.0909,2.0809,1.7821,1.7276,1.1443
10882,6.2801,4.4628,5.0687,4.3225,3.6889,3.5423,5.9311,4.2306,4.2548,5.3297,4.3419,3.6348,3.2082,5.4323,4.6378,4.7879,3.2892,4.1615,3.5848,4.2519,4.1440,3.2436,3.9847,4.5817,3.1699,3.5760,2.5747,2.5352
10883,3.3077,4.4886,3.4389,2.6817,4.7468,1.8846,2.8122,3.7579,3.7559,3.3208,3.4936,3.4758,2.6983,4.6079,3.3423,3.2966,2.9987,1.9219,3.1377,2.5134,2.7900,2.2234,2.4832,3.6015,2.5433,2.6090,2.3756,1.5896
10884,3.4926,5.5773,3.6208,2.8935,3.5558,2.8247,2.8403,3.8674,3.5479,3.6375,3.5486,3.6246,2.6382,4.4253,3.6180,3.6173,3.0983,1.8524,2.7706,2.1850,3.2181,1.9482,3.6215,3.3180,2.8786,2.7569,2.5838,1.7658
10885,1.8870,2.2985,2.7303,1.8741,2.8321,2.0686,2.8460,2.4497,2.7932,2.0411,2.1607,1.7746,1.8168,1.9760,1.7991,1.3122,1.5627,1.5918,1.3764,1.2858,2.1740,1.7172,2.0693,1.9884,1.9495,1.9315,1.7056,1.1265
10886,3.4797,3.0801,3.5271,1.8668,3.7664,2.4004,4.1981,2.9920,3.6413,3.1874,2.9392,3.3342,2.3151,3.7291,2.5360,2.5582,2.7198,2.7138,2.8638,1.8165,3.4629,3.0968,2.6863,2.5146,2.2819,2.3755,2.6117,1.5507
10887,3.2227,3.7330,3.5810,3.3371,3.3719,2.9546,3.2280,3.5769,3.5848,3.0217,2.8159,2.5182,3.2071,2.6641,2.6326,2.3555,1.8645,1.9965,1.9801,1.9112,2.9685,1.5487,2.4785,2.3400,2.7611,2.5598,2.2868,1.2284
10888,2.1910,3.4851,2.4009,1.6322,3.0576,1.8385,2.8645,2.9228,3.1253,1.8564,2.0417,1.9797,1.5082,2.0848,1.4543,1.9281,1.7166,2.3091,1.9647,1.5908,2.4454,2.0224,2.6394,2.5647,2.2274,2.6693,2.0166,1.3429
10889,5.7763,4.1017,4.5507,3.5542,3.1632,4.3324,4.1837,2.5100,4.1159,4.8394,3.0662,3.0563,2.5914,5.0802,3.0709,4.2421,2.2123,3.4393,3.0706,3.2508,3.8005,2.4431,2.7787,3.7056,2.6165,3.4436,2.7733,2.1450
10890,3.6328,4.2953,3.1162,2.5952,2.6447,2.4644,3.7307,3.4900,3.9261,3.9985,3.2930,2.8042,1.8036,3.1576,2.7729,3.2512,2.4071,3.1745,2.4898,2.3751,2.5229,2.2238,2.1738,2.4597,2.1741,2.8591,2.2684,1.6013
10891,1.9951,2.7236,2.3826,1.8707,2.7335,1.5631,2.5269,2.2982,2.9487,1.9839,1.9981,1.8850,2.1222,2.2370,1.7652,1.5629,1.7861,1.5499,1.5465,1.3431,2.2612,1.5365,2.0859,2.0726,2.0931,2.2263,1.8239,1.0401
10892,2.6553,2.9074,2.8650,1.5733,3.1126,1.9122,2.5302,2.7607,3.0446,3.2325,2.9509,2.4442,1.8892,2.9787,2.4907,1.9761,2.2651,1.5923,2.3667,1.8380,2.5738,2.0843,2.5272,2.8724,2.0859,2.5578,2.4351,1.3866
10893,2.1967,2.2480,1.2379,1.2487,2.7967,1.6874,2.3148,1.6944,3.2312,1.6407,2.4698,1.5926,1.6898,1.8535,1.9199,1.5800,1.1803,1.6939,1.5199,1.5643,1.5435,1.5494,1.3754,1.9226,1.7987,1.4868,1.0974,0.9953
10894,4.4304,4.6811,3.4307,3.1566,3.2016,3.2269,3.0871,2.8790,3.9037,3.8090,3.3359,3.1734,2.5103,5.1757,3.1139,3.6542,3.0254,3.0822,2.7634,2.2694,3.4475,2.4703,2.5808,2.7246,2.9944,2.5680,2.8136,1.8073
10895,3.3512,3.3611,4.0257,1.9872,2.8897,2.2298,3.4972,5.4918,2.7420,2.9250,3.4835,2.4688,1.6526,2.3628,2.4369,3.0540,1.9641,3.3509,2.1437,2.5720,2.3656,2.0013,2.1845,2.1888,2.0219,2.7662,2.0840,1.4270
10896,4.6904,4.7412,3.7763,3.4199,3.3326,3.5579,3.2537,2.9170,3.9322,3.9237,3.3255,3.2508,2.6106,4.9818,3.1236,3.8276,2.9212,3.0326,2.9523,2.2483,3.4108,2.4389,2.6021,2.7906,2.9976,2.7235,2.8891,1.9094
10897,2.7212,2.8021,3.0610,2.6921,3.1705,2.4552,2.7461,3.2109,2.7801,2.4224,2.4739,2.2425,2.7209,2.4601,2.2885,2.1553,1.8951,2.0121,1.9771,1.7046,2.9099,1.4522,2.6247,2.5102,2.6530,2.3495,2.1111,1.1811
10898,1.7188,2.2094,2.2574,1.5851,2.5625,1.9750,2.0696,2.0886,2.7448,1.6061,1.9297,1.3892,2.1893,1.9342,1.7923,1.6054,1.4056,1.6729,1.4946,1.6227,1.8784,1.5459,1.5837,1.7347,1.5435,1.5408,1.0803,1.0345
10899,4.5044,4.3795,4.0198,2.9012,3.1261,4.0142,3.6628,2.9416,4.1800,4.3534,3.2286,3.5061,2.3307,4.7013,3.1465,4.5715,2.5766,3.3759,3.2048,2.4487,3.2812,2.6455,2.9136,3.0556,2.9302,3.1874,2.8325,2.0236
10900,2.7358,3.1240,2.1213,1.5688,2.3049,1.4290,2.1954,2.3757,2.4075,1.7975,2.0747,1.5266,1.5838,1.9018,1.4043,1.6809,1.5824,2.2304,1.4825,1.6790,1.9798,1.4872,2.0537,1.9976,1.5275,1.9141,1.6380,1.1048
10901,3.8549,3.9452,3.0342,2.6352,2.7896,3.0186,3.1956,3.5558,3.8069,3.5717,3.2824,2.5135,1.8246,3.4492,2.7869,3.4893,2.2960,3.3689,2.5217,2.6282,2.7778,2.2283,2.3055,2.6890,2.3647,2.9139,2.3350,1.6946
10902,2.2867,2.7765,3.5262,3.6482,3.5677,3.7649,4.1813,3.1167,3.1602,3.1765,2.3356,2.0134,2.6803,2.1200,2.7778,2.2217,1.7042,2.2531,2.5407,2.2553,2.1761,2.6908,2.3743,2.1656,2.3578,2.7222,1.4406,2.5741
10903,1.8438,1.5844,1.7479,1.1558,2.7180,1.4127,1.9894,1.5692,2.5552,1.0935,1.7216,1.0944,1.1254,1.2581,1.3969,1.2154,1.0112,1.5952,1.1251,1.4887,1.2238,1.4649,0.9897,1.8942,1.3498,1.1938,0.8734,0.8137
10904,3.3781,3.3980,3.0763,1.5272,2.8209,1.8846,3.3729,3.4577,2.7920,2.4333,2.5455,2.4060,1.9860,2.8652,2.0183,2.3472,2.7073,2.3087,2.3470,2.0804,2.7910,2.0340,2.0984,1.9279,1.9232,2.3318,2.0853,1.4843
10905,4.7249,5.8229,4.7192,4.7416,4.1660,3.7795,4.5272,5.1620,4.4265,5.6929,3.7666,4.2428,3.5277,5.4399,4.3133,5.1285,3.4750,3.7850,4.1284,4.2534,4.1018,3.0038,4.0772,4.3518,3.1837,3.7616,3.2797,2.2156
10906,6.0647,4.6652,5.0396,4.7626,3.8176,3.5915,5.0252,4.8611,3.9132,5.2649,4.4330,3.7343,4.0178,6.0091,5.0405,5.1411,3.7291,4.9346,4.1858,4.2393,4.8050,3.4286,4.2338,4.8006,3.5112,3.7133,2.7904,2.6866
10907,3.3390,2.5890,3.0696,1.4403,3.2617,1.9070,3.1692,2.9803,3.5964,2.8202,2.5718,2.4435,1.9855,3.3670,2.1666,2.1110,2.4207,2.2191,2.3673,1.8717,3.2304,2.4902,2.6221,2.3822,2.1762,2.2935,2.2048,1.3712
10908,2.0193,2.5387,2.6853,1.7279,3.2386,2.1555,3.0448,2.4711,2.8006,1.9492,2.4410,1.6522,2.0179,1.8582,2.0410,1.2339,1.4583,1.6713,1.4462,1.3228,2.0393,1.6884,1.9146,1.8489,1.9192,1.9645,1.5216,1.0638
10909,6.4585,5.5088,5.4658,4.8183,3.9861,3.4812,4.3433,5.4259,3.5985,5.4081,4.2375,3.8723,4.1715,6.8015,4.9510,5.6667,3.6344,4.6268,4.7395,4.2400,5.0758,3.4076,4.4375,4.9656,3.6152,3.7341,3.0048,2.5021
10910,3.5659,2.9366,1.7705,1.6196,3.3153,1.5763,2.9007,2.3966,2.8112,2.2015,2.7620,1.9948,1.9991,2.1184,2.0972,2.2156,1.7219,2.0872,1.8986,1.9412,1.9386,1.8529,2.0111,2.5802,2.2436,1.6269,1.4799,1.3711
10911,1.2097,1.5851,1.9157,1.2866,2.0897,1.7489,1.5951,1.5063,2.1588,1.3025,1.6564,0.8935,1.8161,1.4355,1.5008,1.2791,0.9898,1.2632,1.0310,1.1156,1.2464,0.9713,1.3810,1.0091,1.0979,1.0808,0.6993,0.7621
10912,2.7142,3.0703,3.9084,2.9960,3.2494,2.4213,3.0609,2.8265,3.1575,2.7544,2.5748,2.0868,2.7747,2.2868,2.2871,1.8818,1.5119,1.9150,1.6146,1.5507,2.4654,1.7930,2.1920,2.2883,2.1256,2.0694,1.7121,1.0447
10913,4.2621,4.4099,3.9128,2.5663,3.0788,2.9226,2.9126,3.1542,3.1773,3.9621,3.7392,2.9133,2.3666,4.9076,3.4011,3.1143,3.0623,2.9095,2.7678,2.0817,3.3562,2.7353,2.5717,2.3888,2.6573,2.0066,2.4461,1.6950
10914,2.3522,3.1343,2.4226,1.6263,2.7190,1.8230,2.7416,2.5262,3.3605,2.2904,2.2014,2.2038,2.0367,2.2944,1.9207,1.8756,1.8082,1.8138,1.9762,1.5388,2.4757,1.5870,2.4155,2.4630,2.0880,2.1179,1.9011,1.0275
10915,3.7042,5.7363,3.6483,3.3959,3.5560,2.6797,3.1542,4.0448,3.8340,3.9033,3.8216,3.7934,2.7074,4.6500,3.9624,3.5842,3.0259,1.9143,2.7363,2.3943,3.2231,1.9961,3.8940,3.4282,3.0725,2.8314,2.7996,2.0425
10916,2.4976,3.0903,3.1773,2.7732,4.1885,2.9995,3.3430,3.4600,4.0305,2.6153,2.8905,2.0677,3.0795,2.3138,2.6451,2.2649,1.7972,2.4859,2.1969,2.2200,2.7140,2.2850,2.3479,2.6106,2.3738,2.3966,1.6053,1.7376
10917,3.3886,3.0435,3.6068,1.8570,3.1509,2.4268,3.4106,2.8075,3.3893,3.1321,2.6278,2.8297,2.2228,3.7169,2.2868,2.5543,2.6517,2.5828,2.8257,1.8930,3.3564,3.0815,2.7162,2.4803,2.3901,2.1968,2.4409,1.4658
10918,2.3407,2.4817,2.6942,2.0087,3.4855,2.2811,2.9697,2.6638,3.1632,2.1369,2.3000,2.0397,2.0980,2.1796,1.8694,1.5617,1.6980,1.8917,1.5817,1.4812,2.1884,1.8864,2.2308,2.1137,2.1729,1.9704,1.8053,1.2647
10919,9.8676,11.4621,9.9794,8.2259,6.9437,6.4654,7.9447,11.4712,11.5537,7.1345,8.3549,6.5020,5.1565,9.7009,8.1536,6.7715,7.2550,6.5113,5.9231,6.2550,9.6718,6.6597,7.0592,6.4877,4.3300,6.2719,5.7999,5.0022
10920,24.8302,22.1836,22.2958,27.1115,30.3713,29.2956,26.2572,23.1706,24.9952,23.3751,18.7356,23.8027,24.6817,23.3332,21.6631,21.7778,20.8706,21.3869,22.3428,20.4643,14.9364,20.0528,16.3402,14.8836,13.3521,9.3111,15.5892,9.3101
10921,9.3418,10.8965,8.6439,7.5052,7.0669,6.3706,8.2661,9.4274,11.0010,7.3841,8.4893,5.5484,5.3451,9.1405,8.4258,6.5678,7.4502,6.5323,6.1163,5.5367,9.0258,5.7193,6.5839,5.6537,4.1177,6.3200,5.3075,5.3488
10922,12.9422,17.7651,17.4006,10.7037,11.1279,16.9720,19.4085,14.7391,21.0279,13.2987,12.1629,10.6496,10.2970,15.3426,11.1579,10.9733,11.1933,10.3244,8.9483,8.3088,10.1563,10.5577,10.8570,10.9327,8.6228,8.3642,7.5681,5.1657
10923,33.6360,26.1129,23.1206,26.0812,35.4021,28.5706,23.9934,22.6065,32.7603,25.3998,24.0183,28.7109,23.2375,27.8340,25.4653,23.7452,22.0668,21.4586,22.2205,19.8160,20.6594,25.2645,16.3291,20.4429,15.8547,10.6872,16.3451,10.3796
10924,26.5752,22.7604,22.2019,20.9550,17.9569,20.8362,21.8054,17.4520,23.3550,18.0838,17.2341,15.5957,14.3137,23.6176,17.4797,12.8734,14.0132,15.7682,14.3672,12.3327,12.0097,12.8727,10.4505,15.7329,14.0961,12.1276,10.2534,7.7658
10925,11.0026,15.7969,18.2196,8.9870,11.6570,10.7301,11.9705,13.0131,16.7220,9.0246,10.1208,13.0813,9.8553,13.5431,9.2078,8.1287,10.9460,8.5822,8.3963,8.3118,9.5605,9.3679,11.3640,9.5460,7.5670,7.1185,8.5535,6.3330
10926,14.3575,18.7226,17.7419,12.5553,13.4724,16.3847,15.0603,16.2356,19.9480,12.3368,13.1953,13.4934,13.1619,19.8417,12.3524,10.6330,13.9788,11.4099,9.8788,9.1297,8.4667,10.0679,12.3341,11.1987,10.5920,11.6961,8.9429,6.2201
10927,15.2039,17.0405,14.2416,11.2612,12.0180,13.8004,14.9935,12.8684,15.0650,12.5769,11.3447,9.7253,9.7338,12.1299,9.6166,10.0048,11.1886,11.6516,7.1238,9.3619,9.4722,8.5846,8.5908,7.6078,6.1287,7.1648,6.6644,5.0174
10928,32.2993,27.0564,22.9597,26.6648,37.7503,32.5595,23.2888,24.2905,31.7701,27.5498,21.5489,27.5418,23.1080,29.4612,22.8451,22.0754,19.5800,21.8661,20.0290,23.0143,19.9747,24.4621,18.5366,21.1724,15.6683,12.5179,17.4414,11.5292
10929,22.4597,23.6546,18.8889,18.9794,15.6863,18.1742,20.0320,16.4582,17.9962,14.3580,12.4817,12.5760,13.7540,15.1998,12.9757,15.2067,16.0419,11.5535,12.9304,14.4666,12.4367,14.3104,8.6278,11.9040,10.4033,7.4786,9.4571,8.7975
