uniqid_huc10,atmdep_so4_1985_huc10,atmdep_so4_1986_huc10,atmdep_so4_1987_huc10,atmdep_so4_1988_huc10,atmdep_so4_1989_huc10,atmdep_so4_1990_huc10,atmdep_so4_1991_huc10,atmdep_so4_1992_huc10,atmdep_so4_1993_huc10,atmdep_so4_1994_huc10,atmdep_so4_1995_huc10,atmdep_so4_1996_huc10,atmdep_so4_1997_huc10,atmdep_so4_1998_huc10,atmdep_so4_1999_huc10,atmdep_so4_2000_huc10,atmdep_so4_2001_huc10,atmdep_so4_2002_huc10,atmdep_so4_2003_huc10,atmdep_so4_2004_huc10,atmdep_so4_2005_huc10,atmdep_so4_2006_huc10,atmdep_so4_2007_huc10,atmdep_so4_2008_huc10,atmdep_so4_2009_huc10,atmdep_so4_2010_huc10,atmdep_so4_2011_huc10,atmdep_so4_2012_huc10
2591,14.2522,12.9156,18.2201,13.8479,19.8490,16.9539,17.8397,12.6409,13.7413,15.2116,14.6438,14.5524,15.3695,13.8339,15.7646,14.3900,15.2360,14.3392,11.8018,14.6496,10.3043,11.7105,9.3072,12.2532,11.2239,6.0889,7.7938,8.1168
2592,34.8360,24.6089,24.7614,25.0515,27.5184,27.4611,23.6093,19.4961,29.5276,22.6188,19.2949,24.7052,21.9108,23.9211,19.7279,16.7580,19.0255,19.3218,18.8672,14.5259,16.4120,19.0094,15.1084,15.6403,13.5172,11.1655,17.8335,7.3457
2593,17.7804,18.9434,20.6294,18.9532,24.9021,19.3081,16.2237,17.3676,18.0900,15.4154,14.5304,18.5603,14.8629,18.3085,11.4874,15.4191,11.1297,16.6291,17.5064,13.5125,13.6649,16.0904,11.0281,11.0517,11.4146,7.8384,10.5921,7.6403
2594,23.3020,20.2047,18.1312,17.3608,21.8882,17.9221,18.7009,19.1766,20.2371,15.2692,20.0371,16.7021,18.7155,19.8754,22.8716,11.8315,14.3760,14.0042,17.1903,15.8546,16.2516,15.6948,13.9708,10.4758,15.4776,8.6844,9.0822,9.4688
2595,15.9118,14.5091,17.9750,16.3629,19.3397,20.1620,21.5287,16.7724,14.5884,17.1750,14.7839,17.5020,21.1531,16.7350,14.1052,17.5650,18.9832,12.9057,10.2417,13.1960,12.2419,13.3233,12.8155,12.5275,15.7004,9.5994,8.1480,9.4471
2596,16.7150,14.5200,22.9979,17.0376,18.7190,19.1089,18.1545,14.2725,16.4253,14.8479,12.2689,15.4238,17.9771,13.8362,12.8392,11.2308,14.0621,15.8468,13.9898,13.1172,10.2661,10.8200,8.8203,11.4954,11.8479,7.4190,12.1842,6.5911
2597,18.0879,19.5477,17.8495,16.9804,20.4316,15.2191,16.1835,17.2327,20.9177,14.0724,15.8725,16.2344,19.2939,16.1818,18.0768,11.5880,14.4147,13.3420,15.0588,13.0641,13.8543,14.6315,11.5428,9.7019,14.1595,7.4854,8.9481,9.0265
2598,14.9834,16.2602,13.4098,16.9635,13.7072,12.0572,19.8966,15.3787,16.0267,14.5857,11.8090,12.8622,12.8856,16.5150,12.1177,12.2161,12.8303,11.5902,11.5953,13.7533,15.0627,9.2322,7.8228,10.0435,10.7125,6.4663,7.1779,7.9511
2599,19.3411,21.2414,17.9462,18.5177,22.5510,14.3294,17.5755,16.0812,20.0269,13.6637,13.7036,14.0107,16.5002,14.7348,15.5302,11.5735,15.7351,13.9245,16.2730,12.2222,13.6067,12.6721,9.4214,10.6666,11.3394,7.5035,9.9369,8.8553
2600,16.5712,15.1678,19.6867,12.8419,22.0445,18.1465,19.5096,15.2204,13.6194,15.2756,16.7339,12.9740,19.4754,16.6063,16.7448,14.1204,17.7238,15.2391,12.1892,17.3107,14.9667,18.5045,11.4708,12.3202,12.0474,8.0356,8.4182,12.0264
2601,15.9393,16.1724,16.5448,15.5150,18.8879,20.4094,16.9069,14.0636,14.2957,14.7420,12.5296,15.6912,18.0904,15.9934,12.2292,14.7565,16.3370,13.3104,11.5179,15.2763,10.4833,11.0476,11.4050,10.5762,14.0230,7.2553,8.8829,8.3043
2602,13.3687,10.2817,13.9965,12.4112,14.6817,18.5489,18.0271,13.0442,12.3134,13.8110,11.8931,10.2683,16.4863,11.6948,11.8527,15.5384,15.6013,12.0914,9.9422,11.6412,9.4685,11.6581,12.0657,9.2762,9.8921,8.1320,7.6035,9.6047
2603,15.2264,13.7482,16.0252,14.4159,16.0290,20.1093,15.3119,13.1970,15.9189,16.1851,13.0550,16.7579,13.2404,15.5659,12.5785,10.9069,12.7416,13.3834,9.3879,12.1086,10.4527,12.8413,10.0822,13.5808,11.7259,7.7733,13.5720,7.0006
2604,15.9164,16.5325,19.0429,20.7730,25.1504,18.7080,16.1579,14.5678,17.8233,15.3763,18.7922,18.1231,15.0689,17.9588,17.7519,17.1408,15.3579,13.5933,16.6190,13.4190,11.3595,14.2250,9.4978,12.2938,9.7706,8.1140,7.8240,6.6950
2605,27.9523,23.6589,22.0888,19.1463,26.6067,19.3889,16.7493,19.3955,19.9403,20.2424,14.8036,22.4448,13.6925,16.2051,16.5309,15.1524,13.3996,13.0869,18.7445,15.1031,13.1191,15.1778,12.3384,9.6839,9.3022,8.2554,9.4832,5.7884
2606,18.6932,18.2205,17.8612,18.8679,22.1196,16.0637,19.9241,17.6537,17.2469,20.2750,18.6055,19.2284,19.6484,23.0084,22.6020,15.9677,12.8441,15.5535,17.7821,15.0738,18.0451,11.5354,12.6235,10.2773,13.6949,9.0740,8.7586,8.9848
2607,17.8358,20.2292,21.5523,18.5531,25.1791,20.2334,16.7538,17.3605,19.4497,16.3911,16.0269,20.1289,16.5438,18.6490,13.0210,16.4546,11.3290,16.8475,18.3939,13.6138,14.7715,17.0592,11.4072,11.2956,11.7729,8.4626,10.8631,8.1215
2608,21.5433,21.1948,23.3238,19.8973,28.8976,26.6774,24.2144,21.1831,18.4968,22.8114,18.4505,21.4722,22.6150,20.5935,21.4706,19.3728,17.2693,18.8282,21.5579,16.9285,15.7770,16.4874,13.1077,13.6720,11.8074,8.7100,11.0470,8.7205
2609,14.4350,12.3053,17.0343,15.6708,14.8067,12.0417,17.5273,13.5530,16.4370,13.6168,10.7436,9.6444,15.6147,15.2411,13.3263,10.1649,9.4347,9.6280,14.1496,10.3095,10.8219,8.7252,8.9440,9.1958,8.8817,6.1753,6.1093,5.8925
2610,15.5426,15.4645,17.4654,10.0050,19.2784,15.7713,19.1626,15.1853,14.3384,17.2154,17.9195,11.5528,19.1747,16.9155,19.0850,13.6640,17.5851,15.4749,13.5396,15.3907,13.4737,16.3250,12.1509,14.5236,12.1812,7.7840,7.8072,9.9570
2611,19.7485,15.7047,15.4147,14.8461,15.4991,14.1163,10.5548,13.5869,13.4641,13.8336,12.2925,11.4987,12.3093,14.0365,12.5763,9.8313,10.6408,10.8641,12.0205,10.9144,10.8191,7.3230,11.7251,11.7869,11.7809,7.7010,9.3034,7.0277
2612,18.4887,18.1831,20.5402,17.8155,21.5493,16.8310,18.2482,17.7221,18.5644,20.4165,14.9463,14.1048,19.7524,18.4002,16.1596,15.1092,13.4241,13.3111,13.9717,11.6144,14.6613,12.7921,11.2832,12.3020,10.8931,10.1216,8.5589,8.3400
2613,17.4794,19.6187,20.4685,20.8183,22.6416,20.4337,19.7760,15.1682,20.0343,18.7000,16.6812,18.3934,16.9445,19.6167,13.8555,19.2997,13.2483,13.5960,17.4464,13.5380,11.8365,16.3064,9.2876,13.3565,9.9944,8.6859,7.4824,7.5687
2614,17.2456,16.9479,17.3146,19.3893,17.7383,13.3290,18.6683,15.0340,16.2230,15.3672,13.6083,15.2162,16.5414,20.0022,17.5568,11.6938,11.2451,13.5004,14.9834,11.2255,12.8035,10.5706,8.3319,9.7607,9.3360,7.1678,6.8154,7.7535
2615,19.1114,16.1025,23.3201,21.9154,18.6882,15.2746,21.2840,22.5522,15.5433,13.7515,16.7303,14.2885,21.0732,18.6467,16.5898,13.2207,16.9087,15.6888,14.8561,14.4955,15.0476,13.4590,13.7660,13.1307,11.4442,8.4380,7.9272,9.8778
2616,18.1533,17.7518,20.5900,20.1609,26.8741,20.3124,19.6905,16.7359,18.8215,18.8850,16.6263,16.7058,19.6599,20.2705,18.2650,17.2900,12.0859,13.8180,17.9425,13.5465,14.9192,15.3835,9.3627,11.8559,9.3524,8.3575,7.7182,6.6817
2617,13.8785,14.7182,13.2486,16.8721,12.3623,13.2815,17.4469,14.9729,15.5796,12.6294,11.9672,12.4465,11.4244,16.3488,12.2194,9.4995,12.3587,15.1682,14.3179,12.9470,12.2906,6.4245,7.7584,9.7632,9.7721,6.3124,7.5963,8.4958
2618,12.9910,14.5893,12.5296,14.9434,14.3493,12.9921,19.9640,15.2820,14.0357,15.9096,12.5463,13.6446,14.2653,13.7798,15.5496,12.1765,16.9804,13.3245,13.5140,12.4465,15.1088,8.2266,9.7448,10.0881,10.2466,6.3051,8.3028,7.7247
2619,21.6096,19.8173,20.6218,23.1363,27.0126,21.4948,25.8459,18.5342,19.2817,21.3362,17.4311,18.4278,22.1034,21.8632,18.0643,13.2025,17.8149,17.5027,19.3505,17.2596,12.1838,13.6019,11.0078,13.1510,11.4518,10.8114,11.8943,8.9222
2620,18.6335,17.4106,14.1754,16.8880,18.9235,16.6735,17.6241,15.9464,15.3867,15.8767,13.8165,14.7565,17.5104,16.4509,16.1944,13.0934,12.0536,12.0003,15.1514,11.0126,12.9994,12.0263,10.7496,10.5966,9.4656,6.7757,6.1944,5.6978
2621,21.0713,14.2612,23.2424,22.0522,19.9585,18.8262,16.6368,15.9652,17.4309,17.7336,12.8362,16.0267,18.1827,17.7595,13.2966,10.5971,15.0406,15.6804,16.2381,13.4767,10.7551,10.8008,8.7838,12.3185,10.6728,8.5434,12.6869,7.7799
2622,24.5161,24.9717,25.8570,26.5897,31.9576,25.6888,23.8932,22.5567,19.2654,23.1654,18.9983,24.3005,23.1421,23.2731,22.0005,17.9453,18.3372,20.1940,20.0725,18.1574,15.1105,18.5652,14.1714,13.5181,11.5266,10.5109,14.0039,8.4076
2623,18.6663,13.3836,14.3467,13.4042,12.8815,15.5631,10.9780,12.8347,13.0842,13.7341,12.6460,12.1936,12.1330,13.3416,12.9833,10.8222,10.5640,8.0677,11.0974,11.0857,8.6735,8.9283,10.0270,12.2249,9.2875,6.3056,10.3535,6.3963
2624,18.1567,15.3834,20.1294,23.0902,21.6131,15.0635,17.9065,16.8351,14.8652,14.8800,19.4400,13.0386,20.5528,14.8441,19.2651,11.3015,17.2016,14.4068,13.0777,15.3610,12.9767,13.8608,12.5113,14.1122,11.3786,8.5742,9.3203,10.4294
2625,17.1271,14.9784,19.6672,18.1243,18.7667,15.1610,18.6407,14.7895,17.3769,13.9203,13.7402,13.1721,18.1536,14.8834,15.0611,12.4178,15.3350,13.2351,14.0846,13.4999,12.2189,12.3326,9.0831,12.0225,9.7316,7.9678,8.5413,8.8239
2626,20.5439,26.9513,25.5134,27.2492,24.4218,17.8130,20.7923,19.3089,25.6421,20.8589,18.1957,21.8823,18.6872,22.9647,17.0584,21.3957,15.2624,14.6506,20.0632,13.4157,17.4663,17.6189,8.7189,12.4090,10.3168,10.3183,7.9914,8.2727
2627,17.1891,18.4404,17.7052,16.4706,22.1959,14.3345,16.4590,15.6209,17.3975,13.1536,11.5635,12.6655,15.9770,14.9717,13.0436,12.0145,15.5712,13.0742,16.8910,12.9009,14.4439,11.9531,8.7667,10.6121,10.7642,8.2082,9.9480,9.3852
2628,25.5424,23.2518,20.2774,19.7047,33.1409,23.8992,23.0780,18.9100,22.1779,17.9954,17.1402,19.9243,17.5463,20.2897,19.1794,17.6967,14.4608,17.1414,19.9650,15.8084,13.0690,16.2527,12.0642,11.2355,8.7104,8.4962,11.1885,9.3006
2629,27.1302,21.5020,25.4083,24.5977,29.5351,27.3777,25.5750,22.7130,26.3476,24.2440,17.7684,23.0300,20.9899,21.5948,20.3078,16.2030,19.1677,20.3976,21.7881,16.7648,14.1431,20.2252,16.4140,14.0954,12.2774,8.1540,14.6087,8.4897
2630,14.1341,12.9435,20.3158,15.6750,20.5948,17.6900,18.3371,12.9679,14.5556,13.3808,10.6938,13.4747,16.8378,12.0032,11.2577,11.5887,13.8269,13.9807,12.9024,13.7466,11.0607,11.0560,8.7034,11.1946,12.3832,6.7168,10.5310,7.1731
2631,23.9110,20.2913,21.3168,19.5716,21.0302,16.1106,19.8958,18.6860,19.5629,13.9876,20.7605,17.2766,21.5866,22.4457,23.2786,12.9190,14.1331,16.8414,19.5162,16.1923,17.5470,15.5064,13.2709,11.4696,15.8087,9.3180,10.1424,10.8231
2632,15.5672,10.3957,14.4960,10.3522,13.9095,18.8933,14.8069,16.0402,14.5973,13.2949,13.1550,13.4268,11.3687,11.0162,14.5618,11.3131,12.9036,11.2334,8.8250,10.1442,9.4431,9.7054,10.3102,8.5683,10.8576,7.6484,7.5593,8.1396
2633,18.5187,13.1750,14.9464,13.8350,12.6932,14.3688,11.5190,13.7049,12.8691,14.3870,12.9296,12.3382,12.6002,12.7193,13.4365,11.2620,10.5139,8.4204,11.1137,10.6324,8.1335,8.7542,9.6967,11.1339,8.8135,6.1653,9.4045,5.9060
2634,15.5054,16.2566,15.9753,16.2169,21.2275,15.0101,16.9657,14.8664,17.6803,13.9030,12.5486,13.5912,16.7344,14.4265,14.0333,11.5920,14.2881,12.8885,16.0047,12.4667,14.0951,12.2743,8.0672,11.3013,11.0811,7.9553,9.4812,9.2001
2635,14.8197,17.2723,14.4674,16.1573,17.9481,14.9033,15.6004,13.1783,18.3929,11.9998,14.3246,15.8773,16.2809,12.7679,14.8138,12.8883,13.9980,11.7713,16.5995,12.0703,12.9272,12.5661,8.5142,9.5017,12.5640,8.2549,8.9037,9.2358
2636,17.3797,17.5863,14.1740,17.7106,18.3884,15.5958,17.9505,15.7229,15.0484,16.0915,12.8396,13.6572,17.1724,16.9257,15.2952,13.3538,12.1062,11.8089,14.8181,11.0920,12.9158,11.6758,11.4423,10.8902,9.9441,7.1338,6.4498,5.9614
2637,15.1663,13.4293,16.3249,15.6665,16.6249,12.9307,20.0785,14.1483,16.1473,13.0684,11.7782,10.5430,16.6793,15.4413,15.0758,11.0912,10.3295,10.2737,14.7827,10.2685,11.1695,9.5952,10.0258,9.5860,9.0367,6.3461,6.4476,6.1097
2638,28.1136,23.5553,24.3685,19.9020,27.9162,20.6400,17.3178,19.4494,19.4998,20.4813,15.4969,23.1265,14.4410,17.2543,17.5109,15.9592,13.0427,13.3242,19.0894,15.0985,14.0799,14.9975,13.2646,10.3781,9.5458,8.6208,9.6372,5.6665
2639,9.5231,14.1020,16.1535,11.3230,15.6259,11.6845,15.7842,11.6682,16.2692,14.4494,15.2477,10.0338,13.5149,15.7423,16.9934,10.2815,12.7711,12.3505,11.3436,9.1558,15.4725,8.7142,8.8123,9.9167,7.8270,8.3953,7.4805,7.6226
2640,18.5421,26.4844,23.3042,26.4265,25.4471,20.1488,22.2919,19.7201,24.1000,21.7597,19.3413,21.1941,18.4311,22.8252,17.9668,20.2356,13.7433,14.6781,18.9534,14.9525,18.0749,19.7931,9.6714,14.7186,12.3031,10.9261,8.1018,7.9825
2641,22.6460,24.0399,23.1827,19.6611,28.9344,21.1716,22.4132,17.7951,20.3626,20.6042,17.1964,21.7742,16.9899,20.9283,20.1147,18.2158,16.4565,18.4766,20.7007,16.2695,13.2926,17.1396,12.5012,11.3261,9.1494,9.2582,10.7784,7.9839
2642,16.2122,18.6519,16.8533,16.9093,20.4718,14.6595,16.8615,15.1550,18.9841,12.9441,13.4364,13.8915,17.2540,15.2945,15.2633,12.9631,14.8781,12.2766,15.6476,11.9969,14.0591,12.3931,9.3034,10.4571,11.9297,8.4301,9.9210,8.8327
2643,30.8986,25.6072,21.5467,25.0478,29.1058,24.9107,21.8220,19.3270,26.5796,21.5019,19.4441,27.2250,22.4921,26.5198,21.1839,18.4375,18.1658,18.8168,15.7713,18.1407,16.4546,21.5109,14.8003,16.7576,14.0102,9.5664,16.7340,9.4930
2644,19.4231,16.1764,21.4241,20.6990,19.6216,13.4457,20.2395,18.3053,17.9014,15.1202,20.4687,16.3762,17.9640,18.2325,19.9799,12.1192,16.0542,16.1182,15.2583,12.8394,12.4901,12.4603,12.3346,12.2201,11.2887,8.0422,9.7901,10.5602
2645,21.8083,24.4991,22.7398,22.6965,25.7097,18.1481,23.8825,18.1653,21.7533,21.1078,17.7838,21.1684,17.8718,22.7098,15.8474,19.5141,13.8307,13.6228,17.3278,13.5621,12.9325,17.6844,10.3360,13.4022,11.1996,9.0604,7.3703,7.7156
2646,18.4203,16.3679,15.9846,19.1424,20.3090,16.0155,17.3080,17.9677,18.8635,17.1850,16.7119,14.8256,16.5552,20.9679,19.8459,12.3542,12.4984,12.9797,15.7044,13.0076,13.4244,11.4189,11.5383,9.6654,14.3430,7.5982,7.4427,8.3284
2647,20.4567,15.1889,21.3201,16.5040,23.6778,18.2917,20.6168,15.3190,13.0683,15.8574,17.0281,14.1505,19.2606,15.9381,17.3017,13.5521,18.4506,15.0908,12.5578,16.1962,14.2285,16.7982,11.5194,12.8003,11.3814,7.6962,8.5765,11.8501
2648,14.0901,14.3663,15.2563,10.6293,14.9233,14.4110,17.6760,17.1093,14.8021,14.9252,15.8279,10.3233,20.9517,15.3322,18.3356,13.9981,19.6074,14.9493,13.1270,14.4577,11.5858,13.2248,12.3557,14.3580,12.5426,9.2779,6.2995,10.4047
2649,19.3785,18.7430,17.6524,17.6719,25.4088,23.3729,19.9976,22.7565,16.3646,19.5281,16.6344,20.5812,22.8707,18.4179,19.8370,17.3451,15.3129,19.1644,18.7289,14.1395,16.5021,15.5870,10.1310,12.2016,11.1605,8.2989,9.0549,6.7576
2650,26.8134,15.5409,21.1843,17.8759,14.3326,20.4610,15.6788,15.0109,19.7264,16.2811,14.5641,18.1996,14.3116,18.5407,14.4335,10.0569,11.3853,14.4780,13.1719,12.3047,12.5526,12.8078,10.6687,15.2979,11.2684,7.9353,14.3928,6.8686
2651,19.2836,18.3581,20.9684,20.2019,25.0023,18.3867,15.5166,17.6246,16.9832,15.2894,13.4543,17.2981,15.0931,18.1371,11.3426,16.5878,11.8597,16.3486,17.6292,15.2757,12.6991,16.0104,10.9416,11.2788,11.2210,7.2132,10.2744,7.8766
2652,18.5002,17.6043,19.9361,17.6213,22.3981,16.6050,19.0949,17.0476,18.0558,20.7718,15.0407,14.7520,19.0033,18.5269,16.3089,16.0343,13.1468,13.0829,13.7562,11.5745,13.8473,14.1557,11.5590,12.0216,10.6965,10.1403,7.9531,8.0805
2653,9.2967,13.7286,13.1314,12.6981,13.4203,14.1338,16.6936,15.1697,14.9823,15.2812,13.3960,11.4419,15.1038,15.2435,16.2742,9.5506,14.6928,12.3102,11.4485,7.7934,13.6801,7.1312,8.3585,9.3539,7.1055,6.7364,6.9448,8.1465
2654,15.7951,11.0054,16.7501,10.9753,15.2646,19.6132,14.4009,16.6588,13.6787,13.8614,13.1136,15.4159,12.6323,13.2475,14.0141,11.0589,13.1859,11.5261,8.2355,9.8365,8.4648,10.3035,10.8659,9.0177,10.6357,7.2976,8.8022,8.0320
2655,26.3007,26.0566,25.5312,24.8594,34.0188,26.4037,28.9119,21.4948,22.7591,23.7663,20.6287,24.2108,22.5252,24.1528,23.3267,20.8151,19.6840,20.0674,22.6545,20.3505,14.6918,17.5535,14.9889,13.1883,12.3605,9.8273,12.6953,8.3930
2656,26.3200,25.2132,27.5041,27.5871,31.5399,26.5686,24.1818,23.2683,21.4168,23.7502,21.2420,24.4428,23.5706,22.6698,24.6752,18.4471,18.9803,20.1458,20.3720,18.4227,14.8772,19.8140,14.7694,13.3690,11.7225,10.1403,13.8149,8.3858
2657,18.9431,18.4560,20.1202,18.8883,23.1065,18.4463,15.2055,16.3380,17.5670,14.5966,14.6850,17.9291,14.6279,17.5070,13.4956,15.7450,13.3974,15.3714,17.9634,15.3665,11.5716,15.8091,11.3862,11.0074,10.2025,6.6200,9.5094,6.9037
2658,15.6015,14.3090,14.5585,18.2877,19.1490,14.1662,16.7046,16.5981,16.1949,15.6468,14.0690,14.4753,17.3824,19.4357,16.9822,12.5493,11.5929,12.7748,14.5514,12.6505,12.2177,11.2970,10.8158,9.7087,13.3245,7.1086,6.9193,8.3133
2659,15.3441,18.8814,17.0792,17.4472,20.0298,14.7013,16.6007,16.7292,19.6593,12.7491,14.9460,16.4646,18.3977,15.2119,17.0612,12.0170,13.9964,12.9027,15.3517,11.6622,13.0260,13.0018,9.3073,9.4195,12.0626,7.3211,8.4768,8.5680
2660,14.9808,14.7574,14.5525,19.1794,16.7541,14.9460,17.4484,14.6245,15.9853,14.7792,12.0519,12.9043,14.5925,17.6476,16.5848,11.4977,11.9853,12.7366,13.4676,10.8028,13.5243,11.4116,8.1010,10.2650,10.8159,8.6053,6.6848,7.2552
2661,19.8900,13.5563,16.8841,13.5030,15.7330,14.7553,9.7677,15.2514,12.9358,13.0136,10.6373,11.5108,12.8156,14.4122,10.8648,7.9862,12.1366,10.0619,9.6997,11.7231,12.5860,7.6634,11.3538,11.3597,12.0595,8.4164,8.4337,5.9353
2662,17.1359,13.5860,14.4353,15.3415,19.1172,13.3866,15.6953,14.7626,16.2110,15.4775,12.9091,14.7604,15.7558,17.0764,15.4646,11.2391,11.6515,11.0836,13.0486,10.6472,13.9570,11.4257,10.2111,10.2839,11.4106,6.8419,6.0404,6.4825
2663,19.6856,20.4755,22.9087,21.4724,26.6629,21.2540,17.0794,16.8230,21.2371,15.5833,18.2157,22.1027,16.8585,18.4710,20.1190,16.1462,13.6404,15.3320,21.4161,14.8013,13.3810,15.4322,11.9732,12.5037,10.3832,8.9390,8.3081,6.0970
2664,15.5725,18.2701,17.4165,19.1662,23.2447,18.5292,19.2393,15.5837,16.8920,20.1341,16.3409,17.4254,16.6973,16.6947,16.2294,17.4058,12.1966,12.6623,17.0895,15.0585,12.2353,14.6070,8.7802,13.0375,9.9506,9.1881,7.7090,7.4042
2665,15.8971,14.1897,15.3131,14.7531,15.4465,13.2499,18.4341,15.8343,15.1606,14.9601,11.7258,12.1279,15.8586,15.6798,14.4523,11.2027,11.2893,10.6028,13.7032,10.3428,12.2881,9.8097,10.7000,9.1854,9.2365,7.0035,6.3670,5.4698
2666,21.7254,17.1475,18.9563,17.0800,21.1613,19.9509,20.7349,20.3354,17.9105,15.9945,16.3917,19.7568,21.6506,18.5833,19.5537,16.2324,13.2976,17.5887,16.5115,13.3680,16.1622,15.4833,10.6912,11.2931,10.4486,8.3858,8.0172,6.0318
2667,18.3334,15.9327,18.4023,17.1617,19.1914,25.1848,18.9234,18.1195,19.1748,17.2596,15.7995,18.8592,17.3162,16.4358,14.9936,14.8930,14.9251,13.6757,11.5321,12.8514,11.4146,13.6369,11.9644,13.3894,12.7823,9.7342,13.3470,8.3966
2668,16.6335,11.4560,13.2245,12.3276,11.9093,13.4213,11.0703,12.8253,11.2630,13.2992,12.3921,10.2513,11.9389,12.0665,13.6118,11.2264,10.0660,9.1851,10.0188,9.5655,8.3874,7.8109,11.2088,9.7253,8.8185,6.4149,7.8927,5.2512
2669,16.7455,14.9867,16.2667,14.6340,20.4048,15.9894,18.0817,12.9597,16.5039,14.9510,12.7033,14.9361,19.1606,15.1553,14.7341,11.6660,14.9618,15.6741,16.0389,14.1817,11.2560,11.5861,7.3431,13.2576,11.6058,8.4363,10.4612,6.7850
2670,21.5605,21.5232,21.0615,20.3204,23.8118,19.7272,17.1531,16.7422,19.4217,15.3904,14.0393,18.9400,16.2519,18.2324,14.4458,15.9406,13.5969,15.2388,20.6908,16.2866,11.7223,16.1224,11.6777,10.8755,10.5148,6.8386,8.9393,6.8748
2671,15.4208,18.8838,15.6650,18.4518,13.0910,15.3944,19.1110,13.1775,15.3598,15.2327,10.9577,15.9784,14.5592,18.8730,13.4936,12.0976,12.0772,13.4970,14.4895,12.7093,13.3432,9.3823,8.3539,9.9646,9.6533,8.7881,7.6237,9.3702
2672,12.7967,10.8068,13.5182,11.1865,13.2835,14.6118,15.1120,13.6206,12.8419,11.5434,12.3072,7.7728,16.7176,11.4897,12.6660,13.7598,15.3169,11.4594,9.4489,11.5579,9.6875,11.4440,10.5185,9.1728,9.1497,6.6432,6.7492,8.3287
2673,15.4299,16.5237,14.3367,15.7207,15.4654,11.8793,18.3827,14.3844,15.2770,15.5634,11.3252,12.5316,14.9683,15.6433,13.6732,11.6886,13.3621,12.2431,13.4774,11.3090,12.0556,9.2588,10.7443,9.3599,9.3243,7.4257,6.0272,5.0904
2674,12.1281,12.8521,13.5017,14.2664,14.4552,16.4516,21.2904,19.8405,11.3844,17.8549,15.8894,16.5290,21.3808,13.0645,21.2596,11.5757,20.8401,13.7273,12.8134,11.9447,16.8315,9.7557,11.8110,12.2986,8.4432,6.3465,10.8650,7.5681
2675,17.0045,13.3348,17.0775,14.0777,19.1333,14.7178,20.2734,15.3453,14.3023,14.5013,15.7651,11.9806,17.6241,16.5052,17.6674,15.7075,12.6215,12.5145,16.1861,10.9190,12.2261,12.2869,11.0911,14.5083,9.1688,8.7362,7.2430,7.1990
2676,17.7388,16.1976,20.3015,17.5710,19.5399,14.6513,17.9911,15.8683,17.9753,13.9478,13.7672,12.8686,17.8971,14.4842,15.3527,11.5189,16.4330,13.9658,14.4842,12.7730,12.9808,12.0299,9.2202,11.6666,9.7544,7.8708,9.0583,8.7924
2677,18.2936,16.2046,22.1413,18.0985,22.4091,17.1458,21.0307,17.7105,15.9247,13.9058,20.1432,15.0415,19.8033,17.4464,20.4946,14.2983,18.7689,18.7027,14.0144,17.1144,16.4161,17.0967,14.7948,13.5407,12.3113,8.3763,9.2991,13.0937
2678,16.6148,15.5841,17.1022,15.4106,19.8020,18.8439,19.1456,14.5939,13.4793,14.5471,13.9442,14.7617,19.4143,16.7475,14.4837,14.8771,16.5600,14.2293,13.1235,16.8034,11.2855,13.6802,10.4036,11.5210,12.0714,7.5109,8.3875,9.4720
2679,16.5167,18.2739,15.9683,16.2712,18.9093,16.2587,15.8009,14.5502,19.6560,13.5926,14.4921,15.9572,17.3678,14.9263,16.4570,14.4353,14.3095,11.7625,16.3823,12.3361,13.4665,13.6864,8.7164,9.7741,13.8935,9.0685,9.3033,9.1915
2680,19.3489,14.7171,20.3090,15.7194,23.1220,17.5925,20.4003,15.3187,12.9454,15.8315,17.9429,13.8444,19.2037,16.6942,18.1491,14.2250,18.0696,15.2881,12.5918,16.2890,14.5607,17.2918,11.4632,12.7992,11.8047,7.9341,8.6709,12.3134
2681,20.3215,17.1164,22.3486,20.1400,19.1028,20.5911,22.9894,14.0181,16.6256,14.9738,13.5609,17.6550,16.2718,17.9874,13.4196,12.2809,12.5447,15.4809,14.1243,13.1064,11.0607,14.2643,11.0815,12.8049,11.9759,7.3235,16.0625,6.4953
2682,19.6572,13.0468,15.0715,14.7925,12.7462,16.3457,10.4638,13.5589,15.5096,12.9228,12.4319,11.6510,11.6066,12.9278,12.6289,10.2309,11.1498,8.6827,10.2632,11.2329,9.0570,8.7622,9.6486,12.5553,8.9615,6.1615,11.4205,6.5988
2683,15.0758,18.8626,16.3459,16.6946,19.1591,14.1674,16.3681,18.3062,20.6551,13.3121,14.3085,16.9545,19.2715,15.5986,16.4088,12.5589,14.2951,12.8333,14.9771,11.4099,12.7588,13.1810,10.2852,9.7823,12.4970,7.4356,8.2378,8.8269
2684,11.4954,13.2266,13.3047,16.2145,15.5666,13.5445,17.0210,15.0644,12.6652,14.9961,12.2175,12.3233,15.7660,12.7344,16.0023,10.5668,15.1126,16.4761,13.7376,11.4058,13.6564,8.3823,8.4929,8.8761,8.4545,8.2467,8.3729,7.0303
