uniqid_huc10,nonfp_1987_huc10,nonfp_1988_huc10,nonfp_1989_huc10,nonfp_1990_huc10,nonfp_1991_huc10,nonfp_1992_huc10,nonfp_1993_huc10,nonfp_1994_huc10,nonfp_1995_huc10,nonfp_1996_huc10,nonfp_1997_huc10,nonfp_1998_huc10,nonfp_1999_huc10,nonfp_2000_huc10,nonfp_2001_huc10,nonfp_2002_huc10,nonfp_2003_huc10,nonfp_2004_huc10,nonfp_2005_huc10,nonfp_2006_huc10,nonfp_2007_huc10,nonfp_2008_huc10,nonfp_2009_huc10,nonfp_2010_huc10,nonfp_2011_huc10,nonfp_2012_huc10
6283,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6284,0.0,0.0002,0.0003,0.0003,0.0003,0.0004,0.0008,0.0005,0.0004,0.0004,0.0003,0.0003,0.0003,0.0004,0.0006,0.0004,0.0004,0.0003,0.0004,0.0004,0.0005,0.0003,0.0003,0.0003,0.0002,0.0003
6285,0.8,0.9815,6.8201,6.3333,2.7501,3.4431,6.2552,3.6053,1.9680,5.7851,1.6809,1.1097,1.9833,3.2379,4.5664,4.5668,2.2164,2.5811,3.3560,2.3220,1.4743,1.6659,1.0041,1.4779,4.0453,0.8999
6286,17.6,18.0659,13.7183,15.3319,21.2213,21.0739,23.9936,24.9356,20.1430,29.2687,24.1653,18.3230,15.7670,37.7962,28.9414,31.4077,29.5463,38.5653,44.0139,34.4679,45.1218,46.7021,5.0117,3.6800,15.5915,1.2955
6287,0.0,0.0444,0.3076,0.2845,0.1268,0.1631,0.2685,0.1538,0.0796,0.2259,0.0623,0.0397,0.0673,0.1072,0.1495,0.1481,0.0724,0.0862,0.1140,0.0812,0.0562,0.0628,0.0386,0.0578,0.1627,0.0364
6288,0.3,0.3558,0.2685,0.3067,0.4296,0.4227,0.4707,0.4816,0.3843,0.5495,0.4737,0.3586,0.3030,0.7217,0.5559,0.6066,0.5698,0.7393,0.8364,0.6471,0.8122,0.8285,0.0875,0.0634,0.2662,0.0220
6289,0.0,0.0024,0.0033,0.0032,0.0032,0.0052,0.0090,0.0055,0.0045,0.0040,0.0032,0.0037,0.0032,0.0039,0.0055,0.0031,0.0030,0.0025,0.0029,0.0026,0.0036,0.0019,0.0017,0.0017,0.0014,0.0017
6290,0.0,0.0021,0.0016,0.0045,0.0108,0.0073,0.0095,0.0085,0.0079,0.0101,0.0066,0.0056,0.0081,0.0093,0.0108,0.0102,0.0068,0.0082,0.0076,0.0060,0.0042,0.0041,0.0038,0.0040,0.0046,0.0050
6291,0.0,0.0133,0.0178,0.0183,0.0194,0.0309,0.0570,0.0362,0.0322,0.0289,0.0212,0.0260,0.0242,0.0306,0.0458,0.0274,0.0278,0.0225,0.0275,0.0245,0.0314,0.0163,0.0147,0.0142,0.0117,0.0145
6292,0.0,0.0051,0.0038,0.0106,0.0253,0.0170,0.0222,0.0198,0.0187,0.0232,0.0154,0.0127,0.0181,0.0206,0.0231,0.0210,0.0137,0.0161,0.0146,0.0114,0.0085,0.0081,0.0077,0.0080,0.0092,0.0099
6293,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6294,6.4,6.6773,5.2075,6.0870,8.5825,8.5671,9.8194,10.4201,8.6959,12.9720,13.5110,10.6525,9.4969,23.2959,18.8712,21.2868,20.8000,28.0721,32.8971,26.2531,35.4833,37.2217,4.0215,2.9663,12.7877,1.0698
6295,0.0,0.0065,0.0049,0.0137,0.0328,0.0221,0.0288,0.0259,0.0241,0.0306,0.0201,0.0170,0.0245,0.0282,0.0328,0.0310,0.0208,0.0250,0.0232,0.0184,0.0124,0.0119,0.0113,0.0119,0.0135,0.0146
6296,0.0,0.0043,0.0059,0.0061,0.0066,0.0107,0.0201,0.0130,0.0114,0.0103,0.0079,0.0099,0.0092,0.0118,0.0180,0.0108,0.0109,0.0088,0.0106,0.0095,0.0124,0.0064,0.0058,0.0056,0.0047,0.0059
6297,0.7,0.7029,0.5323,0.5906,0.8061,0.7915,0.8901,0.9197,0.7445,1.0798,0.9173,0.7051,0.6091,1.4578,1.1097,1.1712,1.0749,1.3732,1.5347,1.1769,1.5337,1.5813,0.1698,0.1246,0.5262,0.0437
6298,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6299,0.1,0.0952,0.0761,0.2294,0.6072,0.4389,0.6307,0.6141,0.6211,0.8274,0.6630,0.5808,0.8540,1.0029,1.1940,1.1367,0.7731,0.9607,0.9151,0.7165,0.5964,0.5697,0.5405,0.5657,0.6654,0.7352
6300,5.3,5.3928,4.0660,4.5765,6.3911,6.2779,7.1109,7.4484,5.8212,8.2646,6.6453,5.1078,4.4401,10.7212,8.3656,9.1543,8.6628,11.3697,13.0881,10.2562,13.5065,13.8489,1.4743,1.0881,4.6393,0.3861
6301,0.2,0.1946,1.3454,1.2531,0.5625,0.7169,1.1723,0.6615,0.3449,0.9722,0.2636,0.1628,0.2848,0.4554,0.6151,0.6065,0.2952,0.3343,0.4363,0.3047,0.2204,0.2485,0.1558,0.2289,0.6527,0.1447
6302,0.0,0.0164,0.0228,0.0238,0.0257,0.0418,0.0793,0.0518,0.0453,0.0408,0.0309,0.0384,0.0359,0.0464,0.0709,0.0423,0.0430,0.0348,0.0422,0.0375,0.0475,0.0246,0.0221,0.0213,0.0177,0.0223
6303,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6304,0.0,0.0001,0.0006,0.0006,0.0003,0.0004,0.0006,0.0003,0.0002,0.0006,0.0002,0.0001,0.0002,0.0003,0.0004,0.0004,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0001,0.0002,0.0005,0.0001
6305,0.0,0.0467,0.0348,0.0384,0.0521,0.0508,0.0568,0.0576,0.0467,0.0666,0.0665,0.0498,0.0419,0.0987,0.0742,0.0790,0.0727,0.0934,0.1051,0.0810,0.1081,0.1104,0.0118,0.0086,0.0362,0.0030
6306,0.0,0.0045,0.0057,0.0055,0.0055,0.0089,0.0152,0.0095,0.0087,0.0077,0.0048,0.0062,0.0060,0.0077,0.0122,0.0074,0.0078,0.0063,0.0082,0.0072,0.0091,0.0047,0.0040,0.0038,0.0030,0.0037
6307,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6308,0.0,0.0069,0.0053,0.0148,0.0354,0.0244,0.0317,0.0291,0.0281,0.0374,0.0253,0.0210,0.0302,0.0345,0.0390,0.0362,0.0236,0.0283,0.0263,0.0205,0.0158,0.0152,0.0145,0.0150,0.0168,0.0181
6309,0.0,0.0347,0.1971,0.1857,0.0915,0.1210,0.2044,0.1206,0.0717,0.1666,0.0526,0.0422,0.0598,0.0919,0.1321,0.1200,0.0710,0.0764,0.1016,0.0770,0.0628,0.0573,0.0388,0.0518,0.1283,0.0377
6310,20.4,21.3165,16.4878,18.8539,26.2296,25.6984,28.8377,29.4793,23.3580,33.5157,28.1148,21.5613,18.7887,45.3335,34.9814,37.4778,34.4348,44.0383,49.1932,37.8484,49.3903,50.2398,5.3235,3.8972,16.4600,1.3708
6311,0.0,0.0013,0.0016,0.0016,0.0018,0.0029,0.0055,0.0038,0.0035,0.0033,0.0020,0.0026,0.0026,0.0035,0.0057,0.0036,0.0038,0.0033,0.0043,0.0039,0.0048,0.0025,0.0022,0.0021,0.0016,0.0020
6312,0.2,0.2010,0.1516,0.1727,0.2413,0.2375,0.2644,0.2703,0.2158,0.3109,0.2507,0.1895,0.1601,0.3810,0.2927,0.3186,0.2991,0.3881,0.4388,0.3394,0.4302,0.4382,0.0463,0.0335,0.1405,0.0116
6313,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6314,0.0,0.0164,0.0127,0.0149,0.0210,0.0208,0.0238,0.0247,0.0201,0.0292,0.0229,0.0176,0.0151,0.0362,0.0281,0.0306,0.0287,0.0375,0.0431,0.0335,0.0416,0.0426,0.0045,0.0033,0.0138,0.0011
6315,0.0,0.0005,0.0007,0.0006,0.0007,0.0009,0.0016,0.0009,0.0008,0.0007,0.0007,0.0008,0.0007,0.0009,0.0013,0.0008,0.0007,0.0006,0.0007,0.0006,0.0009,0.0005,0.0005,0.0005,0.0004,0.0005
6316,0.0,0.0010,0.0012,0.0012,0.0012,0.0019,0.0033,0.0021,0.0018,0.0016,0.0014,0.0017,0.0016,0.0021,0.0032,0.0020,0.0021,0.0017,0.0021,0.0019,0.0026,0.0014,0.0013,0.0013,0.0010,0.0013
6317,0.2,0.2230,1.5317,1.4430,0.6497,0.8353,1.3811,0.7891,0.4100,1.1756,0.3099,0.1985,0.3517,0.5745,0.8145,0.8336,0.4226,0.5055,0.7025,0.5117,0.3737,0.4430,0.2839,0.4202,1.2045,0.2730
6318,4.9,6.4886,4.9474,4.4965,5.8636,6.3992,10.0726,7.2192,4.6003,8.5302,3.7636,3.7564,5.5647,8.9529,6.8304,8.0751,4.5370,21.3516,35.6624,4.1041,4.8327,4.2544,1.9796,3.0485,9.2133,4.0824
6319,0.0,0.0056,0.0056,0.0058,0.0064,0.0082,0.0113,0.0085,0.0072,0.0080,0.0063,0.0058,0.0052,0.0097,0.0095,0.0079,0.0074,0.0079,0.0092,0.0072,0.0099,0.0089,0.0018,0.0016,0.0033,0.0012
6320,2.0,2.5861,18.0607,17.1053,7.8770,10.1534,16.6765,9.3870,4.8464,13.8046,3.8509,2.4407,4.2927,7.0343,10.0642,10.1579,5.1406,6.1531,8.4021,6.1055,4.3274,4.9945,3.1183,4.6014,13.3024,3.0001
6321,0.0,0.0088,0.0601,0.0563,0.0252,0.0318,0.0533,0.0306,0.0167,0.0494,0.0136,0.0087,0.0154,0.0256,0.0368,0.0364,0.0182,0.0208,0.0274,0.0192,0.0140,0.0161,0.0098,0.0142,0.0398,0.0089
6322,0.1,0.1042,0.0800,0.2258,0.5507,0.3776,0.5003,0.4561,0.4318,0.5519,0.3292,0.2764,0.3959,0.4588,0.5349,0.5044,0.3380,0.4121,0.3854,0.3035,0.1980,0.1915,0.1821,0.1907,0.2197,0.2411
6323,0.3,0.3241,2.2514,2.0904,0.9075,1.1360,2.0640,1.1895,0.6494,1.9087,0.5611,0.3704,0.6620,1.0806,1.5238,1.5238,0.7394,0.8610,1.1192,0.7741,0.4864,0.5496,0.3312,0.4875,1.3339,0.2967
6324,5.3,5.6029,4.3491,5.0752,7.1779,7.1082,8.1272,8.4425,6.8584,9.9644,8.0480,6.1713,5.3085,12.7222,9.8769,10.7635,10.0791,13.1878,15.1433,11.7783,14.5545,14.9274,1.5902,1.1583,4.8296,0.3968
6325,0.1,0.0474,0.0571,0.0554,0.0576,0.0926,0.1722,0.1120,0.0981,0.0867,0.0554,0.0702,0.0693,0.0915,0.1475,0.0939,0.1003,0.0838,0.1022,0.0898,0.1018,0.0535,0.0475,0.0458,0.0378,0.0462
6326,0.9,0.9395,0.7066,0.7859,1.0820,1.0640,1.1904,1.2381,1.0077,1.4434,1.1406,0.8615,0.7306,1.7437,1.3173,1.4097,1.3197,1.7196,1.9651,1.5382,2.0356,2.0871,0.2211,0.1625,0.6773,0.0558
6327,0.1,0.1511,0.1140,0.1296,0.1810,0.1781,0.1984,0.2036,0.1630,0.2331,0.1853,0.1402,0.1185,0.2825,0.2169,0.2359,0.2215,0.2875,0.3258,0.2526,0.3177,0.3243,0.0343,0.0249,0.1044,0.0086
6328,0.0,0.0003,0.0002,0.0006,0.0015,0.0010,0.0014,0.0012,0.0011,0.0014,0.0009,0.0008,0.0012,0.0013,0.0015,0.0015,0.0010,0.0012,0.0011,0.0009,0.0006,0.0006,0.0005,0.0006,0.0006,0.0007
6329,0.5,0.6600,4.5393,4.2486,1.9098,2.4296,4.1048,2.3425,1.2421,3.6738,1.0349,0.6614,1.1666,1.9120,2.6885,2.6886,1.3322,1.5427,2.0388,1.4312,1.0216,1.1599,0.7074,1.0445,2.9380,0.6521
6330,1.2,1.2540,0.9526,1.0824,1.5778,1.6088,1.8825,1.9924,1.6192,2.4109,1.8845,1.4543,1.2664,3.0251,2.3216,2.5185,2.4100,3.2213,3.7292,2.9594,3.8126,3.9481,0.4199,0.3088,1.3028,0.1074
6331,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6332,111.1,112.2164,83.1642,89.8863,120.4167,117.3720,131.5879,135.0109,108.9200,158.7016,137.7546,104.9626,89.5909,213.1014,160.7838,168.0840,153.7687,197.1148,223.9432,175.1823,225.8991,234.2942,25.1708,18.4725,78.8427,6.6085
6333,0.1,0.0555,0.0419,0.0478,0.0669,0.0659,0.0733,0.0750,0.0599,0.0856,0.0830,0.0628,0.0531,0.1265,0.0974,0.1063,0.0998,0.1295,0.1466,0.1134,0.1422,0.1450,0.0153,0.0111,0.0466,0.0039
6334,0.0,0.0392,0.0293,0.0325,0.0437,0.0429,0.0478,0.0492,0.0393,0.0568,0.0624,0.0476,0.0409,0.0977,0.0751,0.0810,0.0753,0.0965,0.1083,0.0841,0.1323,0.1363,0.0146,0.0107,0.0452,0.0038
6335,0.0,0.0004,0.0005,0.0005,0.0005,0.0007,0.0011,0.0006,0.0006,0.0005,0.0005,0.0007,0.0006,0.0007,0.0011,0.0006,0.0006,0.0005,0.0005,0.0005,0.0007,0.0004,0.0004,0.0004,0.0003,0.0004
6336,0.0,0.0007,0.0005,0.0014,0.0034,0.0023,0.0030,0.0027,0.0026,0.0032,0.0022,0.0019,0.0027,0.0031,0.0034,0.0031,0.0020,0.0023,0.0021,0.0017,0.0014,0.0014,0.0013,0.0014,0.0016,0.0016
6337,0.0,0.0238,0.0177,0.0197,0.0269,0.0262,0.0295,0.0304,0.0247,0.0357,0.0282,0.0214,0.0181,0.0437,0.0330,0.0350,0.0324,0.0413,0.0463,0.0359,0.0454,0.0460,0.0048,0.0035,0.0145,0.0012
6338,0.0,0.0012,0.0009,0.0009,0.0011,0.0011,0.0015,0.0013,0.0009,0.0014,0.0009,0.0007,0.0007,0.0015,0.0011,0.0012,0.0009,0.0020,0.0029,0.0009,0.0017,0.0017,0.0003,0.0003,0.0011,0.0003
6339,0.0,0.0300,0.2052,0.1921,0.0860,0.1085,0.1818,0.1043,0.0570,0.1686,0.0463,0.0297,0.0526,0.0872,0.1254,0.1242,0.0621,0.0708,0.0933,0.0655,0.0489,0.0559,0.0341,0.0494,0.1385,0.0310
6340,0.0,0.0083,0.0062,0.0067,0.0089,0.0085,0.0094,0.0096,0.0076,0.0108,0.0088,0.0065,0.0055,0.0129,0.0096,0.0103,0.0095,0.0120,0.0132,0.0100,0.0136,0.0138,0.0015,0.0011,0.0044,0.0004
6341,0.0,0.0275,0.1759,0.1783,0.0840,0.1060,0.1728,0.1029,0.0581,0.1806,0.0461,0.0299,0.0560,0.0891,0.1282,0.1313,0.0653,0.0737,0.1029,0.0729,0.0529,0.0598,0.0368,0.0529,0.1473,0.0322
6342,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6343,1.5,1.7384,1.3741,1.5592,2.2142,2.1715,2.4492,2.5275,2.0339,2.9286,2.4019,1.7997,1.5665,3.7224,2.8460,3.0955,2.8729,3.7189,4.2578,3.3205,4.4449,4.4341,0.4683,0.3369,1.3797,0.1123
6344,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6345,0.2,0.2965,2.0185,1.8925,0.8417,1.0742,1.7591,0.9947,0.5200,1.5003,0.4082,0.2540,0.4486,0.7240,1.0214,1.0067,0.4933,0.5616,0.7431,0.5152,0.3682,0.4232,0.2622,0.3915,1.1236,0.2522
6346,1.1,1.1431,0.8559,0.9547,1.2903,1.2426,1.3761,1.4042,1.1304,1.6245,1.3231,1.0019,0.8544,2.0334,1.5299,1.6254,1.5019,1.9123,2.1394,1.6319,2.1298,2.1742,0.2301,0.1674,0.6948,0.0573
6347,0.0,0.0073,0.0054,0.0048,0.0063,0.0069,0.0108,0.0076,0.0049,0.0090,0.0039,0.0039,0.0057,0.0091,0.0068,0.0078,0.0043,0.0197,0.0323,0.0036,0.0043,0.0037,0.0017,0.0026,0.0076,0.0033
6348,0.0,0.0100,0.0075,0.0082,0.0111,0.0107,0.0118,0.0120,0.0097,0.0137,0.0118,0.0088,0.0074,0.0173,0.0128,0.0135,0.0125,0.0160,0.0180,0.0138,0.0201,0.0205,0.0022,0.0016,0.0065,0.0005
6349,0.1,0.1380,0.1038,0.1125,0.1514,0.1467,0.1588,0.1641,0.1286,0.1862,0.1485,0.1075,0.0899,0.2097,0.1537,0.1615,0.1498,0.1928,0.2136,0.1648,0.2196,0.2235,0.0242,0.0176,0.0706,0.0059
6350,0.0,0.0151,0.0112,0.0124,0.0167,0.0161,0.0177,0.0181,0.0145,0.0207,0.0210,0.0156,0.0131,0.0306,0.0227,0.0240,0.0221,0.0283,0.0320,0.0245,0.0340,0.0348,0.0037,0.0027,0.0111,0.0009
6351,0.3,0.3469,0.2596,0.2434,0.3129,0.3264,0.4758,0.3593,0.2377,0.4134,0.2122,0.1918,0.2486,0.4287,0.3218,0.3653,0.2313,0.8365,1.3426,0.2206,0.2660,0.2465,0.0768,0.1086,0.3333,0.1335
6352,0.0,0.0161,0.0117,0.0126,0.0167,0.0162,0.0180,0.0188,0.0149,0.0211,0.0160,0.0119,0.0099,0.0233,0.0173,0.0187,0.0175,0.0223,0.0258,0.0204,0.0245,0.0249,0.0027,0.0019,0.0080,0.0006
6353,2.4,2.6795,2.1180,2.4033,3.4129,3.3471,3.7750,3.8957,3.1349,4.5139,3.7421,2.8038,2.4406,5.7993,4.4339,4.8227,4.4759,5.7938,6.6335,5.1732,6.7515,6.7352,0.7113,0.5117,2.0957,0.1706
6354,0.0,0.0158,0.0121,0.0340,0.0815,0.0552,0.0731,0.0664,0.0628,0.0804,0.0541,0.0458,0.0656,0.0754,0.0853,0.0788,0.0518,0.0624,0.0569,0.0448,0.0351,0.0336,0.0313,0.0325,0.0370,0.0399
6355,0.0,0.0038,0.0028,0.0078,0.0187,0.0125,0.0164,0.0146,0.0138,0.0171,0.0114,0.0094,0.0134,0.0152,0.0170,0.0155,0.0101,0.0119,0.0108,0.0084,0.0063,0.0060,0.0057,0.0059,0.0068,0.0073
6356,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6357,0.1,0.0702,0.0530,0.0587,0.0794,0.0777,0.0870,0.0900,0.0733,0.1068,0.0887,0.0671,0.0576,0.1376,0.1048,0.1126,0.1056,0.1409,0.1616,0.1275,0.1628,0.1658,0.0176,0.0129,0.0538,0.0045
6358,0.0,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0001,0.0000,0.0001,0.0001,0.0001,0.0001,0.0000,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000
6359,0.0,0.0013,0.0017,0.0015,0.0014,0.0023,0.0035,0.0020,0.0018,0.0014,0.0010,0.0012,0.0011,0.0013,0.0020,0.0011,0.0011,0.0008,0.0010,0.0008,0.0011,0.0005,0.0004,0.0004,0.0003,0.0004
6360,0.0,0.0075,0.0095,0.0096,0.0099,0.0153,0.0267,0.0162,0.0148,0.0132,0.0100,0.0120,0.0110,0.0133,0.0191,0.0115,0.0117,0.0094,0.0118,0.0105,0.0139,0.0073,0.0066,0.0064,0.0053,0.0063
6361,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6362,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6363,0.4,0.5348,3.8042,3.7740,1.8002,2.3637,4.0016,2.3744,1.2781,3.8100,1.1263,0.7156,1.2660,2.1120,3.1362,3.2178,1.6325,1.9205,2.5679,1.8292,1.3021,1.4749,0.9018,1.2936,3.6131,0.8080
6364,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6365,117.4,120.8981,91.0426,102.5994,146.9462,143.2768,159.4358,162.4041,130.5900,189.0608,156.7057,119.5846,103.3031,248.0444,194.0838,212.4956,200.0278,260.7902,295.9902,230.0058,290.8666,298.8694,31.9549,23.3863,99.2200,8.2671
6366,0.0,0.0280,0.1908,0.1789,0.0797,0.1016,0.1664,0.0941,0.0492,0.1419,0.0381,0.0237,0.0419,0.0676,0.0954,0.0940,0.0461,0.0525,0.0694,0.0481,0.0360,0.0414,0.0257,0.0383,0.1099,0.0247
6367,0.0,0.0002,0.0001,0.0004,0.0009,0.0006,0.0008,0.0007,0.0007,0.0008,0.0006,0.0005,0.0006,0.0007,0.0008,0.0008,0.0005,0.0006,0.0005,0.0004,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004
6368,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6369,0.0,0.0002,0.0002,0.0004,0.0010,0.0007,0.0009,0.0008,0.0007,0.0009,0.0006,0.0005,0.0007,0.0008,0.0009,0.0008,0.0005,0.0006,0.0006,0.0005,0.0004,0.0003,0.0003,0.0003,0.0004,0.0004
6370,56.6,57.2647,42.3685,46.1783,63.4909,61.7242,68.6629,69.9070,55.7844,80.1366,70.9032,53.1161,44.8969,105.8805,79.1927,83.6710,76.6670,97.9497,109.9130,84.5427,112.7300,114.4023,12.0726,8.7535,36.5550,3.0085
6371,0.0,0.0003,0.0004,0.0003,0.0003,0.0006,0.0010,0.0007,0.0006,0.0005,0.0004,0.0006,0.0006,0.0007,0.0011,0.0007,0.0007,0.0005,0.0006,0.0005,0.0008,0.0004,0.0004,0.0004,0.0003,0.0003
6372,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6373,17.4,17.7203,13.3842,14.9254,20.3927,19.9743,22.4188,22.9922,18.3730,26.4079,21.6059,16.5508,14.2776,34.1851,26.1813,27.8811,25.6477,32.8284,36.9319,28.5032,37.0806,38.0652,4.0672,2.9813,12.6514,1.0525
6374,0.6,0.6188,0.4803,0.5605,0.7928,0.7851,0.8976,0.9324,0.7575,1.1005,0.8956,0.6867,0.5907,1.4157,1.0991,1.1977,1.1216,1.4675,1.6851,1.3107,1.5661,1.6062,0.1711,0.1246,0.5197,0.0427
6375,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6376,0.0,0.0109,0.0132,0.0125,0.0129,0.0209,0.0388,0.0245,0.0216,0.0204,0.0156,0.0230,0.0223,0.0290,0.0433,0.0266,0.0266,0.0212,0.0250,0.0214,0.0284,0.0144,0.0129,0.0124,0.0098,0.0122
6377,0.0,0.0002,0.0002,0.0005,0.0011,0.0008,0.0010,0.0009,0.0009,0.0011,0.0008,0.0007,0.0011,0.0013,0.0016,0.0016,0.0011,0.0014,0.0013,0.0011,0.0008,0.0008,0.0007,0.0008,0.0009,0.0010
6378,0.0,0.0005,0.0007,0.0007,0.0008,0.0013,0.0024,0.0017,0.0015,0.0014,0.0008,0.0011,0.0011,0.0015,0.0025,0.0016,0.0017,0.0014,0.0019,0.0017,0.0024,0.0012,0.0011,0.0010,0.0008,0.0010
6379,0.0,0.0001,0.0001,0.0001,0.0001,0.0002,0.0004,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0004,0.0002,0.0002,0.0002,0.0002,0.0002,0.0004,0.0002,0.0002,0.0002,0.0002,0.0002
6380,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6381,0.0,0.0081,0.0104,0.0104,0.0108,0.0166,0.0289,0.0174,0.0159,0.0142,0.0106,0.0128,0.0117,0.0141,0.0203,0.0123,0.0123,0.0099,0.0123,0.0110,0.0148,0.0078,0.0071,0.0069,0.0057,0.0068
6382,0.0,0.0054,0.0038,0.0034,0.0042,0.0044,0.0068,0.0048,0.0030,0.0054,0.0022,0.0023,0.0034,0.0054,0.0039,0.0044,0.0024,0.0106,0.0169,0.0019,0.0024,0.0021,0.0010,0.0015,0.0045,0.0019
6383,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6384,0.0,0.0029,0.0036,0.0036,0.0038,0.0062,0.0115,0.0073,0.0065,0.0058,0.0046,0.0058,0.0054,0.0066,0.0101,0.0063,0.0067,0.0056,0.0066,0.0058,0.0063,0.0034,0.0030,0.0029,0.0024,0.0030
6385,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
