uniqid_huc10,nonfp_1987_huc10,nonfp_1988_huc10,nonfp_1989_huc10,nonfp_1990_huc10,nonfp_1991_huc10,nonfp_1992_huc10,nonfp_1993_huc10,nonfp_1994_huc10,nonfp_1995_huc10,nonfp_1996_huc10,nonfp_1997_huc10,nonfp_1998_huc10,nonfp_1999_huc10,nonfp_2000_huc10,nonfp_2001_huc10,nonfp_2002_huc10,nonfp_2003_huc10,nonfp_2004_huc10,nonfp_2005_huc10,nonfp_2006_huc10,nonfp_2007_huc10,nonfp_2008_huc10,nonfp_2009_huc10,nonfp_2010_huc10,nonfp_2011_huc10,nonfp_2012_huc10
2915,0.4,0.4731,0.5152,0.0176,0.0220,0.1129,0.0627,0.1258,0.1862,0.1508,0.0445,0.0151,0.0383,0.0427,0.0978,0.0716,0.0276,0.0747,0.0382,0.0178,0.0282,0.0453,0.0655,0.0277,0.1166,0.0256
2916,0.7,0.7098,0.6974,0.7883,0.5486,0.6522,0.8256,0.9207,1.0003,0.8525,1.0808,0.9890,0.8661,0.7263,0.7986,0.7474,0.7457,1.0930,1.0129,1.0477,1.1818,0.7783,0.4927,0.4057,0.5337,0.4370
2917,7.8,9.1614,11.2890,14.3999,9.7229,20.6381,16.2369,27.7369,40.3359,27.3873,22.9742,15.9617,16.4734,19.9931,18.8925,16.1026,16.7634,20.2283,13.8794,11.8552,16.1038,18.7303,8.5313,5.2059,8.7591,8.2186
2918,0.6,0.4775,0.8548,0.7247,0.7707,0.9146,0.9399,0.9233,1.6961,1.2191,1.0344,0.6794,0.6942,1.1380,1.1238,0.8080,0.8811,1.0379,0.9078,0.7717,0.8371,1.3096,0.5842,0.6603,0.5597,0.8905
2919,0.7,0.6558,0.6377,0.7168,0.5115,0.6155,0.7968,0.9112,0.9903,0.8523,1.1561,1.0697,0.9411,0.7885,0.8725,0.8214,0.8212,1.2276,1.1477,1.1986,1.3551,0.8935,0.5709,0.4720,0.6231,0.5180
2920,6.2,4.1210,3.4495,4.5896,5.0711,6.3837,8.0858,8.4483,9.4404,10.1154,9.0258,9.8290,6.5523,7.6515,7.7553,7.7215,8.1866,13.3027,4.8562,4.7420,7.7069,5.4684,4.8284,3.7534,4.1385,4.6295
2921,2.6,2.7030,2.7022,3.0878,2.1643,2.7933,3.5317,3.7330,3.5421,4.2332,4.2807,3.1405,3.7259,4.1566,4.1107,3.3639,3.5501,4.1115,3.8224,3.6363,3.4053,2.6245,0.8342,1.3379,1.4925,2.4414
2922,4.1,3.0904,4.5417,4.0669,4.2949,4.9134,5.4214,5.1285,7.6953,6.2554,5.9411,3.6801,3.8186,6.1956,6.1083,4.3802,4.7946,5.7116,5.3017,4.6685,4.8135,6.4587,3.1031,3.4229,3.0289,4.4429
2923,0.4,0.3868,0.3801,0.4317,0.3015,0.3547,0.4503,0.5051,0.5400,0.4557,0.5981,0.5438,0.4868,0.4020,0.4352,0.4062,0.3995,0.5851,0.5444,0.5607,0.6620,0.4365,0.2776,0.2284,0.3025,0.2457
2924,28.5,21.2820,23.4386,24.1823,25.4553,26.5761,33.5796,29.6152,25.2991,31.6986,34.3455,18.0579,19.9530,31.4140,31.1016,22.3924,25.4096,32.4481,37.2962,37.0596,44.2674,31.3003,20.4069,19.1857,20.7576,18.7292
2925,1.5,1.2317,0.0000,1.1372,1.6470,1.4539,1.5401,1.9524,2.4792,2.1614,1.9514,1.9082,1.9807,1.8753,1.6585,1.4031,1.8965,2.2878,1.5311,1.4992,1.4200,0.9585,0.8674,0.7309,0.7451,0.8119
2926,16.2,12.0677,13.2691,13.7769,14.7174,15.3534,19.6928,17.4997,14.9240,18.3869,18.8217,9.7601,10.6527,16.6506,16.1023,11.3336,12.5452,15.6199,17.7811,17.2339,15.7569,10.9998,7.0290,6.5174,6.9385,6.1611
2927,2.6,2.7063,2.7491,3.1798,2.2583,2.9711,3.8413,4.1335,4.0298,4.8989,4.9363,3.6536,4.3455,4.8914,4.9297,4.0588,4.3481,5.1233,4.8760,4.7442,4.3655,3.3870,1.0956,1.7659,2.0107,3.3625
2928,2.5,1.9681,3.5170,2.9702,3.1232,3.7067,3.8406,3.7886,6.9826,5.0318,4.5900,3.0037,3.0388,4.9812,4.8028,3.4242,3.7193,4.3495,3.7656,3.2020,3.7707,5.8794,2.6179,2.9793,2.5083,3.9927
2929,4.6,4.4565,4.3460,4.8973,3.4293,4.0180,5.1173,5.7652,6.1422,5.1624,7.0004,6.3018,5.4493,4.4966,4.8890,4.5590,4.5097,6.6629,6.1669,6.4124,7.7906,5.1600,3.2943,2.7271,3.5732,2.9395
2930,1.0,0.9173,0.9623,1.1182,0.8619,1.1406,1.0460,1.2266,1.5457,1.4082,1.2859,1.0787,1.0631,1.2534,1.3462,1.4213,1.3358,1.2748,1.4512,1.2764,1.1558,1.4845,0.8125,0.5517,0.6222,0.5961
2931,0.1,0.0756,0.0833,0.0855,0.0910,0.0951,0.1219,0.1086,0.0926,0.1144,0.1026,0.0538,0.0594,0.0933,0.0911,0.0646,0.0722,0.0901,0.1017,0.0964,0.0810,0.0566,0.0368,0.0346,0.0376,0.0339
2932,1.4,1.4781,1.5503,0.0521,0.0645,0.3260,0.1831,0.3692,0.5477,0.4418,0.1258,0.0430,0.1105,0.1214,0.2779,0.1983,0.0767,0.2057,0.0999,0.0446,0.0637,0.0982,0.1376,0.0549,0.2277,0.0487
2933,3.2,3.3062,3.3728,3.8960,2.8052,3.7407,4.9155,5.3329,5.2043,6.2957,6.0087,4.4549,5.3153,5.9790,6.0155,4.9695,5.3506,6.3263,6.0607,5.9355,5.2981,4.1428,1.3618,2.2240,2.5422,4.2621
2934,4.9,4.0071,7.3344,6.3153,6.8374,8.2994,8.7290,8.7514,16.3983,11.9412,11.6329,7.7692,8.1523,13.5845,13.6638,10.0381,11.1970,13.5521,12.1587,10.7351,12.7599,20.3516,9.3297,10.6490,9.1331,14.7776
2935,6.9,7.6491,8.5621,0.2985,0.3862,1.9960,1.1241,2.3061,3.4411,2.8173,0.8831,0.3008,0.7882,0.8824,2.0745,1.5225,0.5970,1.6795,0.8447,0.3922,0.6440,1.0162,1.4487,0.6011,2.5764,0.5773
2936,0.5,0.5957,0.6515,0.0225,0.0297,0.1554,0.0865,0.1729,0.2614,0.2113,0.0619,0.0213,0.0557,0.0616,0.1430,0.1054,0.0412,0.1130,0.0572,0.0260,0.0404,0.0637,0.0897,0.0375,0.1589,0.0349
2937,1.4,1.4865,1.6484,0.0566,0.0719,0.3691,0.2071,0.4175,0.6257,0.5065,0.1438,0.0493,0.1282,0.1423,0.3275,0.2411,0.0938,0.2538,0.1282,0.0583,0.0898,0.1402,0.1986,0.0815,0.3387,0.0740
2938,2.7,2.6417,2.7958,3.2793,2.5579,3.4479,3.3033,3.8722,4.8736,4.4887,4.2339,3.6017,3.5632,4.1888,4.5213,4.7974,4.5215,4.3247,4.9366,4.3210,3.7910,4.8905,2.6834,1.8195,2.0507,1.9693
2939,1.8,1.4260,0.0000,1.2922,1.8657,1.6554,1.7541,2.2144,2.8310,2.4643,2.4253,2.3708,2.4494,2.3266,2.0385,1.7098,2.2936,2.7485,1.8133,1.7527,1.8315,1.2169,1.0909,0.9125,0.9256,0.9931
2940,2.3,1.8815,2.1916,2.1007,2.3131,3.1207,3.9429,3.8282,3.3108,3.6306,4.7258,2.4854,2.4939,3.2636,3.4491,4.1048,3.8484,7.0403,2.4641,2.0142,3.1947,2.7249,2.1339,1.7894,2.0900,2.5273
2941,10.4,7.4703,8.1770,8.3278,8.5979,8.7373,10.9147,9.4687,7.8921,9.5596,9.4063,4.8129,5.1538,7.9532,7.5544,5.2692,5.7840,7.0935,7.9132,7.5306,6.6774,4.6193,2.9525,2.7349,2.9136,2.5582
2942,0.2,0.1802,0.1904,0.2216,0.1715,0.2304,0.2209,0.2589,0.3235,0.2984,0.2703,0.2299,0.2269,0.2672,0.2870,0.3020,0.2816,0.2664,0.3016,0.2647,0.2580,0.3315,0.1803,0.1221,0.1374,0.1312
2943,0.5,0.6247,0.7664,0.9815,0.6618,1.4034,1.1009,1.8899,2.7367,1.8619,1.5373,1.0645,1.0952,1.3277,1.2542,1.0641,1.1160,1.3419,0.9234,0.7890,0.9830,1.1438,0.5220,0.3196,0.5378,0.5048
2944,11.9,9.0267,8.5223,9.8759,10.6716,15.3503,17.7322,19.3019,23.5934,26.2797,23.7641,16.5085,15.9800,24.5705,31.0381,20.8345,22.3971,39.6647,18.4555,18.5334,20.8687,26.8949,24.9492,15.0475,5.6207,11.3195
2945,2.5,2.7467,3.0124,0.1034,0.1345,0.6933,0.3903,0.7842,1.1794,0.9684,0.2852,0.0980,0.2569,0.2868,0.6704,0.4908,0.1896,0.5138,0.2613,0.1190,0.1939,0.3028,0.4265,0.1772,0.7378,0.1623
2946,16.4,12.4602,13.9575,14.6271,15.5670,16.1860,20.9983,18.7861,16.1861,20.4775,20.4745,10.9192,12.1368,19.4102,19.6683,14.3360,16.5654,21.6677,25.5018,25.3845,26.3096,19.0553,12.6566,12.0563,13.4254,12.4180
2947,0.3,0.3693,0.3308,0.4346,0.3723,0.3873,0.5911,0.5102,0.6590,0.5317,0.5260,0.4250,0.4087,0.4654,0.4545,0.4243,0.4184,0.7046,0.8826,0.6114,0.6125,0.5547,0.6061,0.3354,0.2624,0.2164
2948,6.7,6.9890,7.0057,8.0473,5.7175,7.4540,9.6010,10.3659,10.1455,11.9625,12.6485,9.5026,11.0734,12.2145,12.3510,10.3066,10.9263,13.1075,12.3667,12.0403,11.4583,8.7405,3.0539,4.5521,5.2317,8.2579
2949,2.1,2.3977,2.9134,3.7217,2.5150,5.3346,4.2530,7.2191,10.4994,7.1282,6.0856,4.2087,4.3795,5.2670,5.0109,4.2553,4.4781,5.3967,3.6753,3.0855,3.6801,4.1942,1.8596,1.1302,1.9074,1.7812
2950,0.1,0.1143,0.0679,0.0539,0.0851,0.0785,0.1073,0.1028,0.1020,0.1274,0.0977,0.0573,0.0506,0.0880,0.0765,0.0844,0.1410,0.2186,0.0463,0.0138,0.0693,0.0700,0.0936,0.0728,0.0480,0.0475
2951,46.4,35.8759,21.5553,17.7803,28.9990,26.9095,36.9856,35.1445,35.1673,43.8834,37.2626,22.0913,19.6437,33.9669,29.7253,33.3347,56.3527,87.5700,17.9957,5.2875,28.1069,28.9300,39.9511,31.1181,20.5265,20.9271
2952,3.6,2.8679,0.0000,2.6089,3.6744,3.1570,3.2465,3.9929,5.0023,4.2985,4.0498,3.9000,4.0260,3.7462,3.2408,2.6964,3.5546,4.2679,2.8293,2.7094,2.7772,1.8526,1.6736,1.4061,1.4168,1.5422
2953,0.9,0.6865,0.6406,0.6748,0.7151,0.9730,1.0666,1.1108,1.3686,1.4726,1.3152,0.7676,0.8297,1.3474,1.7787,1.0857,1.1562,2.0848,0.9686,0.9953,1.0085,1.4319,1.2674,0.7176,0.1810,0.4339
2954,7.1,5.6876,0.0000,5.2179,7.4750,6.4714,6.7564,8.4317,10.6777,9.1498,8.7933,8.5568,8.8584,8.3650,7.2519,6.0619,8.0707,9.6814,6.3761,6.1147,6.5997,4.4282,4.0554,3.4560,3.5259,3.8464
2955,0.7,0.6956,0.6956,0.7923,0.5615,0.6636,0.8500,0.9566,1.0413,0.9021,1.2921,1.1824,1.0372,0.8721,0.9676,0.9144,0.9126,1.3612,1.2774,1.3407,1.6294,1.0764,0.6860,0.5655,0.7425,0.6148
2956,54.3,40.3442,45.2436,47.7729,51.0632,53.0978,67.7271,59.8170,50.8273,63.0995,74.3500,39.4926,43.8440,69.9125,69.8630,49.8480,56.3523,71.2745,82.4840,80.5017,85.7054,60.6567,39.7648,37.5491,41.4298,38.1682
2957,9.1,8.8655,9.3036,10.8568,8.4569,11.4961,11.0480,12.8984,16.2468,14.8631,13.7911,11.5420,11.3050,13.3056,14.2502,15.1384,14.2613,13.6506,15.4910,13.4338,12.7396,16.3452,9.0311,6.1424,6.9593,6.7100
2958,6.4,6.2469,6.6468,7.9207,6.3734,8.8726,8.8488,10.7677,14.0413,13.3010,13.1350,11.3023,11.3908,13.6096,15.0924,16.4637,15.9230,15.6971,18.4943,16.4687,16.2792,21.1389,11.6770,8.0074,9.1558,8.8956
2959,0.1,0.1454,0.1768,0.2272,0.1515,0.3218,0.2536,0.4296,0.6177,0.4204,0.3523,0.2441,0.2512,0.3018,0.2882,0.2457,0.2627,0.3180,0.2182,0.1868,0.2523,0.2928,0.1311,0.0799,0.1332,0.1230
2960,6.3,7.0898,7.9242,0.2799,0.3696,1.9378,1.1114,2.2814,3.4855,2.9179,0.8179,0.2869,0.7724,0.8786,2.1412,1.6346,0.6595,1.8521,0.9734,0.4614,0.9059,1.4464,2.0830,0.8785,3.7423,0.8281
2961,0.9,0.7513,0.0000,0.6917,1.0276,0.9164,0.9800,1.2762,1.6131,1.4096,1.3939,1.3684,1.4218,1.3541,1.1881,0.9950,1.3381,1.6222,1.0940,1.0681,1.0705,0.7253,0.6606,0.5594,0.5663,0.6140
2962,1.6,1.2246,0.7300,0.5911,0.9554,0.8958,1.2298,1.1685,1.1817,1.4520,1.1255,0.6529,0.5777,0.9966,0.8597,0.9638,1.6424,2.5762,0.5266,0.1532,0.7551,0.7732,1.0479,0.8069,0.5246,0.5217
2963,0.9,0.9915,1.2005,1.5270,1.0241,2.1799,1.7274,2.9428,4.2450,2.8738,2.3345,1.6341,1.6891,2.0420,1.9370,1.6555,1.7505,2.1179,1.4619,1.2732,1.6217,1.8938,0.8518,0.5183,0.8698,0.8038
2964,0.3,0.2638,0.0647,0.2562,0.3090,0.2889,0.2929,0.3487,0.4387,0.3801,0.3557,0.3251,0.3258,0.3214,0.2944,0.2660,0.3130,0.3462,0.2743,0.2496,0.2430,0.2142,0.1534,0.1197,0.1260,0.1304
2965,0.3,0.2029,0.2482,0.3012,0.3385,0.4781,0.6039,0.5681,0.5006,0.6736,0.6247,0.3909,0.3858,0.5199,0.5499,0.6332,0.6557,1.1474,0.4167,0.3320,0.4782,0.4282,0.3088,0.2855,0.3407,0.3891
2966,0.5,0.6180,0.7376,0.9219,0.6132,1.2963,1.0152,1.7039,2.4276,1.6245,1.4712,1.0731,1.1024,1.3253,1.2383,1.0467,1.1040,1.3286,0.8944,0.7510,0.9980,1.1503,0.5102,0.3083,0.5211,0.4850
2967,0.7,0.5728,1.0159,0.8595,0.9164,1.0884,1.1359,1.1155,2.0652,1.4883,1.4263,0.9381,0.9627,1.5906,1.5518,1.1174,1.2264,1.4372,1.2415,1.0563,1.2449,1.9422,0.8742,1.0006,0.8391,1.3221
2968,7.6,5.3284,4.7761,5.9563,6.4608,8.9628,10.8968,11.6957,13.5245,14.8781,15.4525,13.3656,10.6773,14.5852,17.2243,13.6836,14.7409,25.1981,10.6546,10.6180,16.5463,18.2655,16.8595,10.7693,5.9369,9.4901
2969,0.4,0.2535,0.3087,0.3743,0.4219,0.5948,0.7616,0.7175,0.6447,0.8583,0.7943,0.4968,0.4884,0.6595,0.6964,0.7989,0.8352,1.4616,0.5309,0.4280,0.6046,0.5449,0.3963,0.3709,0.4394,0.5001
2970,2.5,2.0498,3.7330,3.2808,3.4615,4.1360,4.2989,4.2498,7.7885,5.5321,5.0906,3.3080,3.3597,5.4807,5.3363,3.8277,4.1556,4.8798,4.2251,3.5600,4.1737,6.4935,2.8955,3.2642,2.7413,4.3523
2971,64.5,63.3082,62.2065,70.3039,49.3716,57.9777,73.2328,81.7231,87.5233,74.1095,99.8591,90.2956,78.4209,65.2051,71.9346,67.5413,66.7584,98.9326,92.7612,97.4332,115.7649,77.5041,49.5409,40.6884,53.6601,44.6312
2972,0.5,0.3425,0.4220,0.5136,0.5759,0.8214,1.0644,1.0223,0.9352,1.2777,1.1470,0.7266,0.7252,0.9865,1.0629,1.2406,1.3031,2.3152,0.8567,0.6979,0.9749,0.8843,0.6381,0.5981,0.7114,0.8065
2973,6.5,4.9834,4.7018,5.0645,5.5259,7.7375,8.7074,9.4428,11.7384,12.7983,10.9760,6.5432,7.1941,11.6740,15.4023,9.5891,10.2714,18.5062,8.7831,9.0806,10.0120,14.4572,12.8984,7.4043,1.9049,4.6647
2974,33.4,35.0424,35.5813,41.1536,29.1770,38.3171,49.4978,53.2659,51.7669,62.7500,70.9614,52.3841,62.5374,70.4311,71.5504,59.5704,64.3365,76.8050,73.8078,73.0628,72.6942,57.3430,18.8207,30.6345,35.3052,59.7951
2975,8.6,6.3326,6.8390,6.9258,7.1680,7.3615,9.2229,8.0416,6.7891,8.2924,7.8915,4.1232,4.5327,7.1272,6.9819,4.9451,5.5430,6.9327,7.9459,7.7401,6.6603,4.6892,3.0654,2.8850,3.1918,2.8705
2976,17.2,13.3445,8.0395,6.6535,10.8816,10.1494,14.1916,13.5981,13.7855,17.3786,15.3155,9.2334,8.3519,14.7302,13.2001,15.0864,26.0959,41.4571,8.5955,2.5466,14.3494,14.8517,20.4911,15.8913,10.5101,10.7033
2977,9.8,6.6450,5.7735,7.8405,8.8527,11.4962,14.8369,15.9367,17.7579,19.2358,17.2770,18.8849,12.8004,15.0445,15.4827,15.6772,16.8659,27.8875,10.3283,10.2281,17.2811,12.5478,11.1731,8.7508,9.7944,11.0540
2978,0.8,0.9540,1.1472,1.4426,0.9486,1.9950,1.5335,2.5789,3.7386,2.5262,2.1505,1.4979,1.5385,1.8452,1.7310,1.4606,1.5092,1.8154,1.2350,1.0437,1.2561,1.4616,0.6441,0.3862,0.6393,0.5916
2979,0.1,0.0575,0.0607,0.0706,0.0545,0.0748,0.0753,0.0886,0.1111,0.1017,0.0882,0.0731,0.0711,0.0825,0.0861,0.0905,0.0829,0.0773,0.0868,0.0740,0.0659,0.0828,0.0452,0.0304,0.0336,0.0319
2980,1.9,1.2921,1.0744,1.4139,1.6008,2.0843,2.7362,2.8881,3.1935,3.4376,3.0377,3.3556,2.2678,2.6564,2.6861,2.6922,2.8301,4.5786,1.6666,1.6184,2.4210,1.7251,1.4928,1.1484,1.2690,1.4194
2981,3.3,3.2377,3.4864,2.2639,2.3718,2.8176,3.5287,3.6624,2.9879,1.2481,5.4457,1.8903,2.1190,2.5530,2.7194,3.5524,2.2912,4.9608,1.4577,1.3230,2.8512,2.0656,1.9994,1.2235,1.3463,1.9895
2982,2.5,1.5980,1.3444,1.7896,1.9453,2.4521,3.1062,3.2457,3.5288,3.7540,3.3192,3.5880,2.3731,2.7562,2.7722,2.7774,2.9426,4.7707,1.7331,1.6837,2.6827,1.9183,1.6815,1.3075,1.4505,1.6149
2983,0.1,0.1605,0.1942,0.2414,0.1631,0.3399,0.2681,0.4651,0.6832,0.4633,0.3531,0.2456,0.2531,0.3074,0.2878,0.2438,0.2498,0.3011,0.2046,0.1694,0.2089,0.2380,0.1055,0.0628,0.1058,0.0964
2984,7.2,5.3578,5.9382,6.0979,6.5466,6.7241,8.5796,7.6162,6.4362,7.7949,7.8838,4.0930,4.4552,6.9567,6.7211,4.7025,5.2571,6.4614,7.2245,6.9132,6.1976,4.3540,2.8330,2.6587,2.8761,2.6112
2985,1.9,1.9738,2.0102,2.3202,1.6836,2.2509,2.9663,3.2715,3.2366,4.0218,6.4745,4.8405,5.7794,6.5783,6.7490,5.6829,6.1663,7.4505,7.2622,7.2246,10.6395,8.4710,2.7990,4.6021,5.3033,9.0199
2986,1.3,0.9749,1.0532,1.0559,1.1598,1.2080,1.5473,1.4123,1.2266,1.5460,1.4895,0.7831,0.8736,1.3826,1.3978,1.0100,1.1590,1.4804,1.7153,1.6885,1.3830,0.9875,0.6512,0.6126,0.6672,0.6194
2987,0.4,0.2692,0.2978,0.3074,0.3244,0.3361,0.4290,0.3821,0.3259,0.4173,0.3881,0.2029,0.2227,0.3496,0.3390,0.2385,0.2631,0.3268,0.3700,0.3543,0.3094,0.2186,0.1405,0.1305,0.1405,0.1248
2988,2.2,1.7356,0.0000,1.6016,2.3882,2.1319,2.2667,2.9269,3.6959,3.2276,3.0920,3.0429,3.1698,3.0314,2.6747,2.2412,3.0283,3.7192,2.5301,2.4938,2.6016,1.7744,1.6158,1.3696,1.3972,1.5194
2989,29.2,31.4278,34.2591,1.1884,1.5617,8.3317,4.4474,8.8622,13.0022,10.3432,3.0523,1.0317,2.6464,2.9151,6.6734,4.8283,1.8477,4.9745,2.4872,1.1268,1.7798,2.7833,3.9197,1.6491,6.9612,1.5495
2990,18.1,14.0985,13.5020,14.5857,15.9666,22.3921,25.5377,27.8888,34.9080,37.9986,36.8443,22.0998,24.4104,39.8410,53.1406,33.0953,35.6622,64.8072,30.9820,32.1664,34.7787,50.4541,45.6646,26.3094,6.8692,17.0661
2991,1.3,1.2133,1.1795,1.3366,0.9427,1.1140,1.3973,1.5846,1.7223,1.4862,2.0961,1.9301,1.6743,1.4071,1.5585,1.4537,1.4335,2.1345,1.9777,2.0492,2.4186,1.5988,1.0221,0.8393,1.1006,0.9056
2992,3.0,3.2950,2.9041,3.8462,3.3209,3.4791,5.4139,4.7129,6.1648,5.0619,4.8770,4.0069,3.8822,4.4634,4.4570,4.2409,4.2776,7.2914,9.3035,6.5904,6.5250,5.9619,6.5749,3.6716,2.8696,2.3802
2993,50.6,49.2821,52.2884,61.2521,47.6359,64.1874,61.4458,71.8028,90.1165,82.2467,74.5262,62.4093,61.3096,71.9067,77.0460,81.2890,76.1667,72.7195,82.5743,50.8780,52.9522,71.5418,40.9091,28.2679,31.9854,30.7795
2994,1.3,1.4840,1.3548,1.7985,1.5419,1.5980,2.4526,2.1269,2.7320,2.2078,2.1853,1.7636,1.6948,1.9270,1.8981,1.7670,1.7494,2.9548,3.7253,2.5935,2.6620,2.4204,2.6741,1.4902,1.1706,0.9700
2995,22.4,21.9524,20.3422,21.4342,22.9421,25.1869,28.9752,26.2686,30.0526,35.8664,30.6707,26.0377,27.7889,25.8874,27.2259,27.8535,25.5415,29.9745,25.7484,26.5898,24.4129,18.9360,12.2026,10.1545,13.1251,15.1403
2996,78.1,78.0153,78.4716,90.7232,65.3893,77.8968,100.6698,115.3848,126.9084,110.6470,174.5071,162.4394,144.6550,122.0407,139.1597,133.5078,135.7451,206.5974,198.8748,214.8912,289.9750,196.2467,127.7944,106.2974,144.0940,122.6181
2997,6.2,4.4375,5.4608,6.6328,7.4550,10.6502,13.6430,12.9965,11.6844,15.7614,15.3638,9.6429,9.4851,12.8329,13.6538,15.9450,16.7730,29.6467,10.9008,8.8749,13.0076,11.8068,8.6646,8.1347,9.7141,10.7323
2998,12.6,9.8325,14.0657,13.1633,14.9757,20.6855,28.7203,29.9205,23.2842,32.4145,29.1270,18.1940,18.2331,27.1104,31.3250,34.6119,32.0580,54.7983,22.8448,17.0219,23.0418,21.3080,16.0074,15.7881,19.0324,19.5605
2999,1.3,0.9791,1.0785,1.1113,1.1642,1.2082,1.5627,1.3883,1.1964,1.4746,1.6486,0.8653,0.9643,1.5221,1.4750,1.0430,1.1552,1.4367,1.6174,1.5733,1.5109,1.0678,0.6895,0.6391,0.6734,0.5943
3000,1.8,1.3943,0.0000,1.2736,1.8285,1.5912,1.6640,2.0790,2.6328,2.2597,2.1264,2.0744,2.1436,2.0249,1.7582,1.4706,1.9598,2.3482,1.5471,1.4878,1.6288,1.0898,0.9940,0.8434,0.8586,0.9325
3001,2.9,2.8459,2.7674,3.1035,2.1821,2.5874,3.3034,3.7390,4.0359,3.4410,4.6016,4.2033,3.6505,3.0310,3.3260,3.1033,3.0835,4.5833,4.2690,4.3991,5.3306,3.5227,2.2526,1.8697,2.4553,2.0306
3002,0.8,0.7365,0.7748,0.8948,0.6825,0.9196,0.8821,1.0220,1.2794,1.1611,1.0375,0.8595,0.8376,0.9811,1.0395,1.0846,1.0126,0.9514,1.0577,0.8989,0.7824,0.9914,0.5374,0.3608,0.3972,0.3810
3003,1.0,0.7899,1.2356,1.0949,1.1686,1.3635,1.4959,1.4422,2.2763,1.8110,1.6375,1.0361,1.0751,1.7554,1.7364,1.2578,1.3820,1.6540,1.5230,1.3335,1.4069,1.9534,0.9277,1.0310,0.9078,1.3523
3004,0.7,0.8182,1.0036,1.2841,0.8739,1.8680,1.4766,2.5433,3.6862,2.5261,2.1058,1.4901,1.5628,1.9149,1.8603,1.6052,1.7264,2.0942,1.4548,1.2462,1.5778,1.8366,0.8344,0.5101,0.8666,0.8166
3005,25.9,25.2320,24.8873,28.0863,19.7206,23.2420,29.2591,32.9298,35.2377,29.9099,41.3441,37.7038,32.9888,27.5004,30.1188,28.4982,28.2995,41.9786,39.0380,40.3718,50.4100,33.5824,21.5664,17.8458,23.5024,19.5275
3006,2.7,2.5892,2.5446,2.8653,2.0174,2.4001,3.0727,3.4941,3.7644,3.2583,4.4192,4.0508,3.5523,2.9961,3.2918,3.0961,3.0944,4.6008,4.2870,4.4778,5.7797,3.8506,2.4706,2.0617,2.6852,2.2501
3007,1.2,1.3476,1.1900,1.5812,1.3521,1.4714,2.3301,2.0632,2.7332,2.2823,2.2285,1.8760,1.8707,2.1895,2.1870,2.0941,2.1139,3.5422,4.4015,3.0818,3.3159,3.0476,3.4364,1.9500,1.5345,1.2717
3008,20.7,16.8731,30.6161,25.9485,28.0264,33.7219,35.0704,34.7629,63.7126,45.4616,40.2176,26.3643,26.7615,43.9072,43.3255,31.4199,34.5242,40.8408,35.7424,31.0165,36.2330,56.3798,25.4058,29.1756,25.2646,40.1223
3009,8.5,9.7953,9.3619,13.1805,12.1681,13.4008,21.4136,19.1231,25.6434,21.7727,23.9741,20.5762,20.8931,24.6351,25.9285,25.9863,27.1757,48.4000,64.0838,47.3276,50.8480,48.6765,55.9939,32.0264,25.9100,22.1855
3010,26.5,26.0529,25.4111,28.6064,19.9597,23.4194,29.6829,33.1097,35.5931,30.2206,40.1741,36.3205,31.4995,26.2918,29.0705,27.2930,27.0310,39.7812,36.9682,38.2143,46.5065,30.7699,19.5668,16.0980,20.8753,17.1500
