uniqid_huc10,malat_high1992_huc10,malat_high1997_huc10,malat_high2002_huc10,malat_high2007_huc10,malat_high2012_huc10,malat_low1992_huc10,malat_low1997_huc10,malat_low2002_huc10,malat_low2007_huc10,malat_low2012_huc10
14045,0.0006,0.2231,0.0117,0.1766,0.0709,0.0006,0.0000,0.0117,0.0000,0.0000
14046,0.0000,0.0130,0.0072,0.0000,0.0000,0.0000,0.0010,0.0004,0.0000,0.0000
14047,0.0199,0.0541,0.0055,0.0000,0.0000,0.0196,0.0001,0.0000,0.0000,0.0000
14048,0.0000,0.0025,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14049,0.0231,0.0756,0.0041,0.1454,0.0574,0.0231,0.0000,0.0041,0.0000,0.0000
14050,0.0733,0.0598,0.0559,0.0000,0.0000,0.0732,0.0022,0.0015,0.0000,0.0000
14051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14052,0.0000,0.0782,0.0480,0.0000,0.0000,0.0000,0.0037,0.0014,0.0000,0.0000
14053,0.0038,0.0203,0.0131,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14054,0.0000,0.0781,0.0601,0.0000,0.0000,0.0000,0.0021,0.0008,0.0000,0.0000
14055,0.1612,0.3148,0.0153,0.5115,0.0703,0.0409,0.0026,0.0000,0.0495,0.0000
14056,0.0000,0.0132,0.0081,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000
14057,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14058,0.1891,0.3693,0.0176,0.5885,0.0807,0.0480,0.0030,0.0000,0.0569,0.0000
14059,0.0013,0.1180,0.0067,0.0267,0.0283,0.0013,0.0000,0.0067,0.0000,0.0000
14060,0.0000,0.0328,0.0192,0.0000,0.0000,0.0000,0.0093,0.0000,0.0000,0.0000
14061,0.0000,0.0149,0.0104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14062,0.0000,0.0038,0.0024,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000
14063,0.0202,0.1252,0.0444,0.0044,0.0000,0.0000,0.0052,0.0030,0.0018,0.0000
14064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14065,0.0204,0.1576,0.0150,0.1048,0.0401,0.0200,0.0001,0.0046,0.0000,0.0000
14066,0.0002,0.0015,0.0005,0.0000,0.0000,0.0002,0.0000,0.0001,0.0000,0.0000
14067,0.0000,0.0004,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14068,0.0000,0.0003,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14069,0.0000,0.0214,0.0105,0.0000,0.0000,0.0000,0.0117,0.0017,0.0000,0.0000
14070,0.0000,0.0004,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14071,0.0000,0.0096,0.0057,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,0.0000
14072,0.0329,0.1190,0.0066,0.1802,0.0731,0.0328,0.0000,0.0053,0.0000,0.0000
14073,0.0000,0.0019,0.0008,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000
14074,0.0000,0.0031,0.0027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14075,0.0001,0.0052,0.0010,0.0000,0.0000,0.0001,0.0000,0.0001,0.0000,0.0000
14076,0.0725,0.2239,0.0109,0.2392,0.0532,0.0186,0.0012,0.0041,0.0220,0.0000
14077,0.0000,0.0047,0.0045,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000
14078,0.0000,0.0007,0.0005,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000
14079,0.0598,0.1501,0.0223,0.0108,0.0000,0.0000,0.0002,0.0032,0.0048,0.0000
14080,0.0008,0.0996,0.0451,0.0005,0.0000,0.0000,0.0308,0.0040,0.0002,0.0000
14081,0.0000,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000
14082,0.0000,0.0872,0.0519,0.0000,0.0000,0.0000,0.0150,0.0081,0.0000,0.0000
14083,0.0000,0.0026,0.0015,0.0000,0.0000,0.0000,0.0022,0.0012,0.0000,0.0000
14084,0.0000,0.0003,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14085,0.0003,0.0354,0.0058,0.0000,0.0000,0.0000,0.0017,0.0006,0.0000,0.0000
14086,0.0595,0.3129,0.0220,0.1292,0.0524,0.0037,0.0015,0.0008,0.0014,0.0000
14087,0.1083,0.1488,0.0211,0.0050,0.0000,0.0000,0.0003,0.0049,0.0050,0.0000
14088,0.0000,0.0002,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14089,0.0000,0.0003,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14090,0.0004,0.0120,0.0018,0.0000,0.0000,0.0003,0.0000,0.0006,0.0000,0.0000
14091,0.0115,0.0910,0.0126,0.0204,0.0000,0.0000,0.0005,0.0003,0.0007,0.0000
14092,0.0009,0.0058,0.0010,0.0000,0.0000,0.0008,0.0000,0.0002,0.0000,0.0000
14093,0.0032,0.0545,0.0083,0.0002,0.0000,0.0029,0.0001,0.0014,0.0000,0.0000
14094,0.0000,0.0107,0.0065,0.0000,0.0000,0.0000,0.0039,0.0000,0.0000,0.0000
14095,0.0000,0.0195,0.0095,0.0000,0.0000,0.0000,0.0048,0.0016,0.0000,0.0000
14096,0.0000,0.0077,0.0031,0.0000,0.0000,0.0000,0.0044,0.0016,0.0000,0.0000
14097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14098,0.0000,0.0006,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14099,0.0051,0.0324,0.0030,0.0265,0.0101,0.0050,0.0000,0.0011,0.0000,0.0000
14100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14101,0.0000,0.0078,0.0044,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000
14102,0.0000,0.0013,0.0008,0.0000,0.0000,0.0000,0.0002,0.0001,0.0000,0.0000
14103,0.0000,0.0004,0.0003,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000
14104,0.0003,0.0122,0.0021,0.0000,0.0000,0.0002,0.0000,0.0006,0.0000,0.0000
14105,0.0026,0.0228,0.0015,0.0129,0.0052,0.0026,0.0000,0.0009,0.0000,0.0000
14106,0.0000,0.0143,0.0007,0.0020,0.0039,0.0000,0.0000,0.0007,0.0000,0.0000
14107,0.0811,0.1922,0.0065,0.1305,0.1013,0.0811,0.0000,0.0065,0.0000,0.0000
14108,0.0000,0.0278,0.0173,0.0000,0.0000,0.0000,0.0114,0.0000,0.0000,0.0000
14109,0.0028,0.0075,0.0007,0.0000,0.0000,0.0027,0.0000,0.0000,0.0000,0.0000
14110,0.0001,0.0155,0.0023,0.0062,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000
14111,0.0000,0.0018,0.0012,0.0000,0.0000,0.0000,0.0015,0.0009,0.0000,0.0000
14112,0.0000,0.0048,0.0026,0.0000,0.0000,0.0000,0.0014,0.0005,0.0000,0.0000
14113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14114,0.0000,0.0559,0.0330,0.0000,0.0000,0.0000,0.0028,0.0010,0.0000,0.0000
14115,0.0000,0.0133,0.0091,0.0000,0.0000,0.0000,0.0002,0.0002,0.0000,0.0000
14116,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14117,0.0005,0.0228,0.0037,0.0000,0.0000,0.0003,0.0001,0.0012,0.0000,0.0000
14118,0.0000,0.0068,0.0028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14119,0.0049,0.0337,0.0049,0.0060,0.0000,0.0000,0.0001,0.0003,0.0006,0.0000
14120,0.0000,0.0431,0.0342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14121,0.0992,0.2425,0.0100,0.3144,0.0662,0.0207,0.0019,0.0000,0.0270,0.0000
14122,0.0717,0.0560,0.0340,0.0000,0.0000,0.0000,0.0092,0.0052,0.0000,0.0000
14123,0.0000,0.0144,0.0098,0.0000,0.0000,0.0000,0.0144,0.0000,0.0000,0.0000
14124,0.0000,0.0056,0.0037,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000
14125,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14126,0.0026,0.0083,0.0056,0.0000,0.0000,0.0002,0.0014,0.0000,0.0000,0.0000
14127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14128,0.0001,0.0049,0.0008,0.0000,0.0000,0.0001,0.0000,0.0003,0.0000,0.0000
14129,0.0000,0.0018,0.0013,0.0000,0.0000,0.0000,0.0014,0.0001,0.0000,0.0000
14130,0.1023,0.3591,0.0100,0.3772,0.1471,0.0296,0.0016,0.0000,0.0508,0.0000
14131,0.0007,0.0487,0.0050,0.0119,0.0013,0.0006,0.0000,0.0030,0.0000,0.0000
14132,0.0000,0.0003,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14133,0.0815,0.2330,0.0097,0.2404,0.0637,0.0039,0.0029,0.0000,0.0076,0.0000
14134,0.0000,0.0119,0.0073,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000
14135,0.0001,0.0063,0.0008,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000
14136,0.0000,0.1115,0.0671,0.0000,0.0000,0.0000,0.0057,0.0021,0.0000,0.0000
14137,0.0000,0.0006,0.0005,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000
14138,0.0000,0.0059,0.0035,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
14139,0.0015,0.4570,0.0178,0.0796,0.1656,0.0015,0.0000,0.0178,0.0000,0.0000
14140,0.0000,0.0015,0.0029,0.0000,0.0000,0.0000,0.0001,0.0001,0.0000,0.0000
14141,0.0239,0.4691,0.0185,0.1215,0.1753,0.0239,0.0000,0.0185,0.0000,0.0000
14142,0.0029,0.0193,0.0032,0.0000,0.0000,0.0027,0.0000,0.0007,0.0000,0.0000
14143,0.0000,0.0058,0.0030,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
14144,0.4591,0.0660,0.0363,0.0000,0.0000,0.0000,0.0092,0.0049,0.0000,0.0000
14145,0.0000,0.0164,0.0074,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000,0.0000
14146,0.0014,0.0093,0.0017,0.0000,0.0000,0.0013,0.0000,0.0004,0.0000,0.0000
14147,0.0358,0.3352,0.0136,0.1337,0.1211,0.0358,0.0000,0.0136,0.0000,0.0000
14148,0.0263,0.4947,0.0041,0.1519,0.1460,0.0000,0.0013,0.0000,0.0118,0.0000
14149,0.0000,0.0031,0.0014,0.0000,0.0000,0.0000,0.0008,0.0001,0.0000,0.0000
14150,0.0000,0.0112,0.0048,0.0000,0.0000,0.0000,0.0062,0.0023,0.0000,0.0000
14151,0.0000,0.0004,0.0002,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000
14152,0.0158,0.1672,0.0247,0.0266,0.0000,0.0000,0.0008,0.0009,0.0013,0.0000
14153,0.0000,0.1140,0.0678,0.0000,0.0000,0.0000,0.0207,0.0077,0.0000,0.0000
14154,0.0116,0.3294,0.0102,0.1627,0.1682,0.0116,0.0000,0.0102,0.0000,0.0000
14155,0.0053,0.3532,0.0185,0.2212,0.1261,0.0053,0.0000,0.0182,0.0000,0.0000
14156,0.0569,0.3807,0.0064,0.2191,0.1558,0.0093,0.0008,0.0000,0.0227,0.0000
14157,0.0000,0.1064,0.0592,0.0000,0.0000,0.0000,0.0185,0.0071,0.0000,0.0000
14158,0.0004,0.0276,0.0172,0.0000,0.0000,0.0000,0.0048,0.0027,0.0000,0.0000
14159,0.0000,0.0005,0.0003,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000
14160,0.0032,0.4131,0.0152,0.0938,0.1678,0.0032,0.0000,0.0152,0.0000,0.0000
14161,0.0000,0.0180,0.0085,0.0000,0.0000,0.0000,0.0099,0.0014,0.0000,0.0000
14162,0.0000,0.1061,0.0490,0.0000,0.0000,0.0000,0.0999,0.0030,0.0000,0.0000
14163,0.0044,0.0252,0.0162,0.0000,0.0000,0.0001,0.0010,0.0000,0.0000,0.0000
14164,0.0000,0.0009,0.0006,0.0000,0.0000,0.0000,0.0009,0.0000,0.0000,0.0000
14165,0.0000,0.0004,0.0002,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000
14166,0.0000,0.0371,0.0252,0.0000,0.0000,0.0000,0.0371,0.0000,0.0000,0.0000
14167,0.0000,0.0177,0.0142,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000
14168,0.0221,0.1725,0.0251,0.0417,0.0004,0.0000,0.0009,0.0005,0.0013,0.0000
14169,0.0003,0.0019,0.0004,0.0000,0.0000,0.0003,0.0000,0.0001,0.0000,0.0000
14170,0.0530,0.2153,0.0099,0.2944,0.1257,0.0530,0.0000,0.0099,0.0000,0.0000
14171,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14172,0.0000,0.0003,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14173,0.0000,0.0011,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14174,0.0188,0.1070,0.0166,0.0115,0.0000,0.0000,0.0002,0.0016,0.0033,0.0000
14175,0.0223,0.1484,0.0220,0.0256,0.0000,0.0000,0.0005,0.0013,0.0027,0.0000
14176,0.0001,0.0271,0.0039,0.0002,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
14177,0.0206,0.4157,0.0038,0.1393,0.1805,0.0000,0.0004,0.0000,0.0283,0.0000
14178,0.0000,0.0030,0.0015,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000
14179,0.6977,0.1379,0.0774,0.0000,0.0000,0.0001,0.0216,0.0090,0.0000,0.0000
14180,0.0000,0.0004,0.0001,0.0000,0.0000,0.0000,0.0003,0.0001,0.0000,0.0000
14181,0.0944,0.1168,0.0190,0.0036,0.0000,0.0000,0.0011,0.0048,0.0036,0.0000
14182,0.0106,0.0624,0.0104,0.0082,0.0000,0.0000,0.0001,0.0009,0.0019,0.0000
14183,0.0001,0.0098,0.0015,0.0000,0.0000,0.0001,0.0000,0.0004,0.0000,0.0000
14184,0.0000,0.0055,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14185,0.0000,0.0075,0.0043,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000
14186,0.0555,0.2460,0.0088,0.0853,0.1569,0.0555,0.0000,0.0088,0.0000,0.0000
14187,0.0000,0.0626,0.0466,0.0000,0.0000,0.0000,0.0009,0.0004,0.0000,0.0000
14188,0.0007,0.0648,0.0339,0.0005,0.0000,0.0000,0.0049,0.0019,0.0001,0.0000
14189,0.0129,0.3029,0.0193,0.0948,0.0373,0.0129,0.0000,0.0193,0.0000,0.0000
14190,0.0557,0.0446,0.0400,0.0000,0.0000,0.0556,0.0021,0.0012,0.0000,0.0000
14191,0.0000,0.0753,0.0571,0.0000,0.0000,0.0000,0.0010,0.0004,0.0000,0.0000
14192,0.0115,0.3497,0.0168,0.1769,0.1237,0.0115,0.0000,0.0168,0.0000,0.0000
14193,0.0000,0.0397,0.0279,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
14194,0.0719,0.1620,0.0056,0.1147,0.0892,0.0719,0.0000,0.0056,0.0000,0.0000
14195,0.0000,0.0017,0.0004,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000
14196,0.0000,0.0233,0.0135,0.0000,0.0000,0.0000,0.0011,0.0004,0.0000,0.0000
14197,0.0000,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14198,0.0000,0.0005,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14199,0.0000,0.0053,0.0028,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000
14200,0.0000,0.0022,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14201,0.0000,0.0329,0.0186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14202,0.0000,0.0065,0.0029,0.0000,0.0000,0.0000,0.0044,0.0018,0.0000,0.0000
14203,0.0000,0.0424,0.0250,0.0000,0.0000,0.0000,0.0022,0.0008,0.0000,0.0000
14204,0.0002,0.0454,0.0063,0.0003,0.0000,0.0000,0.0000,0.0009,0.0000,0.0000
14205,0.0000,0.0039,0.0023,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000,0.0000
14206,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14207,0.0000,0.0042,0.0018,0.0000,0.0000,0.0000,0.0002,0.0001,0.0000,0.0000
14208,0.0000,0.0643,0.0338,0.0000,0.0000,0.0000,0.0193,0.0000,0.0000,0.0000
14209,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000
14210,0.0000,0.0103,0.0071,0.0000,0.0000,0.0000,0.0103,0.0000,0.0000,0.0000
14211,0.0147,0.0960,0.0188,0.0093,0.0000,0.0000,0.0041,0.0018,0.0027,0.0000
14212,0.0000,0.0050,0.0030,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
14213,0.0011,0.0056,0.0008,0.0000,0.0000,0.0011,0.0000,0.0001,0.0000,0.0000
14214,0.0000,0.0349,0.0245,0.0000,0.0000,0.0000,0.0349,0.0000,0.0000,0.0000
14215,0.0342,0.1271,0.0061,0.1918,0.0792,0.0342,0.0000,0.0061,0.0000,0.0000
14216,0.0000,0.0368,0.0254,0.0000,0.0000,0.0000,0.0003,0.0001,0.0000,0.0000
14217,0.0000,0.0007,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14218,0.0000,0.0238,0.0125,0.0000,0.0000,0.0000,0.0032,0.0008,0.0000,0.0000
14219,0.0004,0.0177,0.0028,0.0000,0.0000,0.0003,0.0000,0.0009,0.0000,0.0000
14220,0.0001,0.0056,0.0024,0.0000,0.0000,0.0000,0.0003,0.0002,0.0000,0.0000
14221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14222,0.0000,0.0003,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14223,0.0059,0.2814,0.0209,0.0706,0.0119,0.0059,0.0000,0.0193,0.0000,0.0000
14224,0.0000,0.1054,0.0532,0.0000,0.0000,0.0000,0.0979,0.0037,0.0000,0.0000
14225,0.0003,0.0498,0.0067,0.0174,0.0000,0.0000,0.0001,0.0021,0.0000,0.0000
14226,0.0000,0.0531,0.0361,0.0000,0.0000,0.0000,0.0531,0.0000,0.0000,0.0000
14227,0.0000,0.0004,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14228,0.0000,0.0039,0.0026,0.0000,0.0000,0.0000,0.0024,0.0001,0.0000,0.0000
14229,0.0000,0.0020,0.0019,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
14230,0.0112,0.0575,0.0071,0.0150,0.0012,0.0007,0.0001,0.0006,0.0019,0.0000
14231,0.0000,0.0686,0.0473,0.0000,0.0000,0.0000,0.0636,0.0000,0.0000,0.0000
14232,0.0000,0.0196,0.0129,0.0000,0.0000,0.0000,0.0039,0.0000,0.0000,0.0000
14233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14234,0.0004,0.0179,0.0027,0.0000,0.0000,0.0002,0.0000,0.0008,0.0000,0.0000
14235,0.0002,0.0019,0.0006,0.0000,0.0000,0.0002,0.0000,0.0001,0.0000,0.0000
14236,0.0000,0.0011,0.0004,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000
14237,0.1204,0.2764,0.0188,0.3562,0.0474,0.0277,0.0019,0.0004,0.0343,0.0000
14238,0.0230,0.3782,0.0034,0.1239,0.1427,0.0000,0.0006,0.0000,0.0111,0.0000
14239,0.0000,0.0528,0.0309,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000
14240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14241,0.0444,0.0192,0.0132,0.0000,0.0000,0.0000,0.0022,0.0017,0.0000,0.0000
14242,0.0000,0.0624,0.0400,0.0000,0.0000,0.0000,0.0026,0.0010,0.0000,0.0000
14243,0.0000,0.1059,0.0527,0.0000,0.0000,0.0000,0.1003,0.0026,0.0000,0.0000
14244,0.0000,0.0213,0.0175,0.0000,0.0000,0.0000,0.0213,0.0000,0.0000,0.0000
14245,0.0322,0.1573,0.0236,0.0111,0.0000,0.0000,0.0003,0.0025,0.0040,0.0000
14246,0.0004,0.1518,0.0061,0.0265,0.0570,0.0004,0.0000,0.0061,0.0000,0.0000
14247,0.0846,0.0616,0.0679,0.0000,0.0000,0.0845,0.0000,0.0010,0.0000,0.0000
14248,0.0000,0.0817,0.0563,0.0000,0.0000,0.0000,0.0817,0.0000,0.0000,0.0000
14249,0.0000,0.0138,0.0079,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000
14250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14251,0.0000,0.1448,0.0695,0.0000,0.0000,0.0000,0.1199,0.0014,0.0000,0.0000
14252,0.0079,0.0255,0.0028,0.0000,0.0000,0.0077,0.0001,0.0002,0.0000,0.0000
14253,0.0528,0.1685,0.0118,0.1536,0.0298,0.0111,0.0007,0.0024,0.0149,0.0000
14254,0.0000,0.0006,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14255,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14256,0.0022,0.0458,0.0054,0.0040,0.0000,0.0000,0.0001,0.0008,0.0003,0.0000
14257,0.0158,0.2631,0.0057,0.2013,0.1831,0.0158,0.0000,0.0057,0.0000,0.0000
14258,0.0000,0.0171,0.0092,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000
14259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14260,0.0000,0.0648,0.0333,0.0000,0.0000,0.0000,0.0627,0.0011,0.0000,0.0000
14261,0.0000,0.0003,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000
14262,0.0000,0.0235,0.0105,0.0000,0.0000,0.0000,0.0089,0.0000,0.0000,0.0000
14263,0.0177,0.4845,0.0040,0.1836,0.2171,0.0000,0.0002,0.0000,0.0582,0.0000
14264,0.0000,0.0260,0.0204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14265,0.0000,0.0248,0.0146,0.0000,0.0000,0.0000,0.0236,0.0006,0.0000,0.0000
14266,0.0040,0.1218,0.0187,0.0011,0.0000,0.0000,0.0005,0.0013,0.0010,0.0000
14267,0.0000,0.0333,0.0240,0.0000,0.0000,0.0000,0.0072,0.0010,0.0000,0.0000
14268,0.0007,0.0049,0.0009,0.0000,0.0000,0.0007,0.0000,0.0002,0.0000,0.0000
14269,0.1452,0.2835,0.0140,0.4655,0.0641,0.0368,0.0023,0.0000,0.0450,0.0000
14270,0.0000,0.0073,0.0028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14271,0.0000,0.0074,0.0062,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14272,0.0010,0.0066,0.0011,0.0000,0.0000,0.0009,0.0000,0.0002,0.0000,0.0000
14273,0.0210,0.2554,0.0123,0.0932,0.0637,0.0057,0.0003,0.0104,0.0062,0.0000
14274,0.0000,0.0196,0.0074,0.0000,0.0000,0.0000,0.0166,0.0059,0.0000,0.0000
14275,0.0000,0.0046,0.0026,0.0000,0.0000,0.0000,0.0044,0.0001,0.0000,0.0000
14276,0.0001,0.0500,0.0031,0.0474,0.0192,0.0001,0.0000,0.0031,0.0000,0.0000
14277,0.0000,0.0006,0.0004,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000
14278,0.0201,0.0546,0.0051,0.0000,0.0000,0.0197,0.0001,0.0000,0.0000,0.0000
14279,0.0070,0.2136,0.0314,0.0018,0.0000,0.0000,0.0009,0.0021,0.0016,0.0000
14280,0.0001,0.0147,0.0022,0.0073,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
14281,0.0000,0.0354,0.0206,0.0000,0.0000,0.0000,0.0018,0.0006,0.0000,0.0000
14282,0.0002,0.0678,0.0036,0.0542,0.0222,0.0002,0.0000,0.0036,0.0000,0.0000
14283,0.0000,0.0021,0.0010,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000
14284,0.0005,0.0036,0.0008,0.0000,0.0000,0.0005,0.0000,0.0002,0.0000,0.0000
14285,0.3919,0.0537,0.0269,0.0000,0.0000,0.0000,0.0068,0.0037,0.0000,0.0000
14286,0.0000,0.0024,0.0012,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
14287,0.1009,0.3671,0.0120,0.2900,0.1052,0.0048,0.0032,0.0000,0.0090,0.0000
14288,0.0000,0.0018,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14289,0.0000,0.0003,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14290,0.0000,0.0671,0.0165,0.0000,0.0000,0.0000,0.0473,0.0000,0.0000,0.0000
14291,0.0000,0.0295,0.0202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14292,0.0000,0.0094,0.0062,0.0000,0.0000,0.0000,0.0044,0.0000,0.0000,0.0000
14293,0.0001,0.0031,0.0006,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000
14294,0.0823,0.2799,0.0100,0.2126,0.1430,0.0484,0.0007,0.0056,0.0183,0.0000
14295,0.0314,0.0851,0.0075,0.0000,0.0000,0.0307,0.0002,0.0000,0.0000,0.0000
14296,0.0000,0.0218,0.0148,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000
14297,0.0000,0.1591,0.0733,0.0000,0.0000,0.0000,0.1435,0.0069,0.0000,0.0000
14298,0.0513,0.0374,0.0322,0.0000,0.0000,0.0012,0.0014,0.0030,0.0000,0.0000
14299,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14300,0.0003,0.0532,0.0074,0.0251,0.0000,0.0000,0.0001,0.0027,0.0000,0.0000
14301,0.1012,0.3921,0.0100,0.3876,0.1701,0.0301,0.0016,0.0000,0.0551,0.0000
14302,0.1311,0.4168,0.0127,0.4681,0.1609,0.0369,0.0021,0.0000,0.0599,0.0000
14303,0.0007,0.2608,0.0135,0.2047,0.0808,0.0007,0.0000,0.0135,0.0000,0.0000
14304,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14305,0.0000,0.0125,0.0080,0.0000,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000
